Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1025,327.7,26.75,21.4432,0.7311,8.5276,4.3329,0.8696,2.8871,317.5834,1.0422,5.0315,0.5369,4.4946,0,0,0,0,0,0,0.8646,95.1053,0.5622,2.1159,0,2.1159,0.4498,49.4806,0.8545,3.5494,0,3.5494,2.4629,270.9221,0.7248,3.9127,0.9262,2.9865,2.2102,243.1234,0.3332,3.214,1.5137,1.7003,24.2977,2672.7478,2.3954,28.5969,15.1503,13.4466,0.213,23.4318,0.2518,1.182,0,1.182,0.6099,67.0867,0.0692,0.7455,0.4348,0.3107,12.9274,1422.0137,1.0598,15.5127,9.8969,5.6159,89,35.2737,0.8989,13.1491,8.721,0.7563,0.9735,1.4294,5.0315,0,0.3105,1.6275,15.8074,0,0.7215,0.5496,2.1159,0,0.9682,1.6409,10.8547,0,1.8259,0.7485,3.9127,0,1.9547,0.4589,3.214,0.5215,21.2408,4.856,30.8561,8.7418,0.2072,0.2383,1.4215,0,0.5746,0.0948,0.853,0.3251,12.5714,2.2214,21.554,6.7056,0.1212,0.3295,1.8992,0,0.4488,1.9419,15.8074,0,0.6578,0.5327,2.0126,0,1.1991,1.8437,10.8547,0,1.5423,0.562,3.0667,0,1.8409,0.4618,2.9486,0.5215,19.8794,5.0541,30.8561,8.7418,0.2046,0.2325,1.4215,0,0.5589,0.1004,0.853,0.3251,12.4129,2.5616,21.554,6.7056,0.2981
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1366.1,327.01,20.75,18.894,0.7304,7.5408,3.7774,0.8744,3.4445,306.5627,1.2005,6.1014,0.4655,5.6358,0,0,0,0,0,0,1.1896,105.8753,0.5438,2.2408,0.2298,2.0111,0,0,0,0,0,0,3.2908,292.8827,0.6208,4.763,2.2225,2.5406,2.1521,191.5344,0.2468,2.903,1.6789,1.2241,31.9987,2847.8833,3.0699,39.0443,24.5602,14.4841,0.2554,22.7299,0.1961,0.7886,0,0.7886,0.7033,62.596,0.0737,0.8806,0.5957,0.2849,13.4828,1199.9686,1.0088,15.7279,10.7644,4.9635,79.25,32.9377,0.918,12.4816,8.3638,0.745,1.215,1.6343,6.1014,0,0,0,0,0,1.2087,0.5827,2.529,0.0972,0.1861,0.8067,5.7274,0,3.0106,0.7994,4.763,1.3301,2.2057,0.3556,3.0608,1.0839,32.1004,5.2129,41.5706,14.2053,0.1698,0.17,0.7886,0,0.6813,0.1222,1.039,0.4562,13.5238,1.7051,18.2139,8.3219,0.3523,0.6898,3.2152,0,0,0,0,0,1.2161,0.598,2.529,0.0972,0.2581,0.9408,5.7274,0,2.9022,0.8348,4.3375,1.3301,2.2265,0.3882,3.0608,1.0839,32.1398,5.8402,41.5706,14.2053,0.1367,0.1463,0.6671,0,0.6728,0.1355,1.039,0.4562,13.5397,1.9093,18.2139,8.3219,0.2642
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,668.8,328.87,15,14.8441,0.8555,5.1951,4.0239,0.5165,3.1987,211.1114,1.2698,6.6126,0.9012,5.7114,0,0,0,0,0,0,0.3987,26.3168,0.3157,1.0577,0,1.0577,19.7866,1305.9124,2.5415,25.7695,13.8969,11.8726,2.3901,157.7462,0.4908,3.9585,1.5757,2.3828,2.2677,149.6696,0.3875,3.0278,1.5159,1.5118,10.8667,717.2016,2.5214,15.8889,6.7217,9.1672,0.1057,6.9789,0.1134,0.4264,0,0.4264,0.5088,33.5813,0.0734,0.6518,0.3758,0.2759,12.968,855.8911,3.0115,22.1207,8.9925,13.1282,61.75,28.319,0.9676,9.6179,8.4584,0.4354,0.9549,1.5289,6.6126,0,0,0,0,0,0.9201,0.4919,2.2607,0,15.9294,7.0424,30.7066,1.2664,2.6994,0.7112,5.0739,1.5752,2.5301,0.5911,4.1438,1.0935,16.046,4.6457,26.6655,6.7217,0.0808,0.1078,0.459,0,0.5181,0.0881,0.723,0.2695,12.4218,2.0258,22.1207,8.9925,0.1501,0.3756,1.6166,0,0,0,0,0,1.1071,0.4008,2.2607,0,14.5458,7.6091,30.7066,1.2664,2.8104,0.7455,5.0739,1.5752,2.6242,0.6232,4.1438,1.0935,17.9038,3.7368,26.6655,9.6405,0.0718,0.1045,0.459,0,0.5214,0.0927,0.723,0.2695,12.2259,1.4887,20.7519,9.1047,0.2462
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,711.68,330.05,23,28.6649,0.3518,8.738,6.4302,0.6107,2.1036,208.2563,1.2536,5.4791,0,5.4791,0,0,0,0,0,0,1.0858,107.4986,0.4978,2.0804,0.0493,2.0312,0.1111,10.9962,0.5186,3.7711,0,3.7711,3.2284,319.6129,0.7426,4.9325,1.3516,3.5809,2.0415,202.1102,0.284,2.9461,1.4865,1.4596,29.399,2910.5046,2.9086,34.2323,22.3102,11.9221,0.0769,7.6171,0.1198,0.5226,0,0.5226,0.5697,56.3993,0.0917,0.8284,0.3591,0.4693,13.106,1297.4941,0.9754,15.9699,11.143,4.8269,101.5,38.6473,0.854,13.1399,10.9567,0.5496,0.5745,1.0936,5.4791,0,0,0,0,0,1.1305,0.5287,2.3953,0.0193,0.1153,0.4697,3.7711,0,2.8258,0.7105,4.9325,1.2768,1.9576,0.3568,3.0334,0.9471,28.4545,4.6627,37.1881,17.9908,0.0745,0.1446,0.9869,0,0.5405,0.127,0.8297,0.259,12.5575,1.0643,15.9699,9.4849,0.0846,0.2969,2.0389,0,0,0,0,0,1.1449,0.5382,2.3953,0.0193,0.1167,0.4539,3.205,0,2.6968,0.6502,4.517,1.2768,1.9307,0.3736,3.0334,0.9471,28.1519,5.0654,37.1881,17.9908,0.0738,0.1518,0.9869,0,0.5311,0.1352,0.8297,0.259,12.3818,1.0327,15.2768,9.4849,0.2314
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1078.8,330.54,37.75,26.4584,0.6776,9.5479,5.7789,0.8374,1.573,239.0926,0.5859,4.0148,0.4175,3.5974,6.5066,989.0063,2.4595,13.3146,2.2462,11.0684,0.0026,0.3963,0.0227,0.2343,0,0.2343,9.0498,1375.5643,3.0304,16.4246,3.3728,13.0518,1.1269,171.2818,0.6891,2.5523,0,2.5523,1.6135,245.2474,0.4025,2.7031,0.8191,1.884,12.2971,1869.1548,1.6938,17.257,8.8739,8.3831,0.1789,27.1946,0.207,0.9551,0,0.9551,0.7876,119.7082,0.0814,0.9638,0.577,0.3867,25.0098,3801.4849,3.0759,32.1179,18.2455,13.8724,108.25,38.8686,0.9004,14.0007,10.3042,0.6986,0.6124,0.8114,4.0148,0,6.6351,3.2782,15.1755,0,0.0596,0.2007,1.3394,0,11.7596,4.2117,32.9902,3.3728,0.9067,0.7296,3.1685,0,2.0348,0.5927,3.7555,0.8191,13.8651,2.6756,24.9854,8.8739,0.1821,0.2071,1.1355,0,0.6948,0.1179,0.9894,0.4053,23.5026,4.3098,33.3317,11.9835,0.0946,0.2485,1.8497,0,6.7043,3.6462,15.1755,0,0.0903,0.2431,1.3394,0,13.2203,4.0355,32.9902,4.5563,0.788,0.7244,3.1685,0,2.2619,0.5536,3.7555,1.2092,14.7103,2.7281,24.9854,9.0825,0.1838,0.2075,1.1355,0,0.6449,0.1035,0.9894,0.4053,22.6903,4.6526,33.3317,11.9835,0.3418
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,677.59,331.03,30.75,21.2071,0.8592,7.4109,5.8113,0.6486,8.5384,1075.8439,2.7668,14.9425,3.4867,11.4558,0,0,0,0,0,0,0.1183,14.9065,0.1848,0.7088,0,0.7088,30.4573,3837.6152,2.6349,37.2178,23.509,13.7088,2.5425,320.3554,0.6466,4.3467,0.7378,3.6089,3.0633,385.9738,0.466,4.7929,2.0759,2.717,11.1606,1406.2341,1.6956,18.3099,8.4773,9.8326,0.1033,13.0212,0.105,0.4771,0,0.4771,0.7646,96.3446,0.0637,0.8953,0.5527,0.3425,13.0758,1647.5447,0.6657,14.6756,11.1578,3.5178,90.5,34.9197,0.9326,12.029,10.1458,0.5378,3.2708,4.2472,14.9425,0,0,0,0,0,0.5902,0.4923,2.4018,0,26.3659,7.9332,40.1695,4.7419,3.0597,0.9175,5.5143,0.7378,3.0259,0.848,4.9687,0.6587,14.3531,3.6028,24.1753,8.4773,0.0792,0.105,0.5224,0,0.6469,0.1437,0.8957,0.2482,12.3649,1.322,15.5774,9.1928,0.482,1.0148,4.6286,0,0,0,0,0,0.84,0.4148,2.4018,0,24.2,8.8951,40.1695,4.7419,3.3335,0.9227,5.5143,1.3336,3.0061,0.9928,4.9687,0.6587,16.0433,3.1745,24.1753,10.0148,0.0664,0.1029,0.5224,0,0.5845,0.135,0.8957,0.2482,11.9885,1.4255,15.5774,9.1928,0.3397
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,526.94,331.64,22,17.6423,0.8882,6.3249,4.8642,0.4828,5.5985,509.4608,2.1146,10.9756,1.809,9.1665,0,0,0,0,0,0,0.1053,9.5778,0.147,0.5547,0,0.5547,18.6677,1698.7568,2.6457,25.5812,13.3299,12.2513,2.6328,239.5837,0.4867,4.0736,1.7952,2.2784,2.3104,210.2507,0.3997,3.2523,1.5689,1.6834,10.3834,944.8849,2.0675,15.2114,6.7266,8.4848,0.1295,11.7862,0.1329,0.5758,0,0.5758,0.7561,68.8018,0.1632,1.1023,0.4838,0.6185,12.9361,1177.1857,2.7639,25.5904,8.4959,17.0945,70.25,30.6257,0.9412,10.7823,8.8898,0.5464,1.9604,2.8319,10.9756,0,0.3956,1.5779,11.1744,0,0.4038,0.4121,1.9531,0,18.8398,5.9923,33.0279,0.9469,2.6338,0.8102,4.8849,0.2111,2.2043,0.6836,3.9999,0.1802,10.1045,3.402,21.6545,2.1263,0.1292,0.1364,0.7194,0,0.6362,0.2124,1.1495,0.1243,12.2912,4.6064,30.3736,3.3074,0.2179,0.5718,3.1755,0,0.5851,1.8913,11.1744,0,0.5467,0.4218,1.9531,0,18.9223,7.0599,33.0279,0.9469,2.6343,0.9272,4.8849,0.2111,2.1534,0.7799,3.9999,0.1802,9.9709,3.8801,21.6545,2.1263,0.129,0.1385,0.7194,0,0.5787,0.2095,1.1495,0.1243,11.9823,5.2442,30.3736,3.3074,0.3134
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,575.03,332.34,41.5,23.9828,0.9067,8.6963,6.0099,0.7191,6.9665,1177.3346,1.6757,11.6234,2.3338,9.2895,0,0,0,0,0,0,0.9024,152.5112,0.4821,2.3575,0,2.3575,7.5618,1277.9432,2.3339,14.3238,3.1057,11.2181,3.4302,579.7043,0.8105,5.6843,1.648,4.0362,3.6062,609.4548,0.7291,6.1732,2.3763,3.797,36.4553,6160.9526,4.5902,44.4569,25.1851,19.2718,0.0767,12.9549,0.1431,0.7157,0,0.7157,0.6162,104.1311,0.0937,0.9013,0.4347,0.4666,21.5917,3648.9988,3.1105,27.5707,14.9509,12.6198,106.5,37.6315,0.9451,13.2432,10.3709,0.585,2.9302,3.4812,11.6234,0,0.0008,0.0123,0.2188,0,1.069,0.5228,2.735,0,4.3559,3.3676,14.3238,0,2.9256,0.821,5.6843,1.2163,2.8273,0.8391,6.1732,1.446,30.4344,6.659,44.4569,15.9319,0.082,0.1399,0.9032,0,0.5909,0.1288,0.9068,0.2884,16.9106,4.6978,27.5707,9.4227,0.2966,0.7709,3.8984,0,0.0013,0.0158,0.2188,0,1.1777,0.5205,2.735,0.0117,2.2641,2.0242,6.9584,0,2.5963,0.6421,4.825,1.2163,2.319,0.4028,4.1144,1.446,26.5058,4.5197,39.213,15.9319,0.0855,0.1378,0.9032,0,0.5745,0.1452,0.9068,0.2884,13.8561,2.5505,20.7475,9.4227,0.3817
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,847.25,332.5,40,24.5924,0.8311,9.4618,5.143,0.8298,3.5168,569.7291,0.9489,5.7161,1.1186,4.5975,0.0015,0.2367,0.0186,0.2367,0,0.2367,0.3832,62.0855,0.2632,0.9895,0,0.9895,0.1013,16.4073,0.3086,1.9405,0,1.9405,1.738,281.5591,0.5269,2.9924,0.8102,2.1822,1.421,230.2047,0.3075,2.176,0.8619,1.3141,17.2606,2796.2156,3.1049,23.9539,10.4445,13.5094,0.073,11.8227,0.1182,0.6427,0,0.6427,0.612,99.1473,0.0751,0.8846,0.4443,0.4403,10.7397,1739.8378,1.5056,14.488,7.22,7.268,96,37.1618,0.8736,13.9367,9.6151,0.7379,1.5918,1.7842,5.7161,0,0.2053,0.9499,8.4313,0,0.3984,0.3263,1.5576,0,0.4231,1.5151,11.5473,0,1.5145,0.5646,2.9924,0.2794,1.3647,0.3788,2.2846,0.4033,17.7584,4.9992,36.1417,8.7555,0.1257,0.1858,1.0483,0,0.6259,0.1336,1.1151,0.3087,10.465,1.918,17.459,6.3113,0.1934,0.4301,2.1264,0,0.3535,1.228,8.4313,0,0.4095,0.3656,1.5576,0,0.657,1.942,11.5473,0,1.352,0.5358,2.9455,0.2794,1.3238,0.419,2.2846,0.4033,18.1201,5.9938,36.1417,8.7555,0.164,0.2147,1.0483,0,0.6361,0.1628,1.1151,0.3087,10.2654,2.1504,17.459,6.3113,0.4109
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,783.21,334.99,50.75,29.2595,0.7449,10.8366,6.7822,0.7996,2.5943,531.8295,0.9803,5.8029,0.6692,5.1337,0.0275,5.6437,0.2204,2.3139,0,2.3139,0.6851,140.4518,0.3739,1.8532,0,1.8532,0.5352,109.7167,1.2548,6.5331,0,6.5331,2.5674,526.3209,0.4695,4.2013,1.1795,3.0218,1.5874,325.4263,0.2795,2.3814,0.9095,1.4719,20.6401,4231.2197,2.1458,27.0841,13.772,13.3122,0.108,22.1416,0.1681,0.8247,0,0.8247,0.7947,162.9126,0.1529,1.1146,0.3731,0.7414,12.9588,2656.5488,2.6268,28.1627,9.7777,18.3851,130.25,42.7684,0.8948,15.0997,11.22,0.6495,1.1055,1.3691,5.8029,0,1.3443,3.3327,14.8006,0,0.7124,0.4759,2.6001,0,1.9333,3.5601,22.3845,0,2.1829,0.6502,4.2013,0.4526,1.502,0.3663,2.5943,0.4539,18.5114,3.6478,27.0841,5.9525,0.0876,0.1464,0.8334,0,0.7329,0.1556,1.1146,0.3379,13.7626,4.6237,29.4903,5.3402,0.1458,0.3331,1.532,0,2.1932,4.0514,14.8006,0,0.7299,0.5312,2.6001,0,2.8347,4.2164,22.3845,0,1.935,0.6302,3.6192,0.4526,1.4469,0.4037,2.5943,0.4539,17.1391,3.7588,26.8294,5.9525,0.0744,0.1291,0.8334,0,0.6931,0.1441,1.0156,0.3379,14.2808,5.4842,29.4903,5.3402,0.3866
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,643.79,332.36,32,25.8438,0.6021,11.138,4.2178,0.929,3.7155,494.157,1.6242,8.7817,0.8465,7.9352,0.1063,14.1384,0.4671,3.788,0,3.788,0.3879,51.5913,0.4864,1.9226,0,1.9226,1.6455,218.8552,1.7247,7.0377,0,7.0377,2.375,315.88,0.608,4.1503,1.3175,2.8328,1.8308,243.5023,0.3991,2.8441,1.1536,1.6906,23.5026,3125.8455,6.0347,37.9343,16.4328,21.5015,0.0977,12.9937,0.1513,0.7949,0,0.7949,0.5001,66.5112,0.0688,0.6894,0.3388,0.3506,16.517,2196.7666,2.4735,25.9722,11.4745,14.4978,103.5,39.8335,0.8197,15.6748,8.3912,0.8504,1.2973,1.9255,8.7817,0,1.8634,3.7324,20.6224,0,0.662,0.5664,2.2534,0,3.7351,3.1345,15.9672,0,2.2793,0.6418,4.1545,0.0441,1.8729,0.4076,3.0944,0.8394,22.4649,5.4226,38.3824,13.789,0.0752,0.1486,1.1252,0,0.5062,0.0823,0.7474,0.3315,17.4848,2.7885,29.6481,11.4745,0.1648,0.4292,2.3268,0,2.6863,4.2715,20.6224,0,0.7903,0.5562,2.2534,0,4.7136,3.169,15.9672,0,2.2345,0.6532,4.1545,0.0441,1.8926,0.4108,3.0944,0.8394,21.9789,5.0492,38.3824,13.789,0.0647,0.1465,1.1252,0,0.509,0.0879,0.7474,0.3315,17.938,2.8161,29.6481,13.5591,0.3186
"Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,839.78,333.29,14.5,14.8938,0.8214,5.4677,3.6477,0.7534,1.6524,102.4459,0.3557,2.3723,0.6663,1.706,0,0,0,0,0,0,0.3753,23.2669,0.2496,1.0966,0,1.0966,0.6367,39.4742,0.6379,2.2252,0,2.2252,1.8587,115.2402,0.3186,2.6731,1.2397,1.4334,1.1388,70.604,0.1846,1.6338,0.7682,0.8655,14.1365,876.46,1.5947,17.772,11.7752,5.9968,0.1566,9.7085,0.1567,0.621,0,0.621,0.4902,30.392,0.0569,0.6069,0.3793,0.2275,10.207,632.8351,0.811,12.0912,8.8202,3.271,43.75,25.9723,0.815,9.9857,5.6856,0.8437,0.8021,0.8259,2.4288,0,0.2265,0.6405,3.6682,0,0.4174,0.2642,1.1827,0,1.2992,1.7223,8.3628,0,1.7156,0.4084,3.0728,0.8052,1.136,0.2733,2.3858,0.52,13.9522,2.1749,19.8645,8.5108,0.1278,0.1494,0.6258,0,0.5279,0.065,0.6962,0.3793,10.813,1.9137,18.5531,7.0286,0.3437,0.6166,2.4288,0,0.3486,0.7683,3.6682,0,0.4402,0.2702,1.1827,0,1.6565,1.9985,8.3628,0,1.6384,0.4313,3.0728,0.8052,1.1345,0.3115,2.3858,0.52,13.8529,2.4318,19.8645,8.5108,0.1122,0.1437,0.6258,0,0.5482,0.06,0.6962,0.4234,11.1397,2.2349,18.5531,7.0286,0.3291
