Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,828.94,215.51,18.75,16.1559,0.9027,5.4379,4.6772,0.24,1.1618,89.4583,0.4616,2.1408,0.314,1.8268,0.0062,0.4789,0.0323,0.2493,0,0.2493,0.1681,12.9458,0.1687,0.6806,0,0.6806,1.0898,83.911,1.1018,4.672,0,4.672,1.8929,145.7523,0.4675,3.6697,1.0822,2.5875,1.7271,132.9859,0.4686,2.6814,0.4971,2.1843,13.3377,1027.0015,3.154,19.5709,6.5345,13.0364,0.085,6.5426,0.1268,0.5205,0,0.5205,0.7362,56.6861,0.1225,0.9628,0.4672,0.4956,11.448,881.4974,1.594,15.9587,7.1621,8.7965,68.75,29.9259,0.9647,9.9067,9,0.1962,0.3411,0.5693,2.1408,0,0.0146,0.0737,0.832,0,0.3738,0.3124,1.4433,0,1.1221,1.1899,5.0233,0,1.9548,0.5041,3.6697,0.8923,1.8667,0.5503,3.2896,0.4971,14.5254,3.3139,22.4139,6.5345,0.0624,0.1127,0.604,0,0.735,0.1434,1.1068,0.2782,11.4481,1.8403,16.1528,6.7032,0.0268,0.0964,0.701,0,0.0178,0.0842,0.832,0,0.4526,0.3191,1.4433,0,1.1345,1.2243,5.0233,0,1.9785,0.5166,3.4356,0.8923,1.9201,0.5705,3.2896,0.7032,14.9804,3.2679,22.4139,7.0706,0.0537,0.1059,0.604,0,0.7346,0.1509,1.1068,0.2782,11.4481,1.9301,16.1528,6.7032,0.2771
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,911.79,216.96,34.75,21.4862,0.9459,7.4708,5.8005,0.5548,3.4812,490.8485,1.5214,9.795,1.4764,8.3186,0,0,0,0,0,0,0.1622,22.8768,0.2261,1.0668,0,1.0668,1.2065,170.1222,1.3853,6.4426,0,6.4426,2.5814,363.9775,0.5927,3.933,0.8368,3.0963,1.7763,250.4516,0.3079,2.8144,1.245,1.5694,20.1298,2838.2966,2.7017,25.5489,12.6607,12.8883,0.0747,10.5303,0.1168,0.6924,0,0.6924,0.6487,91.4716,0.0668,0.8889,0.5345,0.3544,12.2084,1721.379,1.4549,15.8703,7.7923,8.078,98.5,35.4784,0.9834,11.9285,10.5819,0.4579,1.4451,1.8284,9.795,0,0.1885,0.9843,8.6678,0,0.2358,0.2495,1.1352,0,1.3155,1.6659,9.1945,0,2.2347,0.6471,3.933,0.1454,1.8306,0.4306,4.1784,1.0139,18.3922,3.9574,29.0863,9.4344,0.0651,0.1099,0.6924,0,0.7006,0.1048,0.9741,0.4254,12.0495,2.9434,23.4328,5.8771,0.3149,0.5767,2.7757,0,0.2931,1.2157,8.6678,0,0.2766,0.2529,1.1352,0,1.376,1.8027,9.1945,0,2.0423,0.5947,3.6011,0.1454,1.8608,0.4834,4.1784,1.0139,17.4277,4.2111,29.0863,9.4344,0.0598,0.1058,0.6814,0,0.7294,0.1109,0.9741,0.4254,11.9614,3.507,23.4328,5.8771,0.3463
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,673.31,219.9,45.5,25.0933,0.908,9.2796,6.4091,0.7383,1.7037,313.4865,0.7069,3.9834,0.634,3.3494,5.3245,979.7029,3.8009,20.5824,0,20.5824,0.0042,0.7765,0.0229,0.2349,0,0.2349,5.9789,1100.1172,2.0131,11.8654,1.8985,9.9669,3.3495,616.2997,1.4304,6.409,0,6.409,2.311,425.226,0.7679,4.4129,1.2338,3.179,11.5062,2117.1458,1.7964,15.9177,6.6096,9.3081,0.7539,138.7244,0.406,1.6828,0,1.6828,0.3819,70.2765,0.0988,0.6663,0.2764,0.3899,32.0521,5897.5864,4.7642,44.0278,21.103,22.9248,116.25,38.9361,0.9636,13.7528,10.8676,0.6226,0.7091,0.9296,3.9834,0,7.2679,4.9426,25.0053,0,0.0578,0.1291,0.8324,0,7.9395,3.1634,18.1361,1.1271,1.8179,1.6022,6.409,0,1.9402,0.6807,4.4129,0.6064,10.9203,2.0957,15.9177,5.2072,0.3777,0.4195,1.6828,0,0.4676,0.1348,0.8199,0.2764,24.0432,8.289,44.0278,7.161,0.0555,0.1584,0.8802,0,8.5451,5.1901,25.0053,0,0.0931,0.1555,0.8324,0,9.2279,3.1222,18.1361,1.1271,0.8114,0.5953,3.5751,0,1.6966,0.4815,3.1655,0.6064,10.5353,2.1901,15.3009,5.2072,0.1304,0.1708,0.9278,0,0.5238,0.1254,0.8199,0.2948,18.7802,5.3882,35.5512,7.161,0.3848
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,885.21,218.87,29.75,20.7009,0.8724,7.0475,5.2487,0.6882,1.8572,226.5726,0.7055,3.8491,0,3.8491,0,0,0,0,0,0,0.4795,58.497,0.4253,1.6983,0,1.6983,0.5032,61.3935,0.9934,3.8136,0,3.8136,12.7513,1555.6539,2.8467,19.3974,4.3955,15.0019,3.8385,468.2937,0.9838,5.769,1.5617,4.2074,11.4007,1390.8915,1.6554,14.7772,7.9158,6.8614,0.0125,1.5242,0.0449,0.3243,0,0.3243,0.5473,66.7763,0.1018,0.7972,0.3574,0.4398,10.4117,1270.2291,1.2268,13.909,7.6425,6.2665,89.25,33.9641,0.9722,11.462,9.8995,0.5057,0.6708,0.9616,3.8491,0,0.1569,0.8836,8.2377,0,0.5067,0.3846,2.0608,0,2.2355,2.174,8.966,0,7.1914,4.8934,19.3974,0.9999,2.9795,1.0426,5.769,1.1827,12.5872,2.2094,18.8736,7.9158,0.0309,0.0763,0.5545,0,0.6526,0.1326,0.9683,0.3574,11.1609,1.8636,17.6628,7.5908,0.0601,0.2132,1.2241,0,0.2376,1.0794,8.2377,0,0.5206,0.362,2.0608,0,3.1272,2.077,8.966,0,4.3293,2.8218,14.3267,0.9999,2.5373,0.7583,4.9747,1.1827,13.198,2.213,18.8736,8.091,0.0404,0.0867,0.5545,0,0.7067,0.1126,0.9683,0.4355,11.5465,2.0142,17.6628,7.5908,0.323
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,744.44,223.48,48.5,27.8527,0.7856,11.142,6.069,0.8476,5.2922,1037.2675,1.647,8.9998,1.5414,7.4584,0,0,0,0,0,0,1.3417,262.9799,0.4427,2.4769,0.4042,2.0727,1.152,225.7898,1.1574,5.1471,0,5.1471,1.7775,348.386,0.507,3.5908,0.8303,2.7605,3.5396,693.7571,2.981,11.644,0.5905,11.0535,5.879,1152.2908,1.8223,10.5958,1.9808,8.615,11.6897,2291.1794,2.2513,17.6082,6.6065,11.0017,0.4649,91.1292,0.109,0.7872,0.2664,0.5209,11.1265,2180.7847,1.2798,15.42,8.7115,6.7085,123.5,41.5442,0.8992,15.5743,10.5062,0.7555,2.3513,2.6557,8.9998,0,0.097,0.5174,5.0666,0,1.4889,0.8078,6.0506,0.1663,1.6169,2.3263,13.1968,0,1.715,0.5478,3.7472,0.0373,3.2742,2.6307,11.644,0.3602,6.5274,3.05,14.6652,1.2414,10.8273,5.0253,18.9456,0.3697,0.5707,0.1911,1.1369,0.1707,11.4348,2.2496,20.9982,3.9429,0.417,0.6814,3.4238,0,0.1609,0.6588,5.0666,0,1.5856,0.9647,6.0506,0.1663,1.9227,2.8048,13.1968,0,1.6739,0.5701,3.7472,0.0373,3.0997,2.3615,11.0388,0.3602,6.9538,3.5779,14.6652,1.2414,10.2601,6.1464,18.9456,0.3697,0.6403,0.2014,1.1369,0.1707,11.6376,2.6872,20.9982,3.9429,0.4007
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1229.6,222.99,14.5,14.3378,0.8864,5.2754,3.833,0.6205,1.2039,74.6417,0.533,2.4364,0.2027,2.2337,0,0,0,0,0,0,0.0826,5.1204,0.0933,0.4079,0,0.4079,1.4336,88.8847,1.2499,4.5269,0,4.5269,2.0309,125.9141,0.2953,2.8988,1.5701,1.3287,2.1746,134.8222,0.6391,3.4336,1.2851,2.1485,18.5064,1147.3982,2.5346,22.5378,10.8954,11.6424,0.1559,9.6644,0.155,0.5985,0,0.5985,0.745,46.1899,0.0916,0.897,0.5516,0.3454,14.8232,919.0356,1.5961,18.6185,9.9181,8.7004,60.25,28.2074,0.9516,9.8045,7.6608,0.6255,0.3317,0.583,2.4364,0,0.067,0.2913,2.5309,0,0.1222,0.1441,0.7397,0,1.8341,1.3696,5.7204,0,1.7651,0.4047,2.8988,0.7714,2.1717,0.5726,3.6563,1.0107,16.5067,3.4131,22.9864,8.1172,0.1804,0.1902,1.0989,0,0.7278,0.1013,0.9053,0.469,13.1264,2.4694,18.6649,7.8469,0.0346,0.1059,0.5905,0,0.0899,0.3344,2.5309,0,0.1357,0.1556,0.7397,0,1.9705,1.385,5.7204,0,1.6746,0.3975,2.7052,0.7714,2.1707,0.55,3.6563,1.0107,15.8254,3.4114,22.9864,8.1172,0.1887,0.2005,1.0989,0,0.7219,0.104,0.9053,0.469,12.5484,2.4507,18.6649,7.8469,0.244
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,825.75,225.87,35.25,37.0854,0.3221,8.7425,7.3068,0.4273,1.4388,205.7495,0.9389,3.5019,0,3.5019,0,0,0,0,0,0,0.5821,83.2341,0.4623,2.1342,0,2.1342,1.8353,262.4471,2.4887,9.1494,0,9.1494,18.8099,2689.8157,3.0703,25.1161,8.5925,16.5235,5.3409,763.7466,0.877,7.2255,2.919,4.3065,12.8978,1844.387,1.7544,16.7763,8.721,8.0553,0.0048,0.691,0.0227,0.1939,0,0.1939,0.5243,74.973,0.1681,0.8672,0.2904,0.5768,13.4759,1927.0513,1.7539,19.7386,9.9975,9.7411,119.75,39.3627,0.9712,13.1491,11.7851,0.3998,0.4661,0.8408,3.5019,0,0.2142,1.0195,7.6308,0,0.6061,0.4126,2.1342,0,3.1982,3.338,16.3012,0,11.2441,7.6535,25.63,0.9558,3.9723,1.6629,7.3196,0.7275,13.273,2.1849,19.9917,5.3101,0.0297,0.0796,0.5423,0,0.6014,0.1798,0.9884,0.2818,12.3873,2.2659,20.5318,6.0779,0.0522,0.2438,2.1457,0,0.3054,1.2063,7.6308,0,0.6163,0.3898,1.8583,0,3.7783,3.4846,16.3012,0,8.0242,6.6896,25.63,0.9558,3.3898,1.5747,7.3196,0.7275,13.4326,2.3283,19.9917,5.3101,0.0402,0.0919,0.5423,0,0.6343,0.1747,0.9884,0.2818,11.924,2.3023,20.5318,6.0779,0.2908
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1097.4,225.84,36.75,21.8941,0.9634,7.2389,6.6519,0.3731,3.6933,561.3843,0.8449,5.3089,1.6235,3.6854,0.009,1.3606,0.0753,0.8001,0,0.8001,0.0271,4.1156,0.0998,0.5656,0,0.5656,1.2221,185.7567,1.8146,7.0977,0,7.0977,18.8853,2870.573,3.2086,24.6816,9.0193,15.6623,6.0141,914.1464,1.1616,8.0796,2.6371,5.4424,13.2254,2010.2567,2.3981,19.3598,9.5573,9.8026,0.0624,9.4844,0.1127,0.5298,0,0.5298,0.598,90.897,0.2209,1.1808,0.3392,0.8416,14.4566,2197.4077,2.4928,22.3913,10.2878,12.1035,100.75,35.8573,0.9847,11.6901,11,0.1757,1.4615,1.8279,5.3089,0,0.8702,2.4468,14.7536,0,0.0686,0.1338,0.6298,0,3.338,3.123,15.7053,0,9.6421,7.9288,24.6816,0,3.9116,1.9977,8.0796,0.8522,13.2181,2.6906,19.6893,5.6162,0.234,0.2522,1.199,0,0.6288,0.1876,1.1808,0.2463,14.0705,2.9673,23.553,8.7192,0.1207,0.3459,1.7165,0,1.3876,2.9797,14.7536,0,0.0936,0.1451,0.6298,0,4.6092,3.0561,15.7053,0.3431,4.0889,3.4814,19.1085,0,2.6485,1.1496,6.9773,0.8522,13.2137,2.8566,19.6893,5.6162,0.3371,0.2568,1.199,0,0.6472,0.1621,1.1334,0.2463,13.8385,3.2014,23.553,8.7192,0.3689
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1128.5,227.4,31.75,26.9502,0.5493,11.5786,4.0426,0.9475,4.7371,634.7701,1.3781,7.4627,0.9467,6.516,0.0003,0.0419,0.0027,0.0289,0,0.0289,0.4973,66.6412,0.437,1.7903,0,1.7903,1.7544,235.0948,1.2224,4.1857,0,4.1857,2.3727,317.9449,0.7094,4.3669,1.2958,3.071,14.9503,2003.3438,5.0819,27.9303,5.4067,22.5236,8.0184,1074.4711,1.4812,11.8599,5.077,6.7829,8.9401,1197.9674,2.0442,13.6019,3.8119,9.79,0.3864,51.7774,0.0612,0.5131,0.2286,0.2845,15.726,2107.2832,1.6062,19.6898,12.1862,7.5036,99,39.2605,0.8071,15.6646,8.4074,0.8444,1.783,2.3053,7.4627,0,0.3047,0.875,5.517,0,0.6544,0.5343,2.3343,0,3.3105,4.6141,25.5772,0,1.9411,0.9373,5.7943,0.008,11.7111,6.7813,27.9303,1.0024,7.6077,1.8575,12.3764,3.3487,7.0338,3.9018,14.2082,0.1321,0.3656,0.1359,0.7764,0.0493,13.4788,3.0917,21.3216,5.9508,0.2948,0.6427,2.7034,0,0.458,1.0404,5.517,0,0.7335,0.5615,2.3343,0,4.0944,5.4281,25.5772,0,1.7236,0.9636,5.7943,0.008,10.0793,6.9498,27.5216,1.0024,7.4008,1.9914,12.3764,3.3487,6.0735,4.25,14.2082,0.1321,0.3551,0.1599,0.7764,0.0493,12.3468,3.0426,21.3216,5.9508,0.3335
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,939.42,228.27,43.5,23.8357,0.9622,7.9892,7.2532,0.2456,2.0418,357.3112,1.1015,4.6599,0,4.6599,0,0,0,0,0,0,0.0262,4.5787,0.1314,1.0062,0,1.0062,1.7995,314.9061,2.5639,8.5887,0,8.5887,18.6917,3271.0476,3.3739,23.1095,5.754,17.3556,6.6042,1155.7339,1.5776,9.0376,2.1485,6.8891,10.6165,1857.8894,1.2663,14.4638,8.4723,5.9915,0.0394,6.8988,0.0856,0.4605,0,0.4605,0.4548,79.5887,0.196,0.8258,0.1759,0.6499,12.5869,2202.7136,1.6367,17.9264,9.2361,8.6903,110.25,37.5517,0.9825,12.2818,11.5,0.2442,0.8382,1.2046,4.6599,0,0,0,0,0,0.0584,0.1437,1.0062,0,2.8415,2.4612,10.0957,0,10.3444,7.7552,23.1095,0.8707,4.6735,2.0661,9.0376,1.7949,12.1904,2.2736,18.3588,7.6272,0.163,0.2123,1.041,0,0.6141,0.1987,1.109,0.1759,11.6847,1.9511,17.9264,7.481,0.0524,0.2054,1.4676,0,0,0,0,0,0.0794,0.1476,0.7891,0,3.522,2.1371,10.0957,0,4.8937,4.081,20.8063,0.8707,3.4127,1.1859,7.8951,1.7949,13.2181,2.1974,18.3588,7.6272,0.2437,0.2308,1.041,0,0.7182,0.1133,1.109,0.4122,11.0955,1.9168,17.2026,7.481,0.3893
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1174.8,227.98,39.25,22.6577,0.9608,7.4578,6.795,0.3987,6.9582,1113.3081,2.7176,16.6134,3.0614,13.552,0,0,0,0,0,0,0.1086,17.372,0.1477,0.6565,0,0.6565,9.4203,1507.2556,3.6035,16.2194,1.8763,14.3432,1.8981,303.6942,0.4538,3.0299,0.5503,2.4796,3.5231,563.6934,0.6822,4.9309,1.9827,2.9482,18.709,2993.4377,1.463,21.803,15.3125,6.4905,0.7254,116.065,0.3842,1.799,0.0368,1.7622,0.6313,101.0041,0.1184,0.9566,0.4059,0.5507,16.4062,2624.9934,1.7816,20.0405,12.1509,7.8895,103.75,36.2368,0.9929,11.8336,11,0.2402,2.9348,3.6631,16.6134,0,0,0,0,0,0.1828,0.1962,0.9194,0,5.5378,4.0504,16.2194,0,1.6847,0.4781,3.1621,0.5503,2.8786,0.8238,4.9309,1.2184,16.8135,3.0271,21.803,7.8893,0.4482,0.3896,1.799,0,0.7121,0.1527,1.169,0.4059,14.1531,2.9214,20.0405,7.0326,0.43,0.8952,4.3002,0,0,0,0,0,0.229,0.2083,0.9194,0,3.1207,1.8188,8.4332,0,1.5519,0.4443,3.1621,0.6712,2.4773,0.6265,4.0741,1.2184,15.6334,3.1493,21.6951,7.8893,0.2756,0.2775,1.4195,0,0.7625,0.1502,1.169,0.4258,12.7504,2.5979,19.1833,7.0326,0.3763
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1326,228.04,39.25,22.2208,0.9989,7.3869,6.6915,0.3855,4.7261,746.7262,1.1622,8.1808,2.068,6.1129,0,0,0,0,0,0,0.0535,8.4543,0.1848,1.4392,0,1.4392,5.1323,810.9042,2.3007,8.9978,0,8.9978,16.9414,2676.7451,3.6032,23.587,8.9427,14.6444,5.6582,893.9991,0.7271,7.2977,3.8656,3.4321,14.0676,2222.6843,2.3547,21.7999,10.6992,11.1007,0.2651,41.8838,0.3114,1.4199,0,1.4199,0.5559,87.8347,0.1048,0.8895,0.409,0.4804,15.6609,2474.416,1.5576,19.8391,11.5363,8.3028,97.75,35.4017,0.9801,11.6974,10.5064,0.3741,1.9924,2.3854,8.1808,0,0,0,0,0,0.3102,0.3717,1.8935,0,4.6068,2.2453,10.2247,0,9.4039,6.8646,23.587,1.4412,4.2028,1.44,7.2977,1.1903,17.0452,4.3364,26.4241,8.9417,0.1935,0.2499,1.4199,0,0.6908,0.1756,1.0592,0.392,14.3534,2.4553,21.387,7.0201,0.1543,0.4329,2.3356,0,0,0,0,0,0.4828,0.3662,1.8935,0,4.2534,2.1407,10.2247,0.0695,4.3361,2.4651,13.5659,1.4412,3.2243,0.8526,5.2283,1.1903,19.0472,4.2153,26.4241,8.9417,0.1454,0.1837,0.785,0,0.7815,0.1541,1.0592,0.392,13.4743,2.5575,21.387,7.0201,0.3995
"Gbg LGG TMA 5 Panel 2_Core[1,10,F]_[15255,48068]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,882.37,227.99,19.5,17.2311,0.8253,5.8256,4.9085,0.5225,4.648,390.4282,2.6061,12.3673,1.7017,10.6657,0,0,0,0,0,0,0.1375,11.5488,0.2258,0.8953,0,0.8953,1.8036,151.4988,1.3766,5.3081,0,5.3081,1.9507,163.8579,0.5808,3.149,0.9117,2.2373,1.614,135.5756,0.3075,2.5044,1.0478,1.4566,16.9161,1420.95,1.0747,20.0721,14.8073,5.2648,0.0132,1.1108,0.0336,0.1381,0,0.1381,0.745,62.5778,0.0638,0.8867,0.5818,0.3049,11.9601,1004.6518,0.9207,14.4631,9.9588,4.5043,73,31.2334,0.9404,10.3218,9.1434,0.3959,1.6437,2.4391,12.3673,0,0,0,0,0,0.3485,0.3406,1.4882,0,1.9653,1.4961,5.6952,0,1.9944,0.5573,4.0488,0.9117,1.9152,0.6166,4.0236,0.9666,16.7374,2.0546,21.4256,9.3721,0.0361,0.0787,0.5446,0,0.7613,0.0864,0.9291,0.4845,11.7709,1.3258,15.8889,7.9778,0.4362,0.7292,2.6611,0,0,0,0,0,0.4333,0.3425,1.4882,0,2.0302,1.5399,5.6952,0,2.012,0.548,4.0488,0.9471,2.0363,0.6668,4.0236,0.9666,16.6656,2.334,21.4256,9.3721,0.0452,0.0892,0.5446,0,0.7678,0.0933,0.9291,0.4845,11.6948,1.4522,15.8889,7.9778,0.2715
