Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1078.3,382.97,77,34.0842,0.8329,12.752,7.8691,0.7916,8.4,2604.0054,2.7606,19.4512,2.7162,16.735,0,0,0,0,0,0,0.0086,2.6707,0.0595,0.7447,0,0.7447,3.3965,1052.9069,2.781,15.7803,0,15.7803,2.1747,674.1566,0.7017,4.58,0.9087,3.6713,2.6201,812.2425,0.4822,4.15,1.2788,2.8712,23.6094,7318.9277,3.5442,33.5702,14.9944,18.5758,0.2071,64.1966,0.2325,1.1182,0,1.1182,0.7469,231.5539,0.1793,1.335,0.4199,0.9151,17.2036,5333.1021,2.117,23.9228,11.4378,12.485,166.75,47.4203,0.9319,17.0768,12.3213,0.6928,4.2361,4.4058,19.4512,0,0.0057,0.0495,0.6761,0,0.0208,0.0829,0.9635,0,2.2002,2.6918,15.7803,0,1.9454,0.8226,4.6368,0.541,2.1867,0.6718,4.15,0.366,20.7338,6.4485,36.0962,6.144,0.1716,0.2023,1.1182,0,0.7961,0.232,1.6094,0.2728,15.4527,3.8494,24.6073,5.5414,0.6305,1.256,7.1073,0,0.0106,0.0673,0.6761,0,0.0314,0.0976,0.9635,0,1.1644,2.1273,12.82,0,1.7468,0.8677,4.6368,0.541,1.8115,0.5811,3.6213,0.366,18.2438,7.309,36.0962,6.144,0.1408,0.1662,0.9428,0,0.8387,0.2623,1.6094,0.2728,13.9367,4.3404,24.6073,5.5414,0.4666
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,589.37,382.89,29.25,21.0073,0.8329,8.244,4.4353,0.8441,11.9951,1427.4189,4.1646,20.6949,3.6819,17.013,10.6258,1264.4755,2.1538,16.1201,5.8738,10.2462,0.0019,0.2282,0.012,0.1228,0,0.1228,4.9265,586.2513,2.5904,12.4372,1.0688,11.3684,1.6361,194.6941,0.6676,2.9659,0.0838,2.8821,1.2015,142.9741,0.3178,2.3501,0.5115,1.8387,11.6946,1391.66,1.8672,16.6419,8.1047,8.5372,0.0369,4.3878,0.0703,0.3032,0,0.3032,0.5591,66.5293,0.1081,0.7665,0.3831,0.3834,26.9294,3204.5999,3.3243,33.5839,17.2725,16.3115,90.25,34.9146,0.9303,12.9309,8.9443,0.7231,4.3538,5.97,20.6949,0,5.9648,4.0211,16.1201,0,0.0589,0.1431,1.0984,0,3.5277,2.8053,12.758,0,1.3652,0.6393,3.2071,0,1.0496,0.4188,2.3601,0.1173,10.3989,3.2142,19.291,2.0834,0.0541,0.1011,0.5899,0,0.5173,0.1431,0.8866,0.1716,18.2814,7.7332,33.5839,3.367,0.6118,1.3919,7.717,0,3.6822,2.4378,11.3047,0,0.0868,0.1676,1.0984,0,2.8428,2.6522,12.758,0,1.2325,0.5819,3.2071,0,0.9752,0.4421,2.3601,0.1173,9.7644,3.533,19.291,2.0834,0.0626,0.1124,0.5899,0,0.4969,0.1535,0.8866,0.1716,14.0463,5.3884,30.2328,3.367,0.3289
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,415.79,382.8,13,14.7531,0.7506,6.234,3,0.8529,3.144,172.9189,1.8367,8.6731,0.6264,8.0467,0,0,0,0,0,0,0.0118,0.6473,0.0606,0.3854,0,0.3854,0,0,0,0,0,0,1.4878,81.8293,0.3783,2.7767,0.9663,1.8104,1.735,95.4253,0.3323,2.7151,1.1853,1.5298,27.9351,1536.4329,6.1518,41.0269,18.2328,22.794,0.287,15.7846,0.2175,0.8301,0,0.8301,0.7796,42.8787,0.1078,1.0462,0.5843,0.4619,15.6158,858.8704,3.099,24.244,11.1924,13.0515,59.25,28.2389,0.9337,10.6345,7,0.7421,0.7713,1.5807,8.6731,0,0.0054,0.0613,0.8347,0,0.0927,0.1667,0.8151,0,0.2342,0.6513,4.1404,0,1.9322,0.4848,3.2708,0.9663,1.9045,0.416,3.0378,0.9381,27.8932,8.6434,48.4401,13.5124,0.1764,0.2169,1.1005,0,0.8529,0.1568,1.3195,0.5315,16.0834,3.3651,24.244,9.5431,0.0582,0.2004,1.2523,0,0.007,0.0699,0.8347,0,0.117,0.1803,0.8151,0,0.3046,0.7286,4.1404,0,2.0658,0.4312,3.2708,1.0182,1.9554,0.4257,3.0378,0.9381,27.8806,9.2766,48.4401,13.5124,0.1432,0.206,1.1005,0,0.8749,0.1627,1.3195,0.5315,16.2239,3.4367,23.6005,9.5431,0.2185
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1126.3,382.7,29,19.6757,0.9413,6.6404,5.5091,0.4852,5.7615,668.3367,1.9632,11.1558,2.0869,9.069,9.1811,1065.0117,2.4224,15.202,3.0558,12.1462,0,0,0,0,0,0,5.723,663.8672,2.6462,14.1836,1.1002,13.0834,0.9479,109.9513,0.6662,2.234,0,2.234,1.3488,156.4565,0.3119,2.2161,0.572,1.6441,9.582,1111.507,1.0776,12.0217,7.275,4.7467,0.0827,9.5955,0.0866,0.4358,0,0.4358,0.7239,83.968,0.0854,0.9146,0.5419,0.3727,24.0725,2792.4158,2.8635,33.9736,18.2136,15.7601,87,33.5984,0.9685,11.2586,10.052,0.3641,2.1242,2.859,11.1558,0,6.5213,3.5504,15.202,0,0.0057,0.0254,0.2145,0,5.1919,2.8433,14.415,0.3825,0.8076,0.5188,2.234,0,1.3206,0.3052,2.2161,0.572,9.4514,1.275,12.6845,6.207,0.0715,0.0907,0.4609,0,0.6749,0.1151,1.0152,0.3768,18.4618,5.9433,33.9736,8.5789,0.3134,0.6647,3.0568,0,5.197,3.2712,12.4296,0,0.0086,0.0308,0.2145,0,4.9274,2.9059,14.415,0.3825,0.7378,0.4111,1.9197,0,1.3065,0.3015,2.1128,0.6498,9.3864,1.3601,12.6845,6.207,0.0659,0.0923,0.4609,0,0.6505,0.1202,1.0152,0.3768,15.6684,5.0341,33.2959,8.5789,0.3222
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,508.31,384.14,43.5,23.8036,0.9647,8.2327,6.8354,0.4994,6.7066,1187.0669,2.1305,13.6911,2.5982,11.0929,0,0,0,0,0,0,0.0218,3.859,0.0965,0.8974,0,0.8974,0.0955,16.9039,0.4161,3.5679,0,3.5679,2.4811,439.1585,0.7224,4.8786,1.1655,3.7131,1.8501,327.4714,0.2865,2.6263,0.8226,1.8037,27.2692,4826.6411,4.1511,36.2311,15.1414,21.0897,0.0416,7.3676,0.0762,0.3701,0,0.3701,0.6405,113.3726,0.1165,1.0215,0.4276,0.5939,16.4804,2917.0276,2.1732,20.8753,11.6249,9.2504,110,37.6402,0.9757,12.8394,11.3137,0.4136,2.8676,3.469,13.6911,0,0.0767,0.353,3.8846,0,0.0944,0.1796,1.0434,0,0.2745,0.7218,4.2626,0,1.9232,0.7918,4.8786,0.298,1.4866,0.4742,2.6263,0.3856,20.1306,7.7767,36.2311,3.6917,0.0503,0.0973,0.6705,0,0.6239,0.1797,1.0264,0.1617,13.3747,3.8384,20.8753,3.2487,0.2938,0.7261,4.1182,0,0.1281,0.4493,3.8846,0,0.1431,0.2044,1.0434,0,0.3946,0.8484,4.2626,0,1.5492,0.5915,3.2622,0.298,1.2428,0.4156,2.3993,0.3856,15.3444,5.6883,33.6876,3.6917,0.0561,0.1089,0.6705,0,0.6127,0.2112,1.0264,0.1617,11.2925,3.2627,20.0534,3.2487,0.3919
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1273,383.12,25,18.0581,0.9634,6.0308,5.4229,0.3954,12.8952,1353.9939,4.6456,25.1041,5.2859,19.8181,0.0449,4.7177,0.2397,2.0435,0,2.0435,0.0018,0.192,0.0187,0.192,0,0.192,7.5725,795.1154,2.7558,13.8155,1.8501,11.9654,3.0139,316.4553,0.8754,5.0883,1.6767,3.4116,3.556,373.381,0.5855,4.568,2.3225,2.2455,33.1853,3484.4543,3.9195,39.2002,21.4935,17.7066,0.0983,10.3173,0.1521,0.7227,0,0.7227,0.9905,104.0045,0.1926,1.6226,0.7121,0.9105,27.92,2931.605,6.2405,46.1193,16.7954,29.3239,81.25,32.0483,0.9941,10.4372,9.829,0.1553,4.7153,6.3655,25.1041,0,1.9337,4.5431,30.3893,0,0.0575,0.1494,0.997,0,4.1846,3.1921,13.8155,0,2.5194,1.0674,5.6961,0.6962,2.527,0.9279,4.568,0.7886,25.261,8.5341,39.2002,7.9353,0.0877,0.1308,0.7227,0,1.0614,0.2697,1.6784,0.436,24.0888,9.01,47.8477,8.9054,0.8289,1.597,7.3485,0,2.8311,5.2869,30.3893,0,0.084,0.175,0.997,0,2.575,1.839,9.1565,0,2.2844,1.0718,5.6961,0.6962,2.0381,0.6037,3.4905,0.7886,21.4961,7.4914,35.2742,7.9353,0.0827,0.1194,0.5765,0,1.0951,0.2939,1.6784,0.436,22.2685,9.5488,47.8477,8.9054,0.301
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,774.75,384.63,36,22.1983,0.9181,7.8034,6.0671,0.5637,9.2207,1383.1122,3.4585,20.5163,3.091,17.4253,0.349,52.3566,1.1263,6.9995,0,6.9995,0.0459,6.8905,0.1418,1.1663,0,1.1663,5.0074,751.1051,2.4242,10.9766,0,10.9766,3.0455,456.8205,0.7359,4.8663,1.7622,3.1042,2.5274,379.1035,0.5164,3.7556,1.5205,2.2351,24.9988,3749.8137,1.8161,28.7695,18.1056,10.6638,0.006,0.9003,0.0283,0.2,0,0.2,0.8664,129.9664,0.22,1.5287,0.573,0.9557,23.3789,3506.8293,6.5617,40.9289,16.1911,24.7378,100.5,36.1255,0.9677,12.2515,10.5,0.456,3.7565,4.7829,20.5163,0,1.169,2.5815,12.5902,0,0.2116,0.3229,1.532,0,3.0498,2.5568,10.9766,0,2.499,0.9029,5.0255,0.5136,2.0579,0.6821,3.7556,0.1943,20.7366,6.429,29.5616,3.0067,0.0298,0.0922,0.8648,0,0.8344,0.2687,1.5287,0.174,19.1698,7.5821,40.9289,3.7698,0.5422,1.1679,5.2775,0,1.6513,3.0373,12.5902,0,0.309,0.3582,1.532,0,1.8982,1.8319,8.476,0,2.1775,0.836,5.0255,0.5136,1.7818,0.6139,3.0877,0.1943,18.2294,6.8386,29.5616,3.0067,0.0439,0.1119,0.8648,0,0.8155,0.2924,1.3736,0.174,16.6939,7.0402,40.007,3.7698,0.3591
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,484.33,388.18,44.75,28.4351,0.6955,11.8162,4.9456,0.9078,13.9457,2510.2192,5.0129,27.7319,4.7836,22.9483,0,0,0,0,0,0,0.0234,4.2133,0.1184,0.7928,0,0.7928,2.2309,401.5586,2.4083,8.9609,0,8.9609,4.5101,811.8152,1.0581,6.6743,2.2502,4.4241,2.8651,515.7119,0.5365,4.2005,1.6655,2.5351,39.0404,7027.2729,4.181,45.7925,25.8123,19.9802,0.0434,7.81,0.0904,0.4307,0,0.4307,0.8567,154.2075,0.1798,1.4439,0.5564,0.8874,24.6649,4439.6821,2.356,30.8621,17.0143,13.8478,122,42.0985,0.865,16.2196,9,0.8219,5.9083,7.0605,27.7319,0,0.0343,0.2109,1.9641,0,0.1808,0.2816,1.3618,0,1.7257,2.0268,8.9609,0,3.4284,1.3289,6.6743,0.7524,2.2448,0.7236,4.2005,0.6547,30.2759,9.9591,45.7925,7.7654,0.047,0.0901,0.4825,0,0.8848,0.2279,1.5718,0.3014,20.3692,5.3573,31.7429,6.6656,1.2263,2.1528,9.0778,0,0.0543,0.2634,1.9641,0,0.2725,0.3076,1.3618,0,1.4314,1.7036,6.672,0,2.7983,1.0322,6.0836,0.7524,1.8835,0.5536,3.3094,0.6547,25.1704,8.7146,43.81,7.7654,0.0491,0.09,0.4825,0,0.9012,0.2506,1.5718,0.3014,17.8668,5.0181,31.7429,6.6656,0.3647
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1296.8,386.24,30.75,20.3238,0.9355,7.3715,5.5587,0.597,5.8999,743.3821,2.3353,14.3533,2.5747,11.7786,0,0,0,0,0,0,0.0029,0.3608,0.0216,0.1777,0,0.1777,0.2769,34.8846,0.9052,4.5126,0,4.5126,1.8321,230.8413,0.4457,3.2552,0.8748,2.3804,1.8403,231.8762,0.3784,3.4865,1.0893,2.3971,24.4403,3079.478,2.8902,33.3503,17.0182,16.3321,0.0963,12.1339,0.1253,0.5097,0,0.5097,0.6871,86.5692,0.1253,1.1719,0.5149,0.6569,13.912,1752.9064,1.8529,18.9304,9.6094,9.321,74,32.1883,0.8975,11.8474,8.3605,0.7011,3.0119,3.1196,14.3533,0,0.0016,0.0181,0.2559,0,0.0611,0.1671,1.1253,0,0.3252,0.9051,4.9699,0,1.7931,0.544,3.2635,0.5186,1.7373,0.4542,3.4865,0.5435,21.7144,5.3404,33.3503,5.8873,0.0855,0.1226,0.763,0,0.7131,0.1716,1.1719,0.2666,13.3431,2.9288,21.0295,5.181,0.8963,1.5061,7.0522,0,0.0027,0.0238,0.2559,0,0.1038,0.2094,1.1253,0,0.3607,0.9059,4.9699,0,1.7646,0.6057,3.2635,0.5186,1.6619,0.4901,3.1469,0.5435,19.7175,5.8261,31.576,5.8873,0.0776,0.1203,0.763,0,0.7322,0.197,1.0666,0.2666,12.9264,3.4606,21.0295,5.181,0.4019
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1349.1,387.86,51.5,32.7728,0.6025,11.2241,6.9318,0.8443,6.8731,1443.3519,1.9471,12.9075,2.7381,10.1693,4.5045,945.9407,5.4051,16.8075,0,16.8075,0.0023,0.478,0.0236,0.289,0,0.289,11.2214,2356.5007,5.8609,24.582,1.4928,23.0891,13.208,2773.6782,8.7794,26.0717,1.8561,24.2156,4.1623,874.0825,2.5495,10.8124,0.804,10.0084,15.8498,3328.4587,2.7882,24.5688,10.2891,14.2797,0.1199,25.1732,0.1661,0.8569,0,0.8569,0.75,157.5058,0.2227,1.596,0.4236,1.1724,35.8615,7530.9102,8.8001,69.459,19.3442,50.1148,137.75,43.6955,0.9066,15.6362,11.3936,0.6919,2.9151,3.4281,12.9075,0,3.3219,4.2689,16.8075,0,0.0951,0.2372,1.3829,0,10.9075,7.0317,31.0511,0.2631,7.2213,7.5375,26.0717,0.3766,3.05,1.9957,10.8124,0.4706,14.4351,3.8047,24.5688,4.5006,0.0848,0.136,0.8569,0,0.8051,0.2234,1.596,0.3076,28.6285,10.7062,69.459,9.8406,0.4847,1.046,5.9744,0,2.5958,3.186,14.6815,0,0.1521,0.2863,1.3829,0,10.7147,7.6644,31.0511,0.2631,3.5453,2.9894,15.6735,0.3766,2.367,1.1054,5.6694,0.4706,13.5665,4.0788,22.5629,4.5006,0.0632,0.1085,0.6576,0,0.8389,0.2174,1.3966,0.3076,24.1872,9.26,55.9104,9.8406,0.3712
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,467.22,385.92,17.5,16.8472,0.7748,6.5769,3.6859,0.8457,9.8291,707.6918,4.8893,20.5364,2.2188,18.3177,0.0011,0.0788,0.0093,0.0788,0,0.0788,1.1148,80.2667,0.4585,2.0079,0.0896,1.9183,4.4812,322.6443,2.8717,10.9024,0,10.9024,2.363,170.1368,0.6401,3.9802,1.131,2.8492,4.6089,331.8442,2.1045,8.8367,1.0531,7.7836,14.0057,1008.411,4.6455,22.0527,4.8906,17.1622,17.4618,1257.2494,5.2217,24.9209,7.1265,17.7944,0.6701,48.2489,0.0983,0.9322,0.4575,0.4748,23.1575,1667.3429,3.2281,29.3796,16.0916,13.288,70.25,30.7765,0.932,11.2616,8.0982,0.6917,2.8691,4.8353,20.5364,0,0.2362,0.8102,5.622,0,0.885,0.5848,2.4792,0,2.585,2.6598,11.3894,0,2.2292,0.6435,3.9802,0.5669,2.8391,1.8177,8.8367,0.6499,14.1149,5.0468,25.3405,4.8906,11.1472,8.7242,30.5939,0.0306,0.6792,0.1612,1.1595,0.2722,19.9418,6.609,34.3476,5.3387,0.4829,0.9511,5.3118,0,0.3169,0.9257,5.622,0,0.8062,0.6032,2.4792,0,1.9349,2.2464,11.3894,0,2.1834,0.6398,3.8481,0.5669,2.2322,1.22,7.4032,0.6499,14.1524,5.1872,25.3405,5.4664,8.9822,8.6384,30.5939,0.0306,0.6823,0.1779,1.1595,0.2722,18.8392,7.0994,34.3476,5.3387,0.2531
"Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,536.43,386.53,26.5,18.5,0.973,6.3634,5.1355,0.5854,13.9178,1489.2063,3.447,22.2935,6.7267,15.5668,6.9082,739.1797,3.7371,13.3285,0.3244,13.0041,0.008,0.8573,0.0316,0.1684,0,0.1684,5.9209,633.5384,2.0862,11.5533,1.1926,10.3608,2.6217,280.5221,0.7217,4.1711,0.7846,3.3865,2.189,234.2268,0.4607,3.1636,1.1511,2.0125,13.8995,1487.249,1.8382,20.1341,9.8394,10.2947,0.1335,14.2825,0.1583,0.7868,0,0.7868,0.548,58.636,0.1016,0.7795,0.4029,0.3765,31.5381,3374.572,5.9118,40.5353,17.9168,22.6185,78.75,31.9326,0.9705,10.7073,9.6619,0.3801,5.2662,6.6334,22.2935,0,2.7452,3.7696,13.3285,0,0.1265,0.1981,0.9835,0,4.2646,2.7598,12.7979,0,2.0346,0.7661,4.1711,0.5426,1.7627,0.5363,3.1636,0.459,13.0896,4.1486,25.826,3.1868,0.074,0.1211,0.7868,0,0.614,0.163,1.1632,0.2104,20.3978,9.2779,40.5353,4.8419,0.8369,1.5377,6.9683,0,0.6139,0.9608,5.9138,0,0.1872,0.2191,0.9835,0,3.4167,2.6801,12.7979,0,1.734,0.5961,3.6587,0.5426,1.5444,0.4314,2.6348,0.459,12.675,4.8818,25.826,3.1868,0.0436,0.0817,0.4721,0,0.6478,0.1777,1.1632,0.2104,14.6944,4.0027,27.1141,4.8419,0.3242
