Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1079.4,232.32,67.25,34.0977,0.7269,12.4086,8.4556,0.7786,10.9477,2966.8313,3.2379,17.8836,2.4319,15.4517,0,0,0,0,0,0,1.8386,498.2628,1.0396,4.4452,0,4.4452,0.5313,143.989,1.2398,5.5307,0,5.5307,2.5417,688.8078,0.9626,4.5093,0.092,4.4173,1.9982,541.5011,0.3685,3.0233,1.0155,2.0078,25.2468,6841.8906,4.7855,32.6401,9.7317,22.9084,0.8071,218.7204,0.5685,2.3062,0,2.3062,0.5138,139.2452,0.1174,0.9967,0.3565,0.6402,15.0999,4092.0852,1.9637,20.209,8.9937,11.2153,156.5,47.4977,0.8717,17.0324,12.5,0.7128,5.1509,5.6107,17.8836,0,0.0154,0.1331,2.7795,0,0.9987,1.0528,4.4452,0,1.3977,1.7963,8.4275,0,1.8638,0.9964,4.5093,0.092,1.939,0.7585,5.5001,0.2575,18.4219,7.8334,32.6401,3.3393,0.6133,0.5167,2.3062,0,0.5724,0.1663,1.2211,0.1887,12.5022,3.3636,20.209,4.0507,0.7381,1.5353,8.2016,0,0.0272,0.1758,2.7795,0,0.3593,0.429,2.333,0,2.0573,1.874,8.4275,0,1.3477,0.6542,4.2293,0.1199,1.894,0.9521,5.5001,0.2575,13.2264,5.3067,26.9531,3.3393,0.4657,0.4177,2.0464,0,0.6169,0.1834,1.2211,0.1887,10.5246,2.8187,16.8111,4.0507,0.4286
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1037.5,229.23,32.25,20.6511,0.9503,7.1546,6.0757,0.4326,2.905,389.2682,1.0235,5.6462,1.2607,4.3854,0,0,0,0,0,0,0.1819,24.3771,0.2353,1.3156,0,1.3156,4.3317,580.4443,1.8166,8.3249,0,8.3249,1.803,241.602,0.5848,3.8709,0.8676,3.0033,2.9588,396.4795,0.6471,4.2352,1.3469,2.8883,20.6646,2769.0564,2.6606,26.2262,13.012,13.2143,0.4797,64.2758,0.3282,1.4427,0,1.4427,0.7372,98.786,0.0951,0.9739,0.5117,0.4622,14.6668,1965.3461,1.7202,18.3484,9.8209,8.5275,93.5,34.6249,0.98,11.6163,10.5,0.3385,1.1151,1.4965,5.6462,0,0.0023,0.0233,0.3467,0,0.1838,0.2501,1.569,0,3.6477,2.2387,9.2808,0,1.6419,0.5709,3.8709,0.2434,2.5262,0.9356,4.496,0.5662,18.2935,5.9203,31.3136,4.532,0.4193,0.3377,1.8076,0,0.6994,0.1372,1.0176,0.3225,12.7315,3.1814,18.3484,5.1121,0.1199,0.3553,1.9521,0,0.0036,0.029,0.3467,0,0.1848,0.2584,1.569,0,3.2674,2.3611,9.2808,0,1.5524,0.5439,3.679,0.2434,2.2857,0.9846,4.496,0.5662,16.9751,6.7685,31.3136,4.532,0.3857,0.339,1.8076,0,0.6783,0.152,1.0176,0.3225,11.6554,3.2983,17.6778,5.1121,0.342
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,917.25,228.13,12,12.7794,0.9234,4.5922,3.3334,0.6428,3.3311,173.2155,2.6388,12.2055,0.4141,11.7914,0,0,0,0,0,0,0.3678,19.1244,0.3303,1.2566,0,1.2566,2.1804,113.3828,1.4242,5.5231,0,5.5231,1.9973,103.8594,0.6204,3.2581,0.8545,2.4037,1.7984,93.516,0.3635,2.5092,1.0273,1.4819,15.324,796.8493,2.7268,19.7961,9.135,10.661,0.1767,9.1872,0.1975,0.7279,0,0.7279,0.5652,29.391,0.0502,0.6797,0.4585,0.2212,10.7212,557.5012,1.0987,13.2057,7.8818,5.3239,55,26.7012,0.9694,9.219,7.5,0.5488,0.8369,1.8854,12.2055,0,0.2045,0.7721,4.5334,0,0.5899,0.3657,1.445,0,1.9792,1.4835,5.8229,0,1.9448,0.5892,3.3387,0.6795,1.8577,0.5752,3.9369,0.8064,14.3735,3.9161,20.3591,6.2252,0.1598,0.2095,1.0442,0,0.493,0.1201,0.7136,0.2268,10.6505,2.5957,16.7826,5.3309,0.074,0.2177,1.6207,0,0.2671,0.8734,4.5334,0,0.6578,0.3494,1.445,0.0045,1.9177,1.4998,5.8229,0,1.9287,0.5802,3.3387,0.6795,1.8759,0.6255,3.9369,0.8064,14.0828,4.177,20.3591,6.2252,0.1547,0.2133,1.0442,0,0.4709,0.1265,0.7136,0.2268,10.6289,2.906,16.7826,5.3309,0.2129
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,770.37,233.72,79.25,37.8488,0.6952,13.4467,8.2709,0.847,6.4673,2056.6072,1.7709,15.0027,2.2563,12.7464,0,0,0,0,0,0,0.1917,60.9597,0.3876,1.7261,0,1.7261,0.937,297.9747,1.736,7.1441,0,7.1441,2.5794,820.2474,0.7363,5.7212,1.0081,4.7131,1.703,541.5676,0.4697,3.2602,0.8644,2.3958,20.3631,6475.4531,2.6871,31.8806,12.8203,19.0603,0.3644,115.8943,0.4178,1.8892,0,1.8892,0.554,176.1666,0.0641,0.688,0.3791,0.3089,12.6241,4014.4583,1.6026,17.3947,9.3067,8.088,164.75,49.9786,0.8288,17.9596,11.9121,0.7786,3.5546,3.2542,15.0027,0,0.0006,0.0106,0.2443,0,0.4611,0.5614,2.9279,0,1.6544,2.0926,8.5894,0,2.4743,0.853,5.7212,0.6903,1.7773,0.5834,3.9008,0.4725,19.3075,4.8682,37.9876,9.2744,0.3871,0.4602,2.768,0,0.5759,0.0867,0.8444,0.2949,12.2356,2.3751,22.8117,5.9268,0.8384,1.4952,6.8758,0,0.0012,0.0147,0.2443,0,0.7123,0.582,2.9279,0,2.3233,2.1759,8.5894,0,2.3762,0.9395,5.6408,0.6903,1.8466,0.6655,3.9008,0.4725,18.3231,6.0925,37.9876,9.2744,0.4082,0.4962,2.768,0,0.5963,0.0992,0.8444,0.2949,11.8733,2.8722,22.8117,5.9268,0.4834
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,727.62,231.54,23.75,17.9044,0.931,6.441,4.5,0.6707,17.7255,1754.8252,6.862,35.8097,6.2951,29.5145,0,0,0,0,0,0,0.0018,0.1808,0.0168,0.1666,0,0.1666,34.5865,3424.0608,3.7167,42.7101,27.5574,15.1527,4.5563,451.076,1.2395,7.7675,2.5458,5.2217,3.2794,324.6585,0.5444,5.1603,2.3766,2.7837,8.7471,865.9607,0.8949,10.8746,6.8757,3.9989,0.4795,47.4701,0.368,1.7193,0,1.7193,0.865,85.6348,0.1889,1.2945,0.5857,0.7088,17.1691,1699.7377,2.266,21.0443,12.0772,8.9671,77.25,31.6781,0.9674,10.8581,8.5,0.5706,6.6426,8.6621,35.8097,0,0.0458,0.3376,3.4071,0,0.1435,0.3032,1.4326,0,24.4457,9.6961,42.7101,3.1495,4.1729,1.6312,8.1089,0.7593,2.9298,0.7327,5.1603,0.8926,8.2868,2.2614,16.0112,4.0098,0.4286,0.3541,1.9404,0,0.7403,0.1748,1.2945,0.3192,12.6898,3.7627,21.0443,5.2633,1.4671,1.9552,8.5357,0,0.0672,0.4074,3.4071,0,0.2097,0.3481,1.4326,0,19.7102,7.8056,34.4838,3.1495,3.9939,1.7591,8.1089,0.7593,2.7666,0.753,4.6548,0.8926,8.0718,2.645,16.0112,4.0098,0.4048,0.3458,1.9404,0,0.682,0.1327,1.1192,0.3192,10.598,2.1461,16.7132,5.2633,0.3075
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,675.82,231.37,16.25,14.9278,0.9164,5.6587,4,0.6612,3.1112,217.7805,1.0792,6.8311,1.104,5.7271,17.1268,1198.877,3.9288,25.0739,8.2729,16.801,0.003,0.2066,0.0134,0.0717,0,0.0717,9.0189,631.3212,2.9153,17.5469,4.3909,13.1561,1.0822,75.7541,0.7858,3.4058,0,3.4058,1.2332,86.3229,0.3263,2.0246,0.5079,1.5167,8.8768,621.3773,1.3316,12.3277,6.7603,5.5674,0.3146,22.0224,0.334,1.4903,0,1.4903,0.414,28.9774,0.0565,0.58,0.2921,0.2879,30.2666,2118.6646,3.5917,40.3829,24.4192,15.9637,59.75,28.4651,0.9267,10.1709,7.2865,0.7,0.994,1.5132,6.8311,0,9.95,6.6058,25.0739,0,0.0495,0.1617,1.2219,0,11.2659,4.4828,25.4864,2.8809,1.2088,0.897,3.6001,0,1.9072,0.5843,3.2998,0.5079,11.4554,2.6538,21.0598,6.7603,0.2714,0.2894,1.4903,0,0.5072,0.1179,0.8164,0.2921,24.9423,5.6612,40.3829,13.3114,0.1222,0.3761,2.267,0,6.9949,5.0289,18.0788,0,0.0686,0.1888,1.2219,0,12.1911,4.6901,25.4864,2.8809,1.2609,0.9362,3.6001,0,2.1848,0.4168,3.2998,1.0751,12.5171,2.3125,21.0598,8.3251,0.2536,0.268,1.2668,0,0.5456,0.1152,0.8164,0.2926,22.7499,4.8457,36.8854,13.3114,0.2652
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,945.75,233.35,41.25,23.1979,0.9632,8.1703,6.7963,0.4622,4.5399,753.6293,1.4072,7.5387,2.2153,5.3234,0.0101,1.6738,0.0779,0.8441,0,0.8441,0.1829,30.3547,0.2601,1.1769,0,1.1769,7.6292,1266.4443,2.4819,14.6661,2.7043,11.9619,0.9449,156.8579,0.4299,2.2524,0.0007,2.2518,2.7632,458.6854,0.597,4.237,1.3199,2.9171,14.5176,2409.9146,3.1056,22.925,7.6197,15.3053,0.7521,124.853,0.4274,2.3549,0.0055,2.3495,0.6093,101.1496,0.108,0.8949,0.3231,0.5718,14.5617,2417.249,2.5953,21.01,9.0844,11.9256,99.75,36.2989,0.9513,12.5687,10.554,0.5325,2.0924,2.3098,7.5387,0,0.0432,0.2089,2.0426,0,0.2194,0.3395,2.1849,0,5.4923,3.0655,14.6661,0,0.985,0.3682,2.2524,0.0007,2.1595,0.8541,4.237,0.3109,11.8204,3.9778,22.925,3.4897,0.5972,0.4107,2.3549,0,0.5729,0.1349,0.8991,0.2647,12.7513,3.4031,22.054,4.239,0.3561,0.6624,2.5066,0,0.0668,0.2629,2.0426,0,0.2453,0.3845,2.1849,0,3.9765,2.4837,10.9881,0,1.0133,0.3152,1.8655,0.1938,1.7312,0.7437,3.9323,0.3109,9.9071,3.3775,18.9819,3.4897,0.4874,0.3609,1.9047,0,0.5471,0.1458,0.8991,0.2647,11.467,3.3273,22.054,4.239,0.4017
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,621.68,233.93,26.75,21.7794,0.7087,9.293,3.8013,0.9189,6.7954,754.2897,3.7637,19.2142,1.3387,17.8755,0.0879,9.752,0.1643,0.884,0,0.884,0.5107,56.6825,0.5514,2.3056,0,2.3056,0.3379,37.5029,0.7104,3.1453,0,3.1453,1.3327,147.9267,0.4493,2.7482,0.7115,2.0367,4.7453,526.7312,2.3713,11.5493,1.085,10.4644,6.6272,735.6241,1.4971,10.7414,2.861,7.8804,8.9171,989.7951,4.66,23.105,2.3108,20.7941,0.2805,31.131,0.2999,1.179,0.0139,1.1652,12.1753,1351.4607,2.1478,17.1985,6.8755,10.3229,91.25,35.7388,0.8978,13.7398,8.2552,0.7994,2.4386,3.6754,19.2142,0,0.2772,0.4074,1.6431,0,0.4899,0.5603,2.4821,0,0.2643,0.5683,3.5812,0,1.3324,0.8418,6.0369,0.4769,5.1106,4.4476,27.9958,0.856,6.3015,1.8342,11.1947,2.1703,6.7994,5.4905,24.8047,0.7566,0.2644,0.2565,1.179,0.0139,10.2302,3.0426,18.5422,5.0456,0.5495,1.1971,8.0402,0,0.3592,0.4519,1.6431,0,0.4809,0.565,2.4821,0,0.2325,0.4925,3.5812,0,1.3323,0.9644,6.0369,0.4769,5.2689,5.0875,27.9958,0.856,6.1602,1.9482,11.1947,2.1703,5.8813,5.5769,24.8047,0.7566,0.2574,0.2355,1.1688,0.0426,9.3868,2.9893,18.5422,5.0456,0.2873
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,910.06,233.08,16.5,14.8259,0.9433,5.0411,4.4202,0.3489,2.9132,203.9264,1.0234,5.4271,1.3127,4.1144,0,0,0,0,0,0,0.5737,40.1604,0.3265,1.4314,0.0012,1.4303,5.692,398.4401,1.3874,9.9242,2.0393,7.8849,12.0829,845.804,2.332,15.6238,7.2201,8.4038,5.4276,379.9336,0.5938,7.151,3.9232,3.2278,13.8933,972.5328,1.2734,17.1052,11.4456,5.6596,0.0377,2.6422,0.1044,0.6867,0,0.6867,0.3249,22.7405,0.1008,0.6835,0.2308,0.4527,18.2874,1280.1195,2.0911,22.8422,15.0898,7.7524,64.75,28.7504,0.9844,9.6091,8.5,0.4096,0.8324,1.3858,5.4271,0,0.0624,0.2986,2.2964,0,0.8326,0.5303,2.1077,0,4.839,2.214,10.0647,0,6.1965,4.0819,15.6238,1.1864,4.8854,1.4403,8.8613,1.2378,14.9513,2.7567,21.3627,7.2429,0.0584,0.1346,0.7769,0,0.474,0.1725,0.9113,0.2308,16.4227,3.6072,24.7819,6.4927,0.0658,0.2339,1.5466,0,0.0855,0.3467,2.2964,0,0.9279,0.559,2.1077,0,4.5247,2.3761,10.0647,0,4.0278,1.8128,12.3636,1.1864,4.6856,1.6015,8.8613,1.2378,15.3411,3.0421,21.3627,7.2429,0.066,0.1436,0.7769,0,0.5289,0.1606,0.9113,0.2515,15.7357,3.8043,24.7819,6.4927,0.2567
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,839.35,234.44,21.75,16.8481,0.9629,5.8522,4.8284,0.581,2.8249,254.2393,0.7962,4.5808,1.2727,3.3081,0,0,0,0,0,0,0.3185,28.6608,0.3618,1.3542,0,1.3542,1.8518,166.6664,1.2538,4.3542,0,4.3542,1.8968,170.7089,0.7861,3.8273,0.6413,3.186,1.5078,135.7039,0.345,2.5295,0.7792,1.7502,14.0011,1260.1011,2.352,17.7751,7.6262,10.1489,0.1047,9.4207,0.2033,1.0613,0,1.0613,0.5177,46.5965,0.0926,0.7909,0.3472,0.4437,9.4087,846.7839,1.261,12.5839,6.1706,6.4133,74,30.784,0.9813,10.31,9,0.4224,0.8893,1.3652,4.5808,0,0,0,0,0,0.5984,0.4798,2.5961,0,2.3461,1.585,6.7527,0,1.9373,0.7407,4.8124,0.4959,1.7481,0.5742,3.6227,0.6387,14.7342,3.6046,26.1319,6.8537,0.1425,0.2832,1.7607,0,0.6202,0.1501,1.1177,0.3472,9.6514,1.7466,13.5832,5.6427,0.0436,0.2085,1.4912,0,0,0,0,0,0.7207,0.4743,2.5961,0.0025,2.562,1.6669,6.7527,0,1.955,0.7212,4.8124,0.4959,1.853,0.6215,3.6227,0.6387,15.0544,3.9947,26.1319,6.8537,0.159,0.3108,1.7607,0,0.665,0.1486,1.1177,0.38,9.7575,1.9138,13.5832,5.6427,0.2871
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,661.35,236.42,51.75,26.4224,0.9315,9.1548,7.345,0.6,5.0168,1068.5703,1.7288,12.706,2.0798,10.6262,0,0,0,0,0,0,0.1261,26.8629,0.2273,1.3878,0,1.3878,6.0393,1286.3647,2.4927,12.9017,0.0366,12.8651,2.4909,530.5668,0.5216,4.2149,1.2932,2.9216,2.3537,501.3317,0.4353,3.4771,1.3798,2.0973,19.3967,4131.501,1.8214,23.6712,15.5188,8.1524,0.7046,150.0859,0.4681,2.4822,0,2.4822,0.5814,123.8313,0.0823,0.8096,0.4044,0.4052,14.3722,3061.2776,1.3581,18.5548,11.3347,7.2201,125,40.2511,0.9695,13.6288,11.8057,0.4809,2.2861,2.6429,12.706,0,0.0052,0.0915,2.0093,0,0.3222,0.4127,2.1374,0,3.8549,2.8978,12.9017,0,2.4488,0.616,4.593,0.8539,2.1072,0.5512,3.9587,0.7468,19.6882,3.1301,31.2442,10.7465,0.5589,0.4883,2.4822,0,0.6563,0.1133,1.0638,0.4044,13.7079,2.9796,32.1278,7.424,0.2874,0.6673,3.3946,0,0.009,0.1203,2.0093,0,0.4658,0.4568,2.1374,0,2.256,1.9882,7.1226,0,2.4179,0.6761,4.593,0.8539,1.9268,0.5578,3.9587,0.7468,19.9015,3.8026,31.2442,10.7465,0.4523,0.4758,2.4818,0,0.7111,0.1009,1.0638,0.4958,13.2216,3.6727,32.1278,7.424,0.4188
"Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,800.53,238.51,38.75,23.0262,0.9184,8.3341,6.3431,0.6505,10.0983,1595.5303,2.8021,18.4594,4.4551,14.0043,0,0,0,0,0,0,0.1012,15.9894,0.2502,1.3613,0,1.3613,4.6941,741.6699,1.7197,7.9648,0,7.9648,2.3425,370.108,0.7299,4.8527,1.0195,3.8331,2.6024,411.1814,0.3921,3.5028,1.619,1.8838,21.5311,3401.918,4.3313,27.0724,8.8341,18.2383,0.1908,30.144,0.2851,1.4233,0,1.4233,0.6723,106.2156,0.1253,1.0367,0.4025,0.6342,15.6251,2468.7715,1.5051,19.3847,11.3649,8.0198,98,36.1304,0.9434,12.623,10.7328,0.4613,4.5756,4.9758,18.4594,0,0.1098,0.4013,2.812,0,0.2332,0.3155,1.4169,0,3.6277,2.4242,11.5098,0,2.0442,0.7896,4.8527,0.0711,2.1632,0.8039,4.2163,0.2165,16.1448,6.961,27.0724,1.5229,0.1589,0.2479,1.4233,0,0.6069,0.1807,1.0367,0.1308,12.9716,3.5544,19.5504,2.7282,0.8782,1.3868,5.9715,0,0.1833,0.5057,2.812,0,0.3216,0.3242,1.4169,0,2.9138,2.5644,11.5098,0,1.8445,0.7661,4.3082,0.0711,1.8691,0.8726,4.2163,0.2165,12.5387,5.9946,25.6686,1.5229,0.1376,0.2176,1.2855,0,0.5632,0.1983,0.9962,0.1308,11.1951,3.4221,19.5504,2.7282,0.3911
