Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,380.2,565.15,25.5,20.006,0.8006,7.0232,5.556,0.5957,2.4311,269.8521,0.8078,4.3419,0.7571,3.5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0496,116.5024,0.4138,2.6311,0.393,2.238,0.9695,107.6172,0.3275,1.814,0.1449,1.6691,21.4797,2384.248,4.5843,31.258,11.4796,19.7783,0.1488,16.515,0.1722,1.142,0,1.142,0.3276,36.3593,0.0716,0.5,0.2004,0.2995,10.3115,1144.5756,2.5424,17.0751,6.0549,11.0202,87.5,33.8595,0.9591,11.3913,9.9845,0.4185,0.8549,1.1921,4.3419,0,0.0308,0.158,1.6063,0,0.0747,0.2307,1.6144,0,0.3264,0.9137,7.7821,0,1.1778,0.5332,3.1851,0.3579,0.9664,0.4076,2.4155,0.1309,17.0857,6.3973,31.258,3.8814,0.0883,0.1441,1.142,0,0.3873,0.1303,0.8363,0.1731,10.5344,3.1381,17.8491,4.3685,0.1289,0.3175,1.5656,0,0.045,0.1894,1.6063,0,0.1092,0.2721,1.6144,0,0.4768,1.0719,7.7821,0,1.2369,0.5711,3.1851,0.3579,0.965,0.4403,2.4155,0.1309,15.0619,6.0975,30.5869,3.8814,0.0604,0.1196,0.7891,0,0.4149,0.1417,0.8363,0.1731,10.637,3.3774,17.8491,4.3685,0.3082
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1090,570.51,98,38.844,0.8162,15.1501,8.6183,0.8338,7.0433,2796.1741,2.3153,15.9499,2.5048,13.4451,0,0,0,0,0,0,0.0062,2.4653,0.0437,0.5479,0,0.5479,0.0066,2.6297,0.0711,1.2205,0,1.2205,1.0198,404.8763,0.4108,2.4247,0.1208,2.304,2.0791,825.4185,0.3825,3.2096,1.2352,1.9745,33.5423,13316.2852,7.1657,49.2568,14.6376,34.6192,0.106,42.0709,0.1911,1.2418,0,1.2418,0.4642,184.2911,0.2418,1.5749,0.2416,1.3332,14.3863,5711.3657,2.1702,22.0503,9.862,12.1884,198.5,52.2572,0.9134,19.6471,12.9396,0.7615,3.8253,3.7034,15.9499,0,0.0163,0.1,1.3694,0,0.0321,0.1184,1.242,0,0.336,0.977,6.2911,0,1.0092,0.4699,3.0739,0.0985,1.8238,0.5266,3.2096,0.4436,26.37,10.7413,49.2568,6.4264,0.11,0.2169,1.5613,0,0.6104,0.3349,1.7521,0.2416,14.4235,2.7015,22.8997,7.1051,0.6154,1.1825,6.0458,0,0.0325,0.1396,1.3694,0,0.0579,0.1574,1.242,0,0.6646,1.299,6.2911,0,0.9986,0.5226,3.0739,0.0985,1.5691,0.5276,3.1518,0.4436,19.2157,8.7622,48.7192,6.4264,0.1141,0.2401,1.5613,0,0.7562,0.3511,1.7521,0.2877,14.4605,3.1457,22.8997,7.1051,0.4974
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,933.81,567.23,21.5,17.5438,0.8778,6.4512,4.4844,0.7146,2.9377,264.3919,0.6786,4.3253,1.3481,2.9773,0.0356,3.1997,0.172,1.1425,0,1.1425,0.0092,0.8287,0.0543,0.4684,0,0.4684,0.1284,11.5538,0.3341,1.6743,0,1.6743,10.6051,954.4594,2.3643,15.5393,5.8345,9.7048,2.7731,249.5777,0.761,4.5628,1.259,3.3037,10.7475,967.2769,1.7252,14.0351,6.665,7.3701,0.0028,0.255,0.0221,0.2033,0,0.2033,0.6714,60.4283,0.1501,1.1316,0.4408,0.6908,12.1947,1097.5187,2.1552,18.1795,8.8894,9.2901,65.75,30.2316,0.904,10.7234,7.4247,0.7208,1.3446,1.4141,4.3253,0,0.2173,0.4133,1.9845,0,0.075,0.1973,1.4945,0,0.284,0.5634,2.9678,0,6.3549,4.358,15.5393,0.7958,2.1686,0.9288,4.5628,0.6984,10.1061,2.8359,18.2395,4.9903,0.0163,0.0553,0.5527,0,0.6453,0.1308,1.1316,0.4297,12.4532,2.4346,18.1795,6.4969,0.5206,0.8942,3.658,0,0.3114,0.4673,1.9845,0,0.109,0.2329,1.4945,0,0.3645,0.6372,2.9678,0,4.1565,3.4261,14.9687,0.7958,1.8559,0.8515,4.429,0.6984,9.7743,3.2202,18.2395,4.9903,0.0232,0.0652,0.5527,0,0.6317,0.1179,1.0018,0.4297,12.5869,2.5629,18.0695,6.4969,0.3288
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1375.3,567.06,20,16.2639,0.9501,5.5755,4.7357,0.5066,3.5254,292.6087,1.08,5.6925,1.392,4.3005,0.0301,2.5015,0.178,1.2669,0,1.2669,0.0033,0.2747,0.0182,0.1206,0,0.1206,0,0,0,0,0,0,6.7206,557.8132,2.4808,12.5175,2.4528,10.0646,2.0021,166.1774,0.6072,3.4606,0.7008,2.7599,12.7139,1055.2559,2.5772,20.2241,7.8091,12.4149,0.0014,0.1124,0.0082,0.072,0,0.072,0.9535,79.1371,0.2913,1.6545,0.5515,1.103,11.3967,945.9248,1.5549,15.9897,9.0504,6.9394,70.75,30.155,0.9777,10.1089,9,0.3791,1.1581,1.6628,5.6925,0,0.389,0.6435,4.2744,0,0.0084,0.0433,0.5063,0,0,0,0,0,2.8251,2.9714,12.5175,0.171,1.323,0.6998,3.4606,0.244,10.4925,3.9802,21.1804,2.8224,0.0173,0.0543,0.3685,0,0.7597,0.3225,1.803,0.2358,10.0935,3.268,19.0893,2.7951,0.1853,0.4068,2.1416,0,0.5364,0.7051,4.2744,0,0.0106,0.05,0.5063,0,0,0,0,0,1.2245,1.0597,7.1952,0.171,1.0439,0.5222,3.2338,0.244,9.5798,4.0987,21.1804,2.8224,0.0239,0.0632,0.3685,0,0.68,0.3008,1.803,0.2358,9.558,3.6213,19.0893,2.7951,0.2801
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,605.88,568.33,19.75,16.8944,0.8695,6.0887,4.1305,0.7393,2.5411,210.914,0.6669,4.0163,0.9468,3.0695,0,0,0,0,0,0,0.0842,6.9888,0.1788,0.8416,0,0.8416,1.3569,112.6238,1.0474,4.2233,0,4.2233,1.3987,116.0946,0.2956,2.0651,0.7082,1.3569,0.9091,75.4558,0.2738,1.7375,0.4102,1.3272,10.841,899.8026,1.8467,15.7527,8.4072,7.3455,0.0205,1.6999,0.051,0.2877,0,0.2877,0.4833,40.1145,0.0783,0.6816,0.3561,0.3255,10.1583,843.1357,2.1291,15.132,7.3643,7.7677,62,29.6389,0.8869,10.7423,7.2196,0.7252,1.1371,1.2445,4.0163,0,0.103,0.2998,2.0088,0,0.1973,0.2864,1.8185,0,1.9591,1.4893,6.9513,0,1.3108,0.3714,2.3756,0.2297,1.0314,0.3649,2.0219,0.2841,9.9857,2.7189,16.7885,3.7947,0.0162,0.0482,0.3498,0,0.5285,0.1121,0.8245,0.2499,10.9562,2.6344,17.3075,6.4768,0.4434,0.7976,3.916,0,0.1539,0.3559,2.0088,0,0.2532,0.3124,1.8185,0,2.2566,1.5851,6.9513,0,1.2674,0.3973,2.3756,0.2297,1.0919,0.3892,2.0219,0.2841,9.5631,2.9747,16.7885,3.7947,0.0141,0.0467,0.3498,0,0.5508,0.1195,0.8245,0.2499,11.3504,2.7732,17.3075,6.4768,0.3047
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1311.4,569.66,60.75,37.0317,0.5567,11.596,8.0309,0.7431,2.8435,696.6467,0.7268,4.8147,0.9382,3.8765,0,0,0,0,0,0,0.0362,8.8616,0.1405,1.0478,0,1.0478,0,0,0,0,0,0,0.694,170.0253,0.4122,2.1489,0.0577,2.0912,0.969,237.41,0.33,1.9378,0.0797,1.8581,24.0326,5887.9941,5.4392,37.5599,9.9715,27.5884,0.2268,55.5697,0.3139,1.3235,0,1.3235,0.574,140.6331,0.2009,1.2971,0.2674,1.0296,10.3866,2544.7263,1.9208,15.7023,6.7931,8.9092,147.5,45.1778,0.9081,15.9788,12.5487,0.603,1.3133,1.4345,4.8147,0,0.1185,0.4664,3.5419,0,0.0537,0.161,1.2658,0,0.0258,0.2298,3.5052,0,0.8345,0.5933,4.065,0.0409,1.0073,0.3927,2.3156,0.0229,20.4455,8.4582,43.9939,3.8649,0.1523,0.2654,1.5547,0,0.6924,0.3408,2.121,0.2116,10.9975,2.7636,20.4194,4.3504,0.2421,0.5818,2.5801,0,0.2014,0.5945,3.5419,0,0.066,0.173,1.2658,0,0.0439,0.2985,3.5052,0,0.9329,0.6758,4.065,0.0409,1.0341,0.4296,2.3156,0.0229,17.9345,9.2587,43.9939,3.8649,0.1002,0.2105,1.5547,0,0.7752,0.3909,2.121,0.2116,11.4251,3.1582,20.4194,4.3504,0.4107
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,577.71,570.07,48,28.3568,0.7501,10.0224,7.3428,0.7309,3.5844,698.9585,1.3184,6.1175,0.6027,5.5148,0,0,0,0,0,0,0.005,0.9703,0.0279,0.2807,0,0.2807,0,0,0,0,0,0,0.9985,194.7044,0.2364,1.8684,0.4994,1.369,1.437,280.2227,0.3974,2.3116,0.5753,1.7363,29.1041,5675.291,11.2638,48.5206,12.5422,35.9784,0.0943,18.3847,0.1823,1.0725,0,1.0725,0.5435,105.9829,0.1324,0.8327,0.2751,0.5576,12.196,2378.2166,2.2602,16.095,7.1277,8.9673,126.5,41.8306,0.9085,14.509,11.9683,0.5874,1.5713,1.8498,6.1175,0,0.0277,0.1281,1.0339,0,0.0545,0.1495,1.2259,0,0.1324,0.4679,4.9245,0,1.002,0.3517,2.6306,0.1815,1.0806,0.5255,2.3116,0,20.3923,12.6241,48.5206,2.9372,0.1666,0.3707,2.5429,0,0.4906,0.1746,0.9796,0.137,10.4783,2.8611,16.246,2.7659,0.3131,0.5948,2.7174,0,0.045,0.161,1.0339,0,0.0855,0.1826,1.2259,0,0.2151,0.5816,4.9245,0,1.0041,0.4079,2.6306,0.1815,0.8578,0.4704,2.2772,0,14.9474,10.1402,45.3839,2.9372,0.2118,0.4444,2.5429,0,0.4576,0.1893,0.9796,0.137,9.4048,2.6694,16.246,2.7659,0.3793
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1064.8,570.68,75,32.6275,0.8853,10.8467,9.5943,0.491,4.7122,1423.078,1.4081,9.3111,1.921,7.3901,0,0,0,0,0,0,0.0093,2.8137,0.0735,0.9238,0,0.9238,0,0,0,0,0,0,0.551,166.3931,0.2209,1.4498,0.038,1.4118,1.5538,469.2569,0.2982,2.4558,0.8845,1.5713,30.0573,9077.3018,4.8668,42.828,17.9171,24.9109,0.3042,91.866,0.3907,1.7557,0,1.7557,0.3273,98.8392,0.124,0.661,0.1596,0.5014,11.4968,3472.021,1.3766,17.3435,8.8838,8.4597,159.75,46.2753,0.9375,15.4219,13.9065,0.4089,2.377,2.459,9.3111,0,0.0047,0.0559,0.8588,0,0.068,0.2033,1.3801,0,0.0683,0.2988,2.5306,0,0.6133,0.2915,1.6535,0.0306,1.435,0.384,2.9429,0.1946,23.6953,8.2791,42.828,5.5664,0.1889,0.3144,1.7557,0,0.4192,0.169,0.9481,0.1596,12.2988,2.4076,20.4897,5.5667,0.2905,0.6646,2.9264,0,0.009,0.0768,0.8588,0,0.1204,0.2602,1.3801,0,0.1293,0.4018,2.5306,0,0.669,0.3331,1.6535,0.0306,1.3288,0.4198,2.9429,0.1946,18.011,6.3351,34.6621,5.5664,0.0859,0.1689,1.0284,0,0.5012,0.1616,0.9481,0.1693,13.0154,2.8647,20.4897,5.5667,0.4707
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,515.11,569.31,18.5,15.5522,0.9612,5.4116,4.2085,0.6119,2.0959,159.2894,0.6949,3.8751,0.9018,2.9733,0.0186,1.4107,0.0706,0.4706,0,0.4706,0,0,0,0,0,0,2.3048,175.1613,2.0384,8.0495,0,8.0495,10.6094,806.3112,2.0006,15.011,6.751,8.26,1.8497,140.5783,0.511,3.1296,0.7531,2.3765,7.5945,577.1855,1.6967,11.9931,4.9957,6.9974,0,0,0,0,0,0,0.3739,28.415,0.1061,0.6523,0.2378,0.4145,13.3141,1011.8726,3.0291,22.1679,9.149,13.0189,67.25,29.3681,0.9798,9.8521,8.5,0.4709,0.6373,0.996,3.8751,0,1.6745,2.4494,10.8433,0,0.0992,0.1811,0.8675,0,4.7029,3.3875,15.4943,0,5.4302,3.8347,15.011,0.4084,1.3762,0.4873,3.1296,0.5034,8.5336,2.2035,16.275,4.4653,0.0068,0.0266,0.1891,0,0.5342,0.1969,1.0665,0.2378,14.599,3.0196,22.6826,9.149,0.0658,0.1703,0.8631,0,2.3232,2.6186,10.8433,0,0.1381,0.2008,0.8675,0,5.6423,3.3507,15.4943,0.3326,3.4012,2.0591,10.6894,0.4084,1.1907,0.3265,2.2544,0.5034,8.9014,2.2727,16.275,4.4653,0.0094,0.031,0.1891,0,0.597,0.1886,1.0665,0.3027,15.1023,2.8703,22.6826,9.5718,0.27
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Oligodendrocyte: Not-PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,632.02,570.1,16.25,14.9291,0.9162,4.978,4.5,0.4714,1.8102,128.5238,0.6844,3.4635,0.7725,2.691,0.0059,0.4222,0.0194,0.1288,0,0.1288,0.0421,2.9908,0.0851,0.4199,0,0.4199,0.8879,63.0394,1.133,4.9054,0,4.9054,9.293,659.8024,2.5799,13.8914,3.4157,10.4757,1.4567,103.4225,0.4807,2.5302,0.6761,1.854,5.4739,388.6449,1.3027,8.892,3.3061,5.5859,0.004,0.2813,0.0248,0.2051,0,0.2051,0.4212,29.9032,0.0899,0.7028,0.273,0.4298,10.7703,764.6934,3.0893,18.1187,7.3429,10.7758,64.75,28.7584,0.9838,9.3762,8.5,0.2322,0.5515,0.8618,3.4635,0,1.2171,2.1408,15.4994,0,0.1365,0.2121,0.9328,0,1.9485,2.3753,12.327,0,4.9277,3.6451,13.8914,0.5687,1.2248,0.5578,2.6665,0.3225,5.9907,2.0022,10.7522,2.6523,0.0211,0.0581,0.4098,0,0.4717,0.1351,0.8418,0.2463,12.0814,4.0599,20.598,5.7138,0.0811,0.1751,0.8956,0,1.6697,2.3553,15.4994,0,0.1718,0.2337,0.9328,0,2.3448,2.5895,12.327,0,3.2964,2.4452,10.902,0.5687,1.1381,0.561,2.6665,0.3225,6.1838,2.1791,10.7522,2.6523,0.0275,0.0654,0.4098,0,0.4906,0.1442,0.8418,0.2463,12.5714,4.2723,20.598,5.7138,0.2513
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1175.1,574.89,58,41.1646,0.4301,11.616,8.7541,0.7267,4.8537,1140.6189,2.5483,14.8948,1.2987,13.5961,0.1068,25.1093,0.4696,3.0432,0,3.0432,0.0027,0.645,0.0256,0.3456,0,0.3456,0.2336,54.8962,0.611,3.9134,0,3.9134,1.7153,403.1016,0.7188,3.5373,0.0041,3.5332,1.3401,314.9293,0.3853,2.4741,0.3337,2.1404,20.9596,4925.499,5.4221,31.8544,4.0375,27.8169,0.0142,3.345,0.0566,0.4616,0,0.4616,0.8377,196.8576,0.2155,1.3964,0.1768,1.2197,15.3957,3617.988,3.6387,27.6915,8.1067,19.5848,156.75,46.2432,0.9211,15.9785,12.9255,0.5946,2.2465,2.6945,14.8948,0,0.7042,2.3745,23.4629,0,0.0759,0.3039,2.7039,0,1.0594,2.56,19.5313,0,1.7578,1.0464,4.8522,0,1.3203,0.5257,2.6854,0.0033,19.5137,8.3688,37.0255,1.3519,0.0247,0.1042,1.7252,0,0.9209,0.4286,2.0914,0.1081,17.0652,6.4528,44.6539,2.235,0.6914,1.1164,4.6433,0,1.0605,2.9219,23.4629,0,0.1196,0.377,2.7039,0,1.552,3.0982,19.5313,0,1.7832,1.2001,4.8522,0,1.3084,0.5941,2.6854,0.0033,18.6513,9.6133,37.0255,1.3519,0.0309,0.1239,1.7252,0,0.9705,0.5092,2.0914,0.1081,18.0609,7.4829,44.6539,2.235,0.3648
"Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,695.05,573.7,33.25,22.9735,0.7917,9.4219,4.9496,0.8702,10.0759,1380.3962,3.8223,20.0698,2.9765,17.0933,0,0,0,0,0,0,0.9365,128.3045,1.1782,4.2175,0,4.2175,3.7647,515.7706,4.171,14.6291,0,14.6291,6.3461,869.4174,2.4606,14.3887,2.3574,12.0314,26.6999,3657.8794,10.1695,62.1279,12.4984,49.6294,12.6006,1726.2811,4.3252,35.1842,5.0403,30.1439,4.5007,616.5902,5.1688,22.3703,0,22.3703,0.604,82.7466,0.1127,0.9227,0.3858,0.537,23.2007,3178.4893,4.2852,32.4841,14.7545,17.7296,91,35.6889,0.8978,13.6732,9.193,0.7469,4.3682,5.1661,20.0698,0,0.001,0.0166,0.3143,0,1.215,1.1187,4.9731,0,2.1984,3.1551,14.6291,0,4.4264,2.506,14.3887,1.3066,17.7139,12.4092,62.1279,1.7604,12.8941,7.8447,42.9904,3.4038,6.1936,7.9475,29.9631,0,0.6621,0.1507,1.1657,0.2215,20.6716,5.0318,33.6287,10.7159,0.9536,1.6508,9.0836,0,0.0016,0.0209,0.3143,0,1.3815,1.0492,4.9731,0,1.2614,1.7896,6.4109,0,3.2779,1.7037,11.4715,1.3066,12.3381,10.3577,51.7701,1.7604,13.0698,9.3421,42.9904,3.4038,7.2065,9.0789,29.9631,0,0.6968,0.1598,1.1657,0.2215,19.1586,4.8412,33.6287,10.7159,0.3641
