Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Leukocyte µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	26e0ea96-3b5c-41d0-82bc-15c5509ccefe	Glioma	Glioma	PathAnnotationObject	Polygon	652.49	478.93	40.5	23.2563	0.941	8.4496	6.0249	0.6872	6.9449	1145.9154	2.6808	14.4955	2.2974	12.1981	0	0	0	0	0	0	0.0766	12.6331	0.229	1.5595	0	1.5595	1.6132	266.1843	2.7735	10.1662	0	10.1662	3.2667	538.9996	1.0195	6.4153	0.7003	5.715	2.1152	349.011	0.4403	3.6556	1.1545	2.5011	35.0674	5786.1284	3.4973	40.8762	21.8112	19.0649	0.0029	0.4858	0.0352	0.4512	0	0.4512	0.8646	142.6645	0.1437	1.2834	0.6209	0.6625	19.4412	3207.7905	1.6284	23.4739	14.7915	8.6825	106.75	37.1838	0.9702	12.9288	10.6457	0.5565	2.9531	3.6557	14.4955	0	0	0	0	0	0.1904	0.2969	1.5595	0	2.6371	2.9062	11.0262	0	2.5075	1.2406	6.944	0.1508	1.8014	0.6173	3.6556	0.5945	25.2249	10.2413	40.8762	6.2677	0.0094	0.0426	0.4512	0	0.8078	0.234	1.3552	0.2977	15.9226	4.2562	23.6281	7.0377	0.4582	1.0105	4.6639	0	0	0	0	0	0.2616	0.3123	1.2968	0	3.2769	2.8071	11.0262	0	2.033	1.1265	6.944	0.1508	1.6053	0.6315	3.4507	0.5945	19.0733	8.0184	35.7041	6.2677	0.0134	0.0463	0.361	0	0.7722	0.2701	1.3552	0.2977	13.7235	3.8995	23.6281	7.0377	0.3726	0	104.2067	295.8572	112.5095	36.3637	87.1589	87.2982	44.6922	6	36.4237	35.6985	49.1641	20.6961	502.7383	670.0108
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	3995a494-d408-4fc6-bafd-9465b58b5ac4	Glioma	Glioma	PathAnnotationObject	Polygon	929.2	483.43	109	39.0728	0.8972	14.5449	10.5	0.6335	3.6584	1598.7122	0.9565	6.5824	0.9318	5.6506	0	0	0	0	0	0	1.3229	578.1086	1.7575	12.3312	0	12.3312	0	0	0	0	0	0	1.0274	448.9665	0.393	2.257	0.1527	2.1043	1.298	567.2443	0.4386	2.5515	0.0719	2.4797	31.6433	13828.1152	3.6004	41.8519	21.8019	20.05	0.1158	50.5922	0.1947	1.1895	0	1.1895	0.4143	181.0416	0.0631	0.6577	0.2974	0.3603	14.3268	6260.8174	2.4214	25.4044	9.6803	15.7241	197	51.5671	0.931	18.9435	13.8476	0.6686	2.1329	1.8967	6.5824	0	0.0104	0.0868	1.1891	0	0.9605	1.495	12.3312	0	0.0196	0.1463	2.119	0	1.0366	0.4121	2.3303	0.0656	1.2363	0.5283	2.7995	0	27.7455	8.4222	43.6055	6.0646	0.1661	0.3033	2.613	0	0.4446	0.087	0.8218	0.2124	14.0537	3.3856	27.5613	5.9026	0.2444	0.6816	4.1624	0	0.0233	0.1288	1.1891	0	0.5118	0.9048	8.4202	0	0.0439	0.2165	2.119	0	1.048	0.4349	2.3303	0.0656	1.1599	0.6137	2.7995	0	22.9202	10.0363	43.6055	6.0646	0.2283	0.3901	2.613	0	0.4821	0.0973	0.8218	0.2124	13.7156	4.2688	27.5613	5.9026	0.5529	0.01	157.7171	234.928	85.9991	82.8585	37.5866	71.7346	65.8003	7	64.6718	64.6124	124.8403	12.229	1501.3597	3639.9587
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	4cd77f37-5950-4cb1-ad24-4e5eb2cc7aad	Glioma	Glioma	PathAnnotationObject	Polygon	1205.3	481.04	53	29.628	0.7587	9.8495	8.126	0.4998	3.8114	827.0792	1.4319	9.6351	1.5268	8.1084	0	0	0	0	0	0	0.024	5.2072	0.1144	1.0512	0	1.0512	0.0011	0.2482	0.0168	0.2482	0	0.2482	1.4096	305.8926	0.4779	3.045	0.6101	2.4349	1.4591	316.6323	0.2867	2.2632	0.7911	1.4722	28.3954	6161.8096	4.1952	40.7519	13.2286	27.5233	0.095	20.6089	0.1355	0.7462	0	0.7462	0.916	198.7663	0.1732	1.449	0.6315	0.8175	13.985	3034.7412	2.5517	22.6073	8.5505	14.0568	134	41.7437	0.9663	14.2878	12.4923	0.3648	1.8645	1.9594	9.6351	0	0.0467	0.1667	1.0439	0	0.0917	0.2303	1.5968	0	0.0121	0.0671	0.6696	0	1.4525	0.8455	6.4275	0.1077	1.261	0.5037	2.5011	0.072	23.7399	9.6041	50.313	2.0735	0.0845	0.1261	0.7462	0	0.8996	0.3405	1.9607	0.1417	13.8245	4.5374	27.8462	2.4384	0.5401	0.8485	3.5376	0	0.0785	0.2104	1.0439	0	0.1377	0.274	1.5968	0	0.0196	0.0852	0.6696	0	1.4816	1.0224	6.4275	0.1077	1.1262	0.5709	2.5011	0.072	20.5729	10.88	50.313	2.0735	0.0774	0.1189	0.6296	0	0.8885	0.4176	1.9607	0.1417	13.7153	5.4941	27.8462	2.4384	0.4019	0.01	303.4466	422.1705	94.2586	53.0076	50.1046	15.1184	51.0242	4	25.6991	22.7432	42.1899	15.1203	266.0738	370.7098
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	44383b67-1a7c-4801-8188-e6bc5ba7934c	Glioma	Glioma	PathAnnotationObject	Polygon	603.58	480.65	36.75	27.9497	0.5912	9.4381	5.2813	0.8531	1.9463	299.7339	0.6107	3.2413	0.4709	2.7704	0	0	0	0	0	0	0.0681	10.4851	0.1734	0.9048	0	0.9048	0.4607	70.9458	1.3231	8.8846	0	8.8846	2.438	375.4504	0.8627	5.5583	0.8526	4.7057	0.9932	152.9542	0.2948	2.1706	0.3785	1.7921	23.2624	3582.4026	5.5861	40.5693	10.8735	29.6958	0.0648	9.9777	0.1207	0.716	0	0.716	0.6211	95.657	0.1719	1.2947	0.3449	0.9498	12.6915	1954.4911	2.4021	18.6886	7.9772	10.7115	119	41.3463	0.8748	14.1552	10.693	0.6735	0.7058	0.9542	3.2413	0	0.0336	0.1573	1.4659	0	0.131	0.2317	1.269	0	1.8812	3.3117	13.6161	0	2.2434	1.003	5.5583	0.4495	1.1773	0.4619	2.575	0.1581	21.1974	8.3701	43.6719	2.3935	0.0389	0.0917	0.716	0	0.6734	0.2148	1.3084	0.1673	13.2448	3.5585	22.9579	3.4542	0.1088	0.2659	1.444	0	0.0497	0.1894	1.4659	0	0.1613	0.2497	1.269	0	2.5648	3.739	13.6161	0	2.1497	1.0525	5.2998	0.4495	1.266	0.5004	2.575	0.1581	20.2036	9.2663	43.6719	2.3935	0.0264	0.0708	0.5428	0	0.6985	0.2287	1.3084	0.1673	13.5111	3.9736	22.9579	3.4542	0.3161	0	130.8541	328.839	115.1382	69.7133	50.1915	68.8121	38.8395	7	37.2151	35.4332	49.1641	32.5723	523.3475	696.4421
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	4ea593a5-4730-4126-8199-64c32fdddaf4	TAMM	TAMM	PathAnnotationObject	Polygon	744.5	481.88	46.75	24.8675	0.95	8.4983	7.3339	0.4613	6.4443	1224.4229	2.1094	14.9338	2.6169	12.3169	5.2953	1006.1099	2.9227	18.0274	0	18.0274	0.0016	0.3086	0.0089	0.073	0	0.073	2.5133	477.5309	2.1369	10.5222	0	10.5222	1.6663	316.6064	0.605	2.7122	0	2.7122	0.8375	159.1165	0.1963	1.3702	0.355	1.0151	10.9848	2087.1138	2.3321	20.6663	5.9379	14.7283	0.0235	4.4686	0.0416	0.1693	0	0.1693	0.6474	123.0008	0.0872	0.8287	0.4256	0.4031	23.2922	4425.5098	3.8297	32.4789	14.1202	18.3587	110.5	37.9076	0.9663	12.5137	11.5	0.2224	3.0098	3.3377	14.9338	0	4.4584	3.4742	18.0274	0	0.061	0.2236	2.0293	0	5.0113	4.3336	20.904	0	1.3645	0.7797	3.4811	0	0.8431	0.3122	1.8541	0.1052	11.1313	4.3426	34.5108	3.8456	0.0492	0.1009	0.7452	0	0.5944	0.1686	1.0369	0.1774	20.451	5.7593	35.0458	7.1038	0.4407	0.835	3.5436	0	3.8323	3.7194	16.8255	0	0.1054	0.2879	2.0293	0	6.8799	4.6132	20.904	0	1.1386	0.8195	3.4811	0	0.8474	0.3767	1.8541	0.1052	11.2408	5.3786	34.5108	3.8456	0.0685	0.1251	0.7452	0	0.5547	0.201	1.0369	0.1774	18.3257	6.0437	35.0458	7.1038	0.4239	8.3192	104.6924	243.2551	109.1349	33.8168	33.1666	0	55.8875	4	19.0527	17.3818	33.1311	8.3159	138.2738	247.7415
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	c862b0c7-2ee2-4f5e-a9bd-b0748b13aca9	Glioma	Glioma	PathAnnotationObject	Polygon	491.85	483.18	50	27.9509	0.8042	9.6675	7.278	0.7155	3.0712	617.3137	0.925	5.1073	0.9293	4.178	0	0	0	0	0	0	0.0083	1.6756	0.0501	0.4256	0	0.4256	0.012	2.4045	0.0986	0.9387	0	0.9387	1.5669	314.9548	0.5667	2.9349	0.5513	2.3836	1.1558	232.3128	0.4012	2.0878	0.3204	1.7674	30.38	6106.3862	9.7621	48.2694	10.6625	37.6069	0.1646	33.0746	0.2296	1.4218	0	1.4218	0.3872	77.8347	0.0838	0.6025	0.2165	0.386	11.8684	2385.5554	2.9156	17.9492	5.569	12.3802	128.25	41.454	0.9379	14.1868	11.861	0.5819	1.3761	1.5273	5.1073	0	0.0178	0.1125	1.8855	0	0.085	0.2125	1.4433	0	0.4985	1.2134	7.382	0	1.3807	0.6428	4.4829	0.2522	1.0013	0.4436	2.325	0.0803	21.7593	11.4261	51.3328	2.9286	0.1009	0.1698	1.4218	0	0.4082	0.124	0.7142	0.1394	11.0736	3.4711	18.933	3.0658	0.277	0.4641	2.3631	0	0.0293	0.1434	1.8855	0	0.1347	0.2581	1.4433	0	0.8139	1.4731	7.382	0	1.2599	0.661	4.4829	0.2522	0.9012	0.4416	2.325	0.0803	16.1697	8.6087	51.3328	2.9286	0.0596	0.0955	0.4895	0	0.4217	0.1426	0.7142	0.1394	10.5582	3.7022	18.933	3.0658	0.3795	0.01	162.1889	416.6155	87.8437	167.955	47.6793	46.2294	55.0954	7	36.3514	33.7305	47.6708	28.2794	504.2181	959.0178
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	8b7b5624-775e-4fde-992b-c7852c8fbff1	Glioma	Glioma	PathAnnotationObject	Polygon	335.05	483.95	58.25	30.0932	0.8083	10.2219	7.8765	0.6178	5.6332	1335.0665	1.966	13.6764	2.1162	11.5603	0	0	0	0	0	0	0.0563	13.3485	0.1281	0.7203	0	0.7203	13.6276	3229.7458	2.452	19.5593	5.381	14.1783	2.9066	688.8702	0.8881	5.6735	1.2234	4.4501	2.6666	631.9916	0.4687	3.6752	1.044	2.6312	18.1775	4308.0625	2.6243	26.4377	9.0692	17.3686	0.0989	23.4489	0.1635	0.7324	0	0.7324	0.8944	211.976	0.2165	1.5953	0.5477	1.0477	23.1756	5492.6113	3.2527	31.8751	13.8745	18.0005	123.25	40.0906	0.9636	13.5784	11.9034	0.447	3.2654	2.8739	13.6764	0	0.049	0.3498	4.3611	0	0.095	0.2107	1.7654	0	10.8873	4.6388	19.8121	0.5146	2.4215	0.9785	5.6735	0.1581	2.2315	0.7716	3.6752	0.3762	17.0896	4.7673	29.3074	4.4416	0.0651	0.1291	0.7324	0	0.9396	0.2757	1.8411	0.4292	21.2197	5.4386	33.8081	5.9331	1.0988	1.5646	5.7094	0	0.0938	0.4801	4.3611	0	0.1304	0.2599	1.7654	0	8.3798	4.7514	19.8121	0.5146	1.9776	0.8377	3.9055	0.1581	1.8334	0.7799	3.6225	0.3762	16.0942	5.9349	29.3074	4.4416	0.0341	0.0743	0.5189	0	0.9809	0.3152	1.8411	0.4292	19.4299	6.3515	33.8081	5.9331	0.4649	0.01	279.842	555.6499	77.3784	62.2902	35.9221	37.3151	118.0204	5	17.5474	22.8106	24.8519	8.357	139.8205	284.9525
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	34ed7569-7383-432d-90da-c15703641ccc	Glioma	Glioma	PathAnnotationObject	Polygon	1273.1	486.78	61	38.1464	0.5268	11.6147	8.8286	0.5185	3.33	839.1705	0.9734	5.787	0.6951	5.0918	0	0	0	0	0	0	0.6247	157.4248	0.3651	1.9302	0	1.9302	0	0	0	0	0	0	1.0829	272.8937	0.3738	2.1884	0.2278	1.9606	1.3417	338.1015	0.3384	2.5299	0.2224	2.3076	33.8001	8517.6309	6.3568	56.4983	12.7458	43.7525	0.4273	107.6757	0.3738	1.4967	0	1.4967	0.8276	208.5528	0.189	1.3122	0.4906	0.8216	15.3617	3871.1399	2.6083	26.3397	9.3491	16.9906	163	48.5539	0.8689	16.2296	13	0.538	1.4724	1.6741	5.787	0	0.007	0.0589	0.8239	0	0.3862	0.6238	7.0751	0	0.0037	0.0523	0.9277	0	1.0326	0.4514	2.7253	0.1042	1.413	0.494	3.3684	0.2064	31.1134	11.741	63.6688	3.8982	0.3177	0.3958	2.7323	0	0.865	0.2197	1.4839	0.2208	15.7032	4.405	29.5995	4.0052	0.3021	0.6514	3.3243	0	0.0115	0.0748	0.8239	0	0.236	0.7018	7.0751	0	0.006	0.0667	0.9277	0	1.0009	0.4918	2.7253	0.1042	1.4579	0.5664	3.3684	0.2064	29.4208	13.8588	63.6688	3.8982	0.2487	0.3941	2.7323	0	0.8885	0.2341	1.4839	0.2208	15.9184	5.221	29.5995	4.0052	0.3787	0	326.9816	478.5476	49.6776	32.3743	51.6941	29.9572	96.0331	6	36.6331	37.4209	47.5152	20.6647	450.4355	946.0536
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	2d3cafa0-f16b-486b-894a-1f4ca16df1ef	Negative	Negative	PathAnnotationObject	Polygon	1355.3	490.98	58.25	42.7172	0.4011	13.5705	7.9495	0.8404	4.1324	966.9884	1.5368	9.0276	0.869	8.1586	0	0	0	0	0	0	0.0038	0.8869	0.0303	0.3668	0	0.3668	0.0016	0.3821	0.025	0.3821	0	0.3821	9.3764	2194.0686	6.7365	20.3471	1.1608	19.1864	3.3177	776.352	1.7584	6.8544	0.56	6.2945	34.5116	8075.707	6.2867	51.2126	21.3869	29.8256	0.0861	20.1519	0.175	1.0525	0	1.0525	1.4681	343.5253	0.2904	2.6631	1.0219	1.6413	17.6284	4125.0503	3.7118	33.7878	12.5423	21.2454	165.75	50.9266	0.8031	18.0794	12.3123	0.7847	1.7581	2.0799	9.0276	0	0.025	0.1832	2.6469	0	0.1269	0.3376	2.3388	0	0.1866	0.8175	6.4414	0	7.1668	6.2225	20.6536	0.7098	2.6651	1.7236	6.8544	0.3411	31.0289	9.3888	57.5314	4.3504	0.0694	0.1481	1.0525	0	1.4572	0.4196	2.7494	0.2769	18.6784	5.397	35.2628	4.6424	0.466	0.8091	4.0561	0	0.0386	0.2266	2.6469	0	0.194	0.4036	2.3388	0	0.2873	1.0018	6.4414	0	5.9645	5.5749	20.6536	0.7098	2.3099	1.5979	6.5915	0.3411	29.1337	10.225	57.5314	4.3504	0.0603	0.1305	0.7039	0	1.4512	0.4755	2.7494	0.2769	19.2498	6.0501	35.2628	4.6424	0.3474	22.5168	373.2696	551.538	82.2764	39.5409	0	77.3701	78.5434	7	59.6271	39.7785	112.9454	22.5126	302.7955	540.5608
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	7ca78aba-0c06-4393-9995-e40287c395d9	TAMM	TAMM	PathAnnotationObject	Polygon	1181.5	489.49	27	19.9391	0.8534	7.0354	5.2679	0.6203	6.2065	701.3361	2.545	12.9808	2.3837	10.5971	15.3214	1731.3134	4.908	31.0596	6.3929	24.6668	0.0001	0.0092	0.0009	0.0092	0	0.0092	2.1179	239.3248	2.4025	8.8422	0	8.8422	1.2162	137.4335	1.0821	4.0637	0	4.0637	1.1089	125.3046	0.288	1.8079	0.4051	1.4028	16.4788	1862.1021	5.0705	34.0201	6.749	27.2712	0.0303	3.4258	0.0979	0.842	0	0.842	0.7218	81.559	0.1426	1.1037	0.4655	0.6383	36.8406	4162.9897	4.9258	51.4848	27.0406	24.4442	87.25	33.9997	0.9485	11.7332	9.7737	0.4955	2.2476	3.1478	12.9808	0	10.746	7.0742	31.0596	0	0.0233	0.1108	0.8294	0	4.0046	3.8906	19.4253	0	0.9149	1.0055	4.1691	0	0.9402	0.3628	2.1121	0.1346	14.0163	7.6494	39.6611	3.4919	0.1307	0.392	3.1958	0	0.6523	0.1996	1.3078	0.2266	26.8577	10.4219	51.4848	7.0546	0.3836	0.8119	4.0571	0	8.5918	6.918	30.8244	0	0.0343	0.1331	0.8294	0	4.8929	4.1368	19.4253	0	0.773	0.9366	4.1691	0	0.8607	0.3676	2.1121	0.1346	12.8568	8.3614	39.6611	3.4919	0.178	0.4635	3.1958	0	0.6196	0.214	1.3078	0.2266	22.1574	8.9049	46.7757	7.0546	0.3067	25.1364	288.379	397.6499	108.9807	77.4919	63.667	0	39.5016	6	30.5757	30.1699	38.4717	25.1432	348.0618	584.9778
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	ecaabd25-b050-4a09-a691-6df841b28399	Glioma	Glioma	PathAnnotationObject	Polygon	964.58	490.46	55.5	28.9251	0.8336	9.9824	7.9819	0.5753	3.0958	699.6486	1.0023	5.6018	0.9447	4.6571	0.0648	14.6518	0.3126	2.8484	0	2.8484	0.0277	6.2631	0.1117	0.9891	0	0.9891	0.3199	72.2903	0.7549	3.8101	0	3.8101	1.2336	278.8004	0.459	2.8175	0.1354	2.6822	1.4873	336.1326	0.2967	2.3367	0.4306	1.906	22.6783	5125.2979	3.9555	32.5583	6.9718	25.5865	0.0826	18.6568	0.137	0.6951	0	0.6951	0.603	136.2724	0.1109	0.9036	0.1773	0.7263	15.4525	3492.2576	2.6644	22.7885	8.7611	14.0273	133.75	41.9526	0.955	14.4134	12	0.5099	1.4353	1.5905	5.6018	0	0.5356	1.0402	6.1191	0	0.0786	0.2082	1.6565	0	0.6413	1.147	5.3297	0	1.1067	0.7016	4.8998	0	1.2633	0.5441	2.975	0.0648	17.5328	8.3293	44.0786	1.5393	0.0779	0.1325	0.7843	0	0.6102	0.2556	1.8126	0.1115	14.1309	4.4685	24.1027	2.3982	0.2247	0.4019	1.9925	0	0.8788	1.2337	6.1191	0	0.1158	0.2504	1.6565	0	0.8756	1.3161	5.3297	0	1.0141	0.8237	4.8998	0	1.1	0.6204	2.975	0.0648	13.7815	8.6743	44.0786	1.5393	0.0744	0.1292	0.7843	0	0.6154	0.3227	1.8126	0.1115	13.1675	5.2147	24.1027	2.3982	0.418	0	174.1192	243.3507	50.1363	56.5805	41.6822	45.2603	38.2699	8	30.11	27.7826	45.258	16.9917	339.7675	864.9807
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	d378d1cb-744c-411b-8bbb-8bbef270fcc5	Glioma	Glioma	PathAnnotationObject	Polygon	415.99	491.33	62	29.2421	0.9111	10.6192	8.2283	0.5717	5.6695	1411.6952	2.0789	13.5183	1.8027	11.7155	0	0	0	0	0	0	0	0.0069	0.0003	0.0044	0	0.0044	0	0	0	0	0	0	1.0224	254.5794	0.3131	2.3319	0.459	1.8729	1.2977	323.1392	0.2436	2.1189	0.7195	1.3994	30.2195	7524.6665	4.5895	41.7596	14.7082	27.0514	0.2649	65.9725	0.3072	2.2583	0	2.2583	0.3462	86.2124	0.0957	0.6961	0.2099	0.4861	11.3353	2822.4792	1.5112	17.2945	8.6453	8.6492	141.5	42.9865	0.9623	15.1959	12.6973	0.5073	2.7114	3.0199	13.5183	0	0.0288	0.2123	3.1462	0	0.0959	0.2686	1.7552	0	0.2534	0.8227	6.6747	0	1.1504	0.4675	3.8209	0.3078	1.1998	0.3189	2.4382	0.2139	25.3567	8.2976	42.3058	4.37	0.2265	0.3853	2.788	0	0.4249	0.1516	0.9793	0.1712	11.9424	2.3453	19.6124	4.6598	0.3951	0.8043	3.7389	0	0.0514	0.2816	3.1462	0	0.171	0.3405	1.7552	0	0.4517	1.0577	6.6747	0	1.2507	0.539	3.8209	0.3078	1.1232	0.3489	2.4382	0.2139	21.549	8.5635	42.3058	4.37	0.1964	0.4349	2.788	0	0.4864	0.1587	0.9793	0.1712	12.4179	2.7419	19.6124	4.6598	0.4409	0	208.2549	479.199	34.0181	136.09	18.8671	14.7778	84.2054	5	33.0471	34.0205	49.1476	14.7739	522.1306	1189.5972
Gbg LGG TMA 5 Panel 2_Core[1,12,H]_[19002,52259]_component_data.tif - resolution #1	fbed6af8-7479-4fa0-b1b3-c5fbbef411f0	Astrocyte	Astrocyte	PathAnnotationObject	Polygon	1098.9	491.99	58.75	28.41	0.9147	10.4504	7.3791	0.6999	12.1639	2894.9978	4.3675	27.8307	4.5076	23.3231	0.0953	22.6874	0.3312	2.1754	0	2.1754	0.0014	0.3317	0.0211	0.3255	0	0.3255	1.4939	355.5494	2.0406	9.3709	0	9.3709	1.9208	457.1497	0.4446	2.7119	0	2.7119	1.887	449.1177	0.339	2.7591	0.9903	1.7688	19.4762	4635.3296	3.3352	25.692	7.288	18.404	0.0087	2.0798	0.0394	0.3789	0	0.3789	1.3951	332.0435	0.2431	1.9833	0.6195	1.3637	22.0455	5246.8179	3.2259	35.9589	15.3215	20.6374	131	41.8691	0.9391	15.0332	11.734	0.5682	6.1091	6.3827	27.8307	0	0.4206	0.7279	3.5344	0	0.0381	0.1949	2.3634	0	1.4695	2.0909	14.0734	0	1.4686	0.6959	3.1519	0	1.4337	0.6609	3.0049	0.0622	14.5514	7.0743	38.8945	2.1491	0.0371	0.0752	0.4854	0	1.1101	0.486	1.9833	0.1855	18.1135	6.6533	39.4975	5.4316	1.1054	1.8015	8.595	0	0.6893	0.8475	3.5344	0	0.0684	0.2589	2.3634	0	1.4494	2.1348	14.0734	0	1.095	0.6425	3.1519	0	1.059	0.6268	3.0049	0.0622	10.4816	6.7548	38.8945	2.1491	0.0605	0.0886	0.4854	0	0.8745	0.5101	1.861	0.1855	14.8642	6.9976	39.4975	5.4316	0.4483	11.143	275.0751	329.2585	85.296	0	43.3853	43.2121	57.4714	6	31.3656	30.1064	58.3642	11.1433	353.7126	759.8734
