Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Leukocyte µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	510d4c8a-8c35-4979-8050-f184e913cf7f	Glioma	Glioma	PathAnnotationObject	Polygon	752.35	493.85	20.5	17.867	0.807	6.9147	3.9559	0.823	3.8667	332.5359	1.7227	7.9943	0.5481	7.4462	0.1692	14.5551	0.4256	2.38	0	2.38	0.1446	12.4391	0.2527	1.1897	0	1.1897	3.1459	270.5498	2.3127	9.3309	0	9.3309	2.6207	225.383	0.5708	3.7571	1.3458	2.4113	1.7639	151.6946	0.5042	2.8634	0.726	2.1375	21.0886	1813.6172	3.7753	29.7522	12.6177	17.1344	0.1208	10.3885	0.1733	0.7601	0	0.7601	0.6915	59.4709	0.0962	0.8646	0.4618	0.4028	21.231	1825.8632	4.2686	31.3025	12.6339	18.6687	75.25	31.6355	0.9449	11.4269	8.4883	0.6706	1.2182	1.9418	7.9943	0	0.7598	1.1819	5.6166	0	0.2723	0.2906	1.1897	0	3.1115	2.2318	9.4847	0	1.9693	0.6891	4.1408	0.3622	1.5396	0.5147	2.9935	0.6875	15.0074	5.1527	29.7522	7.1554	0.2364	0.3869	2.337	0	0.6336	0.1358	0.8991	0.3248	16.722	5.1156	31.3025	8.5328	0.1638	0.4278	2.447	0	0.995	1.2996	5.6166	0	0.3232	0.2896	1.107	0	3.0978	2.204	9.4847	0.0748	1.71	0.5465	4.1408	0.3622	1.4503	0.4921	2.9935	0.6875	12.5862	3.2945	23.0745	7.1554	0.2825	0.4361	2.337	0	0.6105	0.1424	0.8991	0.3248	14.9268	4.2501	29.1447	8.5328	0.2754	0.01	141.8422	236.4088	39.9617	15.9143	142.2599	12.9968	32.6836	5	22.4444	26.0132	29.1418	13.0003	219.5552	350.1996
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	b570174c-061b-4fe9-bbf6-d9d1edeb7e84	TAMM	TAMM	PathAnnotationObject	Polygon	765.39	494.29	26.25	18.4197	0.9722	6.6398	5	0.6137	9.5256	1019.2399	3.3345	15.9935	3.0735	12.92	16.3317	1747.4963	5.1186	39.3332	8.106	31.2272	0.0519	5.5533	0.181	1.1459	0	1.1459	4.5998	492.1751	1.8704	13.3201	0.547	12.7731	1.8826	201.4356	0.5654	2.9223	0.3351	2.5871	1.3534	144.8127	0.3974	2.372	0.6036	1.7684	13.008	1391.8535	2.0049	20.245	9.3854	10.8596	0.2549	27.2731	0.3115	1.3548	0	1.3548	0.6029	64.5132	0.1423	0.9762	0.3326	0.6436	29.3382	3139.1848	4.1097	42.9086	18.8124	24.0962	79.75	32.0713	0.9743	11.0542	9	0.5113	3.4716	4.7562	15.9935	0	9.8431	7.5374	39.3332	0	0.2707	0.5093	2.9331	0	4.0937	2.3182	13.3201	0	1.8414	0.6257	4.0235	0.2406	1.3442	0.4522	3.3211	0.4791	13.1659	3.5704	23.7757	7.606	0.5087	1.2147	8.812	0	0.6301	0.1431	1.0098	0.327	22.6429	7.1088	42.9086	10.2313	0.4726	1.0593	4.8061	0	6.6289	6.3904	36.5638	0	0.3791	0.5803	2.9331	0	3.8429	2.4765	12.8943	0	1.8209	0.6538	4.0235	0.2406	1.3396	0.4778	3.3211	0.4791	13.2441	4.1342	23.7757	7.606	0.6344	1.4539	8.812	0	0.6436	0.1419	1.0098	0.327	19.3262	5.8307	41.2075	10.2313	0.316	12.9971	142.9422	223.4389	45.9195	21.9184	155.2429	0	39.1648	7	25.5883	25.8185	42.0281	13.0003	248.8743	549.2891
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	ae4c8458-6594-4bff-8bc7-811a298f1428	Negative	Negative	PathAnnotationObject	Polygon	959.76	493.78	12	13.9987	0.7695	5.385	3.4836	0.8113	2.3195	125.2528	1.7208	8.1466	0.0843	8.0623	1.5203	82.0984	3.5558	16.9407	0	16.9407	0.0097	0.5259	0.0629	0.4589	0	0.4589	5.1672	279.0279	1.6145	9.5333	1.0234	8.5099	2.2549	121.7627	0.4947	3.4608	1.2252	2.2356	2.8849	155.7824	0.5255	4.0779	1.4831	2.5948	26.1594	1412.6101	3.2173	32.1319	17.2983	14.8337	0.1962	10.5956	0.3051	1.3585	0	1.3585	0.8072	43.5897	0.1078	1.1106	0.5692	0.5415	27.9102	1507.1526	5.7273	40.4535	21.7103	18.7431	54.25	27.5182	0.9003	9.9124	7.1274	0.7072	0.6504	1.3158	8.1466	0	6.6819	9.4023	35.4063	0	0.0243	0.1291	1.3412	0	7.4987	3.6819	17.1284	0.2213	1.6544	0.9154	3.5219	0	2.6774	0.5873	4.0779	0.8125	23.1744	5.3009	34.1668	11.7727	0.1707	0.2651	1.6024	0	0.8217	0.1517	1.1539	0.3598	27.1848	6.6831	41.199	13.4383	0.1074	0.3718	2.7288	0	8.361	10.0855	35.4063	0	0.029	0.1441	1.3412	0	8.2571	3.8468	17.1284	0.2213	1.4591	0.9366	3.5219	0	2.6099	0.592	3.7132	0.8125	22.2034	5.4869	34.1668	11.7727	0.1623	0.2512	1.6024	0	0.8264	0.1635	1.1539	0.3598	26.9488	6.9654	41.199	13.4383	0.2324	17.2262	88.946	29.8297	70.5264	25.2493	0	6.2146	84.9476	7	21.6958	23.155	30.2577	6.209	156.8681	376.6121
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	fab0ba77-a34d-445b-a95b-3c09f3c59caa	Endothelial	Endothelial	PathAnnotationObject	Polygon	1292.2	497.11	37.5	24.0229	0.8166	9.9048	4.6706	0.8845	10.7995	1630.7283	3.4948	17.3169	3.2006	14.1163	0	0	0	0	0	0	1.0639	160.6543	0.5027	2.4749	0.0178	2.4571	8.4547	1276.6665	2.9183	15.0853	2.7892	12.2961	2.3035	347.8243	0.5889	4.0227	1.143	2.8797	4.6426	701.0299	2.2936	14.9456	2.7611	12.1845	10.0817	1522.3436	1.9908	15.8949	5.1945	10.7004	12.3363	1862.7853	4.0175	24.3079	4.2524	20.0555	0.654	98.7478	0.114	0.9892	0.4624	0.5267	17.8389	2693.6765	1.6978	23.1808	13.1743	10.0065	104.5	37.8521	0.9165	14.339	9.0561	0.7807	4.259	5.4437	17.3169	0	0.0111	0.0647	0.6785	0	0.8744	0.6386	2.4749	0	5.0132	3.7339	15.0853	0	2.0988	0.8034	4.9221	0.4038	5.3079	4.3876	24.132	0.3703	10.8311	3.3637	21.374	3.0329	8.7617	6.8172	26.8582	0.0157	0.6474	0.1638	1.1423	0.2407	14.9165	4.3353	24.1276	4.3994	0.5739	1.3065	7.1852	0	0.0174	0.0802	0.6785	0	0.7676	0.6817	2.4173	0	3.0741	2.5631	10.184	0	1.9835	0.8824	4.9221	0.4038	5.6827	5.1761	24.132	0.3703	11.2533	3.8717	21.374	3.0329	6.7477	7.2382	26.8582	0.0157	0.6437	0.1861	1.1423	0.2407	13.2699	4.5004	24.1276	4.3994	0.3496	18.629	14.1966	211.4436	0.01	71.3746	101.541	34.5682	110.2821	6	20.1842	19.9579	25.7593	14.1933	149.979	196.8242
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	88f04402-321b-4c3c-919a-0e63493d3bba	Glioma	Glioma	PathAnnotationObject	Polygon	1351.9	497.02	27	18.7745	0.9626	6.8329	5	0.6491	12.0524	1313.7163	3.6319	21.9383	5.0056	16.9327	0.0003	0.0309	0.003	0.0309	0	0.0309	0.0004	0.045	0.0028	0.0284	0	0.0284	4.0993	446.8266	1.9626	10.0341	0	10.0341	2.5742	280.5929	0.5974	4.6847	1.2788	3.406	2.7106	295.4514	0.4635	3.9207	1.4983	2.4224	26.4417	2882.1494	2.2463	29.6896	15.7689	13.9207	0.0446	4.8572	0.1347	0.824	0	0.824	0.9384	102.2845	0.1599	1.3589	0.7111	0.6478	21.5184	2345.509	2.0848	27.2875	14.5482	12.7392	82.25	32.4834	0.9795	11.3624	9	0.536	4.3313	5.9014	21.9383	0	0.3535	0.854	4.4765	0	0.0944	0.2055	0.9333	0	2.0281	2.0177	10.0341	0	1.988	0.7627	4.6847	0.6111	1.8692	0.8514	3.9207	0.1794	18.643	7.6178	29.6896	2.9182	0.048	0.1164	0.824	0	0.8354	0.2831	1.3814	0.2233	16.6483	5.9165	28.3117	4.4792	0.5059	1.1327	5.4189	0	0.5285	0.9997	4.4765	0	0.1409	0.238	0.9333	0	1.0019	1.0023	4.3317	0	1.6976	0.663	3.5187	0.6111	1.4523	0.6729	3.0722	0.1794	14.7791	6.2574	29.0357	2.9182	0.0498	0.1065	0.6668	0	0.7844	0.3155	1.3814	0.2233	14.2353	5.7123	28.3117	4.4792	0.3214	0.01	68.223	243.9939	19.2068	94.4242	86.8522	15.852	154.985	7	21.6077	19.2033	31.6514	15.1273	148.1682	255.7943
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	d4948926-8949-4a3f-8dd7-6cbfa991cb45	TAMM	TAMM	PathAnnotationObject	Polygon	1000.5	497.39	27.25	18.9059	0.958	6.4818	5.4224	0.5423	12.4074	1364.8171	4.7128	26.517	4.5878	21.9292	25.7396	2831.3555	6.8413	37.2404	10.3716	26.8689	0	0	0	0	0	0	18.5642	2042.0673	5.9573	31.9143	11.5805	20.3338	0.0495	5.445	0.2401	1.5531	0	1.5531	3.2159	353.7506	0.4459	4.2263	2	2.2262	11.1703	1228.7278	1.5995	14.071	6.7736	7.2974	0.6938	76.3178	0.3293	1.5488	0.0766	1.4722	0.6426	70.6891	0.1529	1.0277	0.4096	0.6181	46.1192	5073.1084	6.2953	60.7716	30.3424	30.4292	83.5	32.6358	0.9852	10.9706	9.829	0.429	4.5477	6.218	26.517	0	13.0362	10.5488	37.2404	0	0.0017	0.0138	0.1518	0	14.0605	7.7734	31.9143	0.4683	0.2059	0.4573	2.399	0	2.1497	1.2037	4.2263	0.1089	7.7372	3.9995	14.2154	0.7935	0.4518	0.342	1.5488	0	0.5306	0.2721	1.093	0.0951	28.5817	15.9523	60.7716	2.3767	0.688	1.2011	7.3182	0	6.798	4.9597	25.2095	0	0.0026	0.0168	0.1518	0	11.8489	7.6136	29.4623	0.4683	0.2827	0.5159	2.399	0	1.6261	1.1091	3.649	0.1089	6.0513	3.7373	14.2154	0.7935	0.3329	0.2802	1.2998	0	0.4756	0.2999	1.093	0.0951	19.9695	11.5938	49.9371	2.3767	0.3238	22.2856	56.0831	15.8314	41.2049	53.0804	40.7905	0	103.0264	9	36.5332	38.1212	52.2946	15.834	446.9559	868.788
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	d2b92c7d-3811-4daa-8f02-3174aab2e284	Glioma	Glioma	PathAnnotationObject	Polygon	1073	499.98	67	31.3354	0.8575	11.3433	7.9185	0.7139	6.5241	1768.0276	1.74	12.5078	2.5955	9.9123	0	0	0	0	0	0	0.001	0.2611	0.0092	0.1282	0	0.1282	0.0235	6.376	0.1312	1.1879	0	1.1879	1.7529	475.0382	0.354	2.8247	0.7779	2.0467	2.0576	557.6024	0.3215	2.9932	1.464	1.5292	24.3535	6599.7969	3.9526	37.4915	16.125	21.3665	0.1284	34.791	0.1908	1.5062	0	1.5062	0.5423	146.9519	0.1217	0.9215	0.36	0.5615	14.8716	4030.2136	1.192	18.2324	12.0555	6.1769	144.5	43.8945	0.9424	15.6633	12	0.6101	3.3078	3.3153	12.5078	0	0.0023	0.0266	0.5091	0	0.0128	0.0606	0.8981	0	0.3247	0.8932	6.4253	0	1.6242	0.4562	3.1193	0.6703	1.9641	0.3682	2.9932	0.9736	21.0661	5.624	37.8674	9.7283	0.0956	0.1596	1.5062	0	0.6273	0.1533	1.1663	0.36	14.0629	1.7853	18.7634	8.6531	0.4961	0.9909	4.7263	0	0.0043	0.0363	0.5091	0	0.0231	0.0811	0.8981	0	0.588	1.1548	6.4253	0	1.5116	0.5038	3.1193	0.6703	1.8823	0.387	2.9661	0.9736	18.1922	5.2872	37.8674	9.7283	0.067	0.1194	0.681	0	0.7017	0.1389	1.1663	0.3741	13.356	1.9147	18.7634	8.6531	0.4657	0	56.4891	85.3809	40.0978	122.9208	78.3669	24.2495	87.0814	5	24.7697	23.4018	40.1028	13.0281	270.4972	525.6595
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	853de5f0-fdce-4879-a2e9-16ccd7121c8a	Glioma	Glioma	PathAnnotationObject	Polygon	1384.3	497.43	38.25	22.7353	0.9299	8.0384	6.1402	0.6302	7.7144	1203.452	2.644	17.5681	2.8989	14.6691	0	0	0	0	0	0	0.0246	3.8348	0.1149	1.0283	0	1.0283	4.0568	632.8668	3.0794	10.2781	0	10.2781	3.7069	578.2831	1.1725	6.5534	2.2104	4.343	2.902	452.7144	0.6983	4.2315	1.3333	2.8982	34.5468	5389.2983	3.6412	40.2888	23.1586	17.1303	0.1156	18.0389	0.1536	0.728	0	0.728	1.0424	162.6118	0.1644	1.4539	0.7258	0.7281	21.4123	3340.3149	2.1037	25.4602	14.7466	10.7137	93	35.6237	0.9209	12.5287	9.2424	0.6674	3.7162	3.9943	17.5681	0	0	0	0	0	0.1091	0.2471	1.6308	0	2.1885	2.7605	10.2781	0	3.5494	1.4277	6.6963	1.1679	2.307	0.815	4.2315	0.7102	29.9102	8.944	45.107	9.8656	0.0987	0.1447	0.7606	0	1.0999	0.2663	1.6876	0.5337	19.0555	4.6231	27.4027	8.5747	0.8287	1.5857	6.6849	0	0	0	0	0	0.1701	0.2949	1.6308	0	0.8391	1.3969	7.3116	0	3.4356	1.5796	6.6963	1.1679	1.8772	0.5934	3.094	0.7102	26.5615	10.0805	45.107	9.8656	0.0865	0.1369	0.7606	0	1.1414	0.3142	1.6876	0.5337	17.3534	5.172	27.4027	8.5747	0.4136	0.01	52.5644	265.3759	36.4548	100.8334	95.2007	11.699	183.5004	5	15.4244	17.9939	21.9668	7.4305	69.8164	92.7772
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	1ee9f7e2-f237-414e-916b-c3d890cdec5b	TAMM	TAMM	PathAnnotationObject	Polygon	610.84	498.23	23.75	21.6601	0.6361	8.3927	4.47	0.9058	2.9347	287.596	1.1035	5.5051	0.9815	4.5236	8.0997	793.7747	2.5495	13.4707	2.2462	11.2246	0.0489	4.7883	0.1084	0.5976	0	0.5976	7.7153	756.101	3.823	17.0964	2.1813	14.9151	1.3254	129.8849	0.5339	2.2013	0	2.2013	1.4982	146.8235	0.4007	2.548	0.7974	1.7505	10.809	1059.2783	1.6892	15.118	7.3143	7.8037	0.0174	1.7041	0.0382	0.1959	0	0.1959	0.5174	50.7072	0.1045	0.9085	0.3498	0.5587	24.1493	2366.6292	4.8073	34.8829	16.4656	18.4172	86	35.0514	0.8796	12.8423	8.953	0.7534	0.9202	1.4199	5.5051	0	4.9058	3.4504	13.4707	0	0.1553	0.2304	1.1432	0	6.5111	3.4562	17.0964	0.5854	1.3881	0.439	2.3479	0	1.5553	0.4596	2.9566	0.6741	12.0135	2.7661	23.0376	7.3113	0.0247	0.0626	0.5641	0	0.6053	0.1294	0.9752	0.3498	18.9919	6.0222	34.8829	8.3063	0.1241	0.3023	1.6866	0	3.6437	2.9033	11.529	0	0.1973	0.2516	1.1432	0	6.0352	3.1847	16.2592	0.5854	1.4129	0.3937	2.3479	0.2661	1.5779	0.4798	2.9566	0.6741	12.4895	2.9603	23.0376	7.3113	0.0277	0.0697	0.5641	0	0.64	0.1218	0.9752	0.378	16.9539	5.1824	33.0893	8.3063	0.2658	12.8032	62.6163	378.2021	71.319	29.7536	15.6702	0	59.8124	8	31.4455	35.5654	53.4223	12.8005	352.8204	770.7072
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	c70dd108-72d8-4e5a-b22b-8435ee427142	Glioma	Glioma	PathAnnotationObject	Polygon	823.7	499.73	98	39.2359	0.8	15.2695	8.7556	0.8466	6.9227	2741.3833	2.6281	14.5644	1.6676	12.8967	0	0	0	0	0	0	0.024	9.5053	0.0862	0.6498	0	0.6498	0.019	7.5227	0.1473	1.9659	0	1.9659	2.1396	847.2982	0.5486	4.0787	1.1866	2.8921	1.8605	736.7748	0.3207	3.0015	1.0521	1.9494	27.0364	10706.4268	4.1403	34.343	11.3009	23.0422	0.0183	7.2569	0.0612	0.6567	0	0.6567	0.5284	209.2383	0.0843	0.7793	0.3406	0.4387	15.025	5949.9175	1.9823	20.8881	9.7838	11.1043	199.25	52.6784	0.9023	19.6646	13.1501	0.7549	3.6959	3.7733	14.5644	0	0.0329	0.2528	3.1173	0	0.1183	0.2277	1.4692	0	0.1125	0.3991	3.5868	0	1.9107	0.596	4.0787	0.4441	1.6707	0.4402	3.1334	0.3826	22.7643	6.9926	34.343	4.9521	0.0352	0.0989	1.0849	0	0.5575	0.1166	1.0676	0.211	13.6305	3.1769	24.9967	4.886	0.5172	1.0408	5.749	0	0.0652	0.3534	3.1173	0	0.2112	0.2799	1.4692	0	0.2045	0.5273	3.5868	0	1.6851	0.5539	3.2803	0.4441	1.4837	0.4617	3.1334	0.3826	18.5559	6.6722	31.6339	4.9521	0.0517	0.1233	1.0849	0	0.5863	0.1355	1.0676	0.211	12.2568	3.5181	24.9967	4.886	0.493	0	158.2469	165.4324	65.5617	39.3102	134.2986	15.7898	40.8139	5	22.137	17.0658	36.4714	15.7892	185.898	270.4302
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	5aac6a14-beb8-43e1-8782-f619f45db4bc	Glioma	Glioma	PathAnnotationObject	Polygon	861.08	498.06	28.5	21.2576	0.7925	8.3035	4.7517	0.8458	6.7163	792.5185	2.5581	12.5698	1.8146	10.7552	0	0	0	0	0	0	0.2222	26.2204	0.3344	1.7142	0	1.7142	4.2557	502.1755	1.9253	8.2038	0	8.2038	2.2669	267.4916	0.4869	3.9792	1.2123	2.7669	2.0591	242.9791	0.4106	2.8619	1.1135	1.7484	21.2556	2508.1624	3.5092	28.4794	14.5001	13.9793	0.0169	1.9997	0.0634	0.5342	0	0.5342	0.6994	82.5281	0.1568	1.0654	0.4248	0.6406	16.1756	1908.7241	2.6235	21.4361	11.8504	9.5857	85.5	34.0503	0.9267	12.213	9.1636	0.6751	2.7294	3.337	12.5698	0	0.056	0.2398	2.3925	0	0.4091	0.4035	1.7142	0	2.9949	2.0743	8.2038	0	2.1495	0.593	4.4112	0.7007	1.8088	0.5486	2.8624	0.3565	18.8065	5.258	28.4794	5.5647	0.0311	0.0921	0.6272	0	0.6985	0.1546	1.0654	0.2832	14.8859	2.9053	21.4361	7.4764	0.6929	1.0952	4.4982	0	0.0847	0.2908	2.3925	0	0.5046	0.403	1.6687	0	2.3508	1.8418	7.3073	0	2.0896	0.6331	4.4112	0.7007	1.6809	0.5665	2.8624	0.3565	17.5554	5.5603	28.4044	5.5647	0.0383	0.1031	0.6272	0	0.698	0.1539	1.0634	0.2832	14.2271	2.825	19.8648	7.4764	0.3302	0	179.5346	128.298	72.7159	67.5962	98.9741	34.399	33.2788	5	19.645	19.3245	29.5143	11.7644	168.3985	285.1715
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	38fe2f50-fa25-4fe5-907f-484c4ce5c571	Glioma	Glioma	PathAnnotationObject	Polygon	793.62	498.94	22.25	17.1925	0.9459	6.1817	4.982	0.478	3.4909	324.6547	1.155	6.1393	1.5974	4.5419	0	0	0	0	0	0	0.2825	26.2706	0.2576	1.0782	0	1.0782	2.5529	237.419	1.9255	7.7218	0	7.7218	2.444	227.2947	0.5833	4.0079	1.1427	2.8653	2.1012	195.4126	0.5502	3.3588	0.9655	2.3933	21.3123	1982.0472	3.8918	30.5541	10.2575	20.2965	0.0232	2.1604	0.0855	0.59	0	0.59	0.7924	73.6945	0.1268	1.0382	0.5884	0.4499	16.841	1566.2175	2.843	22.2384	9.2759	12.9625	67	30.1671	0.9252	10.4661	8.4869	0.5184	1.3574	1.7244	6.1393	0	0.0273	0.1797	1.6755	0	0.2736	0.2422	1.25	0	1.4804	1.8085	8.0791	0	1.9896	0.6159	4.0079	0.8223	1.7018	0.5847	3.3588	0.6125	16.4841	4.9481	30.5541	7.5742	0.0453	0.1086	0.9353	0	0.6955	0.1442	1.0382	0.3608	13.5695	3.4362	22.2384	7.29	0.2489	0.4731	2.128	0	0.0415	0.2204	1.6755	0	0.269	0.2345	1.25	0	0.9231	1.4663	8.0791	0	1.7535	0.4877	3.4934	0.8223	1.4944	0.4873	3.3201	0.6125	13.9755	3.3074	22.0321	7.5742	0.0567	0.1175	0.9353	0	0.6452	0.1261	0.9742	0.3608	11.8697	2.3026	19.1111	7.29	0.3312	0	146.1881	195.2206	68.4479	30.8595	162.2031	22.5158	38.5599	7	24.3868	22.5169	39.7944	8.3978	224.6923	549.2891
Gbg LGG TMA 5 Panel 2_Core[1,4,D]_[11318,37400]_component_data.tif - resolution #1	a34679e9-3859-43fd-ae55-9b5f2924b7b9	Glioma	Glioma	PathAnnotationObject	Polygon	840.8	498.22	11.75	12.4361	0.9547	4.5621	3.2943	0.654	2.0332	101.6584	0.6772	3.3257	0.7253	2.6003	0	0	0	0	0	0	0.443	22.15	0.3194	1.2446	0	1.2446	2.5169	125.8433	1.552	5.8702	0.0051	5.8651	1.8339	91.6951	0.4559	2.7578	0.8549	1.9029	1.8939	94.6974	0.3954	2.8007	0.9857	1.8151	15.78	789.0024	2.4625	19.8597	9.1706	10.6891	0.0146	0.7303	0.0624	0.3855	0	0.3855	0.7872	39.3583	0.1838	1.0626	0.3821	0.6805	13.5079	675.3935	2.0443	19.2243	8.7051	10.5192	55	26.4041	0.9914	9.0795	7.4991	0.5328	0.4971	0.9053	3.3257	0	0.028	0.1711	1.7002	0	0.4724	0.3886	1.8284	0	2.0768	2.1574	8.8496	0	1.7398	0.6164	3.3767	0.5116	1.6616	0.6594	3.0882	0.4887	14.0479	3.9446	22.1389	5.4979	0.0243	0.0695	0.4875	0	0.7334	0.2298	1.2339	0.2916	12.2433	3.9691	22.7138	5.1901	0.0453	0.1603	1.0818	0	0.0363	0.194	1.7002	0	0.481	0.4072	1.8284	0	1.9474	2.2932	8.8496	0	1.7121	0.6548	3.3767	0.5116	1.5933	0.7054	3.0882	0.4887	13.5385	4.1541	22.1389	5.4979	0.0272	0.0714	0.4875	0	0.7176	0.2399	1.2339	0.2916	11.8714	4.3117	22.7138	5.1901	0.2092	0	168.8294	148.3695	65.7836	50.4944	118.031	26.9768	47.7211	6	22.7237	21.6644	30.0426	17.0658	182.8949	236.5994
