Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Leukocyte µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	0e83f087-19ed-4782-b6cf-c9165ce38e71	Glioma	Glioma	PathAnnotationObject	Polygon	893.4	351.63	57.5	27.5171	0.9543	9.4098	7.4253	0.6196	6.2385	1453.5785	1.3458	9.4157	2.6486	6.7672	0	0	0	0	0	0	0.4111	95.7955	0.5275	1.869	0	1.869	1.1017	256.6876	1.5476	4.9275	0	4.9275	2.8063	653.8781	0.786	4.6641	0.7499	3.9142	1.5998	372.7501	0.3341	2.9371	1.0331	1.904	21.8813	5098.3408	2.2582	27.2161	14.7807	12.4354	0.1443	33.6177	0.2365	1.434	0	1.434	0.4527	105.4872	0.1264	0.8319	0.2486	0.5833	12.473	2906.2073	1.2774	15.8788	9.1071	6.7717	132.5	41.3168	0.9754	13.8644	11.9557	0.4957	2.9143	3.1251	9.4157	0	0	0	0	0	0.6295	0.5566	2.3947	0	1.9519	1.9642	9.9081	0	2.4805	0.8267	4.6641	0.6679	1.8511	0.6876	4.1848	0.5055	18.4088	4.4367	27.2161	8.7953	0.17	0.2932	1.6402	0	0.5376	0.1497	0.9361	0.2486	11.2979	1.8306	15.8788	5.7556	0.3151	0.7518	3.4488	0	0	0	0	0	0.8003	0.5184	2.3947	0	2.6167	2.0009	9.9081	0	2.2257	0.7672	4.5172	0.6679	2.0476	0.8175	4.1848	0.5055	15.6937	3.7798	27.0035	8.7953	0.1902	0.3298	1.6402	0	0.604	0.132	0.9361	0.3513	10.3792	1.6658	13.7703	5.7556	0.4264	0.01	207.8801	138.0995	198.2641	37.8402	22.7783	18.5336	97.4041	6	23.5895	22.2421	31.8977	18.5345	217.4023	372.5574
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	08bb1ac3-0bd9-47e2-8a7d-f15570a67f71	Glioma	Glioma	PathAnnotationObject	Polygon	1048.6	350.1	53.5	28.2696	0.8413	11.1125	6.159	0.8497	8.7419	1879.4995	1.5777	13.0077	3.7797	9.2281	0	0	0	0	0	0	0.1458	31.3538	0.2212	1.1833	0	1.1833	6.0519	1301.166	1.4745	9.8773	2.214	7.6633	1.8666	401.3165	0.4507	3.6957	1.0318	2.6638	3.0319	651.8602	0.3503	3.9877	2.1641	1.8236	18.2158	3916.3872	1.7303	24.4578	15.4069	9.0508	0.9363	201.2939	0.3769	1.9618	0.1171	1.8447	0.4883	104.9848	0.1018	0.7567	0.3287	0.4281	13.98	3005.7063	0.9586	17.0299	11.9785	5.0515	111.5	41.03	0.8323	15.6429	8.8349	0.8233	4.8293	4.2612	13.0077	0	0.0159	0.141	1.6206	0	0.249	0.2787	1.1833	0	6.084	1.9691	12.2226	1.3467	1.6565	0.4641	3.6957	0.6321	2.9878	0.4682	4.124	1.4299	17.047	2.9167	24.4578	6.9383	0.6622	0.4391	1.9618	0	0.6021	0.1566	1.0496	0.3287	13.555	2.0705	21.1684	7.0237	1.2344	2.3501	10.1314	0	0.0305	0.1944	1.6206	0	0.3437	0.2925	1.1607	0	6.1135	2.3358	12.2226	1.3467	1.4636	0.3866	2.4872	0.6321	2.9474	0.5526	4.124	1.4299	15.9731	3.3449	22.8159	6.9383	0.4104	0.3275	1.8629	0	0.7066	0.1213	1.0496	0.405	13.1645	2.6606	21.1684	7.0237	0.4704	0.01	68.4104	106.9645	52.7914	138.1935	8.9617	47.3762	75.4781	5	12.8888	14.2991	18.6094	6.81	66.4608	110.8139
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	1806165a-d95e-4d6e-9458-51e95312e920	TAMM	TAMM	PathAnnotationObject	Polygon	940.76	350.47	12.5	14.2067	0.7783	5.787	2.8334	0.8485	3.0376	167.0673	0.9692	5.2995	1.0543	4.2451	6.1389	337.6388	1.8595	10.437	1.9757	8.4612	0	0	0	0	0	0	5.6844	312.6427	1.4985	9.1559	2.8888	6.2671	0.835	45.9273	0.7925	2.5928	0	2.5928	1.7912	98.5164	0.5267	3.3909	0.7547	2.6362	7.2404	398.2238	2.7435	14.2432	4.203	10.0402	0.4629	25.4602	0.2539	1.1193	0.0044	1.1149	0.5144	28.2937	0.1821	0.9183	0.2665	0.6519	19.2078	1056.4296	3.1039	27.4471	15.4486	11.9985	56.5	27.8449	0.9157	10.4854	7.0641	0.7495	0.8908	1.3823	5.2995	0	4.1327	3.0236	11.027	0	0.0026	0.0176	0.1948	0	6.1056	2.291	12.5591	1.1485	0.9324	0.6288	2.9409	0	2.2996	1.2015	7.4226	0.7547	8.1771	2.1996	14.7168	4.203	0.3104	0.2254	1.1193	0	0.5555	0.1455	1.0212	0.2665	16.2811	3.9496	27.4471	8.2346	0.2043	0.5219	2.839	0	3.4911	3.0467	11.027	0	0.0034	0.0202	0.1948	0	6.2403	2.4805	12.5591	1.1485	0.9635	0.5659	2.9409	0	2.4622	1.3079	7.4226	0.9664	8.4766	1.9093	14.7168	5.2769	0.2616	0.1921	1.0033	0	0.5687	0.1296	1.0212	0.3376	15.3452	3.7334	27.4216	8.2346	0.2222	8.7103	174.2345	171.4296	151.76	85.4342	20.3281	0	65.8895	5	21.83	24.6621	33.2076	8.7083	186.382	301.6299
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	e37a5fb3-b943-4d7c-8d5e-b0fc1ffc391b	Glioma	Glioma	PathAnnotationObject	Polygon	758.69	352.98	55.25	28.8807	0.8324	11.1827	6.261	0.8294	5.0834	1128.5042	2.0648	15.7176	1.9856	13.732	0	0	0	0	0	0	0.301	66.8128	0.2516	1.0012	0	1.0012	4.3899	974.5494	1.4198	8.1497	0	8.1497	1.8972	421.1883	0.3792	3.3653	1.0984	2.2668	1.9254	427.4391	0.2782	2.7246	1.2176	1.507	15.1576	3364.9785	1.5335	18.1691	9.559	8.6101	0.1299	28.8472	0.1658	1.1171	0	1.1171	0.7125	158.1727	0.1094	0.9139	0.4247	0.4892	12.0556	2676.3337	0.9805	14.7312	9.1499	5.5813	133	42.5418	0.9235	15.4888	10.7016	0.7297	2.3157	2.7515	15.7176	0	0.0436	0.2408	2.469	0	0.4653	0.3414	1.7629	0	3.589	1.7581	8.1497	0	1.7461	0.4685	3.4072	0.5953	1.6998	0.4302	2.9125	0.4629	13.0438	3.0655	19.2555	5.6547	0.1725	0.2104	1.3707	0	0.6161	0.1762	0.9399	0.1705	10.9192	2.0375	15.0762	6.1094	0.3338	0.7186	3.9803	0	0.0748	0.3119	2.469	0	0.583	0.3489	1.7629	0	3.0154	1.7546	7.2805	0	1.6379	0.4961	3.4072	0.5953	1.5383	0.4471	2.9125	0.4629	11.53	2.9929	19.2555	5.6547	0.203	0.2328	1.3707	0	0.5471	0.1826	0.9399	0.1705	10.1054	2.2032	15.0762	6.1094	0.4176	0	80.8067	87.2222	73.8843	27.1019	50.8842	31.6192	145.5209	6	35.8057	32.1949	55.7938	16.6691	538.2108	1107.0981
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	ac531b9f-e851-4e52-8efc-1f6e7fc5db25	Glioma	Glioma	PathAnnotationObject	Polygon	978.49	353.32	23.75	17.8383	0.9379	6.2651	4.9888	0.6108	3.5433	347.2403	1.0165	5.1185	1.2596	3.8588	0	0	0	0	0	0	0.1271	12.4607	0.1928	1.2503	0	1.2503	4.2757	419.0214	1.5866	7.4789	0.4938	6.9851	1.1642	114.0882	0.3414	2.603	0.255	2.348	2.2715	222.6074	0.5432	3.3261	1.0277	2.2984	13.8374	1356.0699	3.0822	20.1089	8.4194	11.6895	0.349	34.2068	0.298	1.0344	0	1.0344	0.6274	61.4858	0.1147	0.8611	0.4067	0.4545	10.9596	1074.0399	1.6124	14.6498	7.8399	6.8099	78	31.7201	0.9742	10.8064	9	0.519	1.2027	1.7069	5.1185	0	0.0028	0.021	0.2515	0	0.204	0.2976	1.4824	0	3.7908	2.4451	10.1151	0	1.2999	0.4901	3.5209	0.255	2.3994	0.8436	4.1155	0.5518	13.8675	4.928	22.8633	4.1232	0.4028	0.2983	1.5407	0	0.6359	0.128	0.9172	0.3203	10.5218	2.4938	15.5764	5.0261	0.1309	0.3298	1.6529	0	0.0041	0.0252	0.2515	0	0.2393	0.3292	1.4824	0	3.5688	2.7249	10.1151	0	1.3621	0.5341	3.5209	0.3944	2.458	0.9454	4.1155	0.5518	13.8812	5.5796	22.8633	4.1232	0.4274	0.2958	1.5407	0	0.6398	0.1338	0.9172	0.3203	10.3214	2.787	15.5764	5.0261	0.2973	0	136.7021	161.2191	114.7828	122.9139	39.0641	37.5672	62.398	8	39.5836	42.3924	44.4413	28.8528	508.0478	903.3348
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	9452b2f5-d55c-46ac-9aaf-538b1b3ae226	Glioma	Glioma	PathAnnotationObject	Polygon	1114.5	355.9	73.5	33.0503	0.8456	12.0802	7.4346	0.7858	3.6947	1097.3251	0.9289	6.5166	1.4021	5.1145	0	0	0	0	0	0	0.0491	14.5712	0.1782	1.4599	0	1.4599	0.6467	192.0611	1.5634	7.4525	0	7.4525	2.7767	824.6918	0.7162	4.9711	1.4102	3.5609	1.9601	582.1535	0.5815	4.4944	1.0128	3.4816	23.7781	7062.0942	3.8158	36.2531	12.9128	23.3404	1.5832	470.2033	0.4509	2.6977	0.0008	2.6968	0.5287	157.016	0.1696	1.0711	0.2572	0.8139	14.1786	4211.0532	2.0868	20.5906	8.3709	12.2197	161.75	46.7348	0.9306	16.3891	11.9463	0.6778	1.8588	1.8468	6.5166	0	0.1813	0.587	6.4495	0	0.0626	0.1626	1.4599	0	1.1534	1.8823	9.0247	0	2.0941	1.0672	5.1854	0.2305	1.6993	0.8596	4.4944	0.0581	17.9332	8.507	36.2531	1.286	1.0843	0.6721	2.8085	0	0.5119	0.2316	1.0711	0.0934	11.9422	4.4263	22.5124	2.0837	0.3008	0.5281	2.2329	0	0.3351	0.7656	6.4495	0	0.0741	0.1475	0.912	0	1.5835	2.0203	9.0247	0	1.5148	0.9694	5.1854	0.2305	1.478	0.9869	4.3639	0.0581	12.9735	8.2379	34.2313	1.286	0.6609	0.5216	2.8085	0	0.4977	0.2729	1.0129	0.0934	10.0444	4.9702	22.5124	2.0837	0.4588	0	13.8061	74.1632	21.3234	80.0278	48.1837	16.79	62.3064	6	28.3567	28.1719	46.4219	13.8055	273.5801	515.7383
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	1e2c2c5d-b4ba-48bf-bf9b-10c4b4688af8	Glioma	Glioma	PathAnnotationObject	Polygon	514.71	354.42	36	22.4307	0.8991	8.6868	5.3647	0.7926	10.6118	1549.3243	3.166	15.7675	3.4632	12.3043	0	0	0	0	0	0	0.0458	6.6823	0.1484	0.8632	0	0.8632	4.0425	590.2096	2.1815	7.6113	0	7.6113	2.2196	324.0559	0.5481	3.9512	1.1392	2.8121	2.1312	311.1575	0.3913	3.1767	1.151	2.0257	21.7215	3171.3408	2.5242	26.8389	14.0959	12.7429	0.1905	27.8147	0.2337	0.8813	0	0.8813	0.8614	125.7588	0.1509	1.1147	0.4201	0.6946	16.3167	2382.2439	1.4036	18.8253	10.3404	8.4848	99.25	36.0277	0.9609	13.1076	9.8387	0.6542	4.3742	5.2217	15.7675	0	0.0898	0.307	1.7896	0	0.2751	0.3789	1.9497	0	2.514	2.1991	7.6113	0	1.7915	0.7411	4.2094	0.3192	1.5996	0.6861	3.1767	0.1266	16.5456	6.3597	26.8389	2.0543	0.1736	0.2348	1.2317	0	0.6331	0.2767	1.1147	0.1351	12.8122	4.3684	18.8968	2.522	0.7888	1.3774	6.6268	0	0.1414	0.3758	1.7896	0	0.407	0.4074	1.9497	0	1.6354	1.6661	6.2724	0	1.5455	0.7262	4.2094	0.3192	1.294	0.6307	2.5547	0.1266	13.5705	5.9824	24.6925	2.0543	0.1639	0.2354	1.2317	0	0.5019	0.2456	1.0395	0.1351	10.7977	4.2195	18.8968	2.522	0.3562	0	125.7572	182.2097	123.0613	173.6344	70.9748	33.2427	79.4618	6	31.0318	31.9856	43.5936	14.5952	379.4125	642.2195
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	73551c93-dc2d-415e-9d5c-80a94ca63f7c	Glioma	Glioma	PathAnnotationObject	Polygon	1235.8	355.9	67	29.9947	0.9358	10.3808	8.3203	0.5704	4.4161	1205.5898	0.83	7.0284	1.9345	5.0939	0	0	0	0	0	0	0.0291	7.9438	0.1122	0.8275	0	0.8275	0.3863	105.4566	0.9141	4.9442	0	4.9442	2.5951	708.463	0.5206	4.3311	1.2455	3.0856	1.4861	405.6926	0.3756	2.9615	0.7106	2.2509	20.816	5682.7603	3.0845	31.2905	12.285	19.0055	0.6332	172.8607	0.3319	1.7751	0.0067	1.7684	0.4355	118.8982	0.1308	0.9798	0.2166	0.7632	12.5198	3417.9143	1.5506	18.5219	8.0063	10.5156	138	42.5803	0.9565	14.609	12.252	0.5218	2.3456	2.1936	7.0284	0	0.0258	0.1387	1.1336	0	0.1078	0.2121	1.4911	0	1.043	1.6023	7.502	0	2.2452	0.7637	4.4105	0.2698	1.5114	0.4936	3.1077	0.1838	19.2637	5.6095	31.5588	2.0332	0.5232	0.3542	1.7751	0	0.527	0.1839	0.9798	0.1543	11.7161	2.4537	18.5219	2.7403	0.3196	0.7308	4.3128	0	0.051	0.192	1.1336	0	0.1848	0.2546	1.4911	0	1.6856	1.8528	7.502	0	1.9028	0.8081	4.4105	0.2698	1.5361	0.5861	3.1077	0.1838	17.7448	6.9554	31.5588	2.0332	0.4157	0.3428	1.6013	0	0.6165	0.1845	0.9656	0.1543	10.9296	2.8854	18.5068	2.7403	0.4861	0	122.7369	103.6702	123.0183	71.2099	26.1871	40.3421	156.5534	6	25.732	28.9914	34.193	10.6385	231.998	543.3971
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	ebac9a2f-e4df-45b1-989d-eeb974039388	Glioma	Glioma	PathAnnotationObject	Polygon	947.07	357.3	64.5	29.064	0.9595	10.3952	8	0.6045	13.4899	3520.8555	5.1291	34.4608	4.7701	29.6907	0.051	13.3117	0.2577	2.5652	0	2.5652	1.7189	448.6374	1.7821	5.8287	0	5.8287	7.9992	2087.7861	2.8833	15.4784	0.1576	15.3209	0.9928	259.1184	0.9362	4.0789	0	4.0789	4.2295	1103.8948	1.0622	9.2624	2.2502	7.0122	21.5518	5625.0312	4.1014	28.7077	8.0748	20.6329	0.7426	193.8273	0.5676	2.3223	0	2.3223	0.693	180.8794	0.2375	1.2569	0.2789	0.978	20.0542	5234.144	2.0155	28.8097	12.3175	16.4922	134.75	41.9382	0.9628	14.5414	12	0.5254	7.233	7.1274	34.4608	0	0.3965	0.9572	7.081	0	1.2306	1.5964	5.8287	0	5.351	3.6559	15.4784	0	1.3037	0.9818	4.0789	0	3.704	1.6142	9.3266	0.1703	16.9929	6.9518	28.7077	1.2956	0.6124	0.5557	2.3905	0	0.6425	0.2541	1.2569	0.1057	17.3138	5.479	30.8922	1.7506	1.4214	1.8265	8.4506	0	0.7175	1.2222	7.081	0	0.777	1.2435	4.4783	0	2.8914	2.3445	9.953	0	1.5925	0.9353	3.9034	0.0025	3.2159	1.8682	9.3266	0.1703	12.7584	6.3552	26.4514	1.2956	0.4914	0.5166	2.3905	0	0.5956	0.2604	1.2526	0.1057	14.7685	6.3818	30.8922	1.7506	0.4753	0	167.736	171.9833	144.6337	91.5272	14.203	8.7103	69.4768	5	21.7204	15.7928	38.1486	8.7083	215.086	588.7439
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	ecc3873f-eb4b-4ed2-bb0b-b8066fcfc55a	Glioma	Glioma	PathAnnotationObject	Polygon	1186	356.61	56.5	27.3758	0.9474	9.7164	7.3053	0.6682	10.429	2367.3918	3.0541	21.4158	3.9563	17.4595	0	0	0	0	0	0	0.0216	4.8946	0.0708	0.5623	0	0.5623	7.0157	1592.5746	1.6284	11.0392	3.0264	8.0129	1.6216	368.1074	0.3135	2.6975	0.7805	1.9171	2.6978	612.398	0.3993	4.0004	1.453	2.5474	18.2655	4146.2573	1.3897	22.4136	15.4227	6.9909	0.4799	108.933	0.2755	1.4959	0.0046	1.4914	0.7793	176.9079	0.1527	1.3166	0.5506	0.7659	14.2333	3230.9604	0.9648	16.7159	12.1807	4.5352	131.25	41.2504	0.9693	14.1314	11.8864	0.5447	4.9194	5.3267	21.4158	0	0.0061	0.0466	0.5733	0	0.1999	0.2903	1.4415	0	5.5788	2.4782	12.6794	0	1.5216	0.3818	3.5651	0.4591	2.3301	0.6593	4.668	0.5667	16.0131	3.7635	23.4434	6.0362	0.3758	0.2692	1.4959	0	0.7409	0.1995	1.3166	0.2371	12.8179	2.2292	17.5479	6.1421	0.7364	1.4946	7.4127	0	0.0108	0.0615	0.5733	0	0.3353	0.3195	1.4415	0	4.4879	2.4579	12.6794	0	1.4456	0.411	3.5651	0.4591	2.0509	0.681	4.668	0.5667	14.3031	4.0853	23.4434	6.0362	0.2968	0.2358	0.9775	0	0.7117	0.2246	1.2001	0.2371	11.7432	2.3159	17.5479	6.1421	0.4242	0	73.0523	98.3892	74.0077	45.7574	32.1549	20.0919	111.165	5	19.1244	19.5832	21.1782	16.441	165.0365	195.399
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	ca051c9a-ca33-4583-a29d-732e56a35e4c	TAMM	TAMM	PathAnnotationObject	Polygon	829.85	355.05	12	12.9628	0.8974	4.359	3.7792	0.3564	2.4979	134.8865	1.1958	5.4105	0.6855	4.725	4.2614	230.1176	2.1663	8.4396	0.2667	8.1729	0.0326	1.7593	0.1068	0.605	0	0.605	12.752	688.6071	2.1776	18.799	9.825	8.974	2.2666	122.3969	0.5003	3.2082	1.0831	2.1251	1.5424	83.2914	0.36	2.2061	0.8337	1.3723	9.4526	510.4406	1.6405	12.422	6.5445	5.8775	0.1327	7.1666	0.222	1.0082	0	1.0082	0.6409	34.6075	0.0723	0.7756	0.4963	0.2793	26.0615	1407.3184	1.3417	29.224	23.4447	5.7793	57.25	27.1254	0.9778	8.8793	8.3872	0.1626	0.6498	1.188	5.4105	0	1.757	2.0877	8.4396	0	0.3885	0.4459	1.7447	0	13.2361	4.8602	25.3099	2.3044	2.3044	0.618	4.1204	0.8638	2.0219	0.5848	3.9681	0.8337	10.6193	2.7443	21.2509	5.4864	0.188	0.2679	1.2035	0	0.6606	0.0925	0.8957	0.4243	20.7503	5.4389	30.6028	11.6044	0.0859	0.215	1.0924	0	0.993	1.3307	4.8081	0	0.4971	0.4535	1.7447	0	13.3838	5.4173	25.3099	2.3044	2.316	0.6505	4.1204	0.8638	2.1682	0.562	3.9681	1.1037	10.9753	2.9132	21.2509	5.4864	0.2049	0.2788	1.2035	0	0.6666	0.0972	0.8957	0.4243	19.13	5.1788	30.6028	11.6044	0.2063	14.138	147.132	108.9466	142.3056	25.9013	32.0533	0.01	118.4343	5	17.8086	17.8259	25.9076	13.2372	112.8292	160.1152
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	0b072b6a-1c17-47a7-ae83-5b0a7b252703	Glioma	Glioma	PathAnnotationObject	Polygon	1093.3	357.34	76.5	31.3164	0.9802	10.6758	9.3068	0.397	8.1566	2504.0786	2.5631	20.8316	3.8947	16.9369	0	0	0	0	0	0	0.003	0.9078	0.032	0.4999	0	0.4999	0.2076	63.7283	0.6735	4.2711	0	4.2711	2.5664	787.8981	0.5813	4.6436	1.2966	3.347	1.8009	552.8739	0.2562	2.9204	1.2355	1.6849	23.3677	7173.8813	2.4753	30.1681	18.8544	11.3137	0.9639	295.9064	0.4568	2.2955	0.0879	2.2076	0.4307	132.2265	0.1295	0.8277	0.2177	0.6101	13.8432	4249.8579	1.4995	18.8311	10.7592	8.0719	157.75	44.9913	0.9793	15.2055	13.5	0.3335	4.1757	4.3211	20.8316	0	0	0	0	0	0.1243	0.2839	2.3738	0	1.4125	2.2203	10.7329	0	2.3654	0.8564	5.0646	0.5186	2.0195	0.5741	4.6075	0.7894	22.574	4.995	36.3348	7.7864	0.8353	0.5423	2.5646	0	0.5856	0.2076	1.2287	0.2177	13.4195	2.3244	21.4773	7.5143	0.4269	1.0284	4.9359	0	0	0	0	0	0.2385	0.3588	2.3738	0	2.5472	2.5487	10.7329	0	2.1761	1.0168	5.0646	0.5186	2.2254	0.7011	4.6075	0.7894	21.8266	6.4493	36.3348	7.7864	0.7142	0.5874	2.5646	0	0.7315	0.1549	1.2287	0.4016	13.0206	2.8391	21.4773	7.5143	0.4778	0	24.3221	77.4603	27.659	99.0433	26.8536	27.9994	56.1514	8	27.4864	27.8267	31.0789	21.3496	256.6702	356.421
Gbg LGG TMA 5 Panel 2_Core[1,11,I]_[20970,50036]_component_data.tif - resolution #1	392e9eb4-cf3c-4de5-844b-7c7052897023	Glioma	Glioma	PathAnnotationObject	Polygon	1204.3	356.5	33.75	21.1905	0.9445	6.9536	6.2256	0.4852	3.6299	500.9245	1.0807	8.1426	1.2856	6.857	0	0	0	0	0	0	0.1015	14.007	0.215	1.1474	0	1.1474	2.8886	398.6304	2.3815	8.9379	0	8.9379	1.9658	271.2837	0.7257	3.6507	0.6908	2.9599	2.0342	280.7256	0.535	3.3826	0.8972	2.4855	19.9849	2757.916	2.7939	27.5857	10.617	16.9687	0.2614	36.0783	0.2902	1.1503	0	1.1503	0.6436	88.815	0.1257	0.9309	0.3718	0.559	13.0169	1796.333	1.6518	16.8594	8.2078	8.6516	95.25	34.8986	0.9828	11.404	10.5	0.274	1.3859	1.836	8.1426	0	0.0003	0.0036	0.0575	0	0.1952	0.2908	1.4199	0	2.9429	2.2096	11.9679	0	1.6538	0.6589	3.6642	0.5252	1.8543	0.5672	3.3826	0.5812	15.632	4.7236	27.5857	4.599	0.2742	0.2991	1.3632	0	0.6605	0.1411	1.0257	0.2907	11.1668	2.3257	17.3618	5.3971	0.1115	0.3606	1.9878	0	0.0004	0.0045	0.0575	0	0.2485	0.3142	1.4199	0	2.9737	2.1102	11.9679	0	1.4766	0.5445	3.6642	0.5252	1.7521	0.5605	3.2178	0.5812	13.1599	3.698	23.7003	4.599	0.2815	0.3043	1.3632	0	0.6701	0.1485	1.0257	0.2907	10.1161	1.9718	17.3618	5.3971	0.3544	0.01	91.1581	110.2291	91.781	51.014	39.0124	17.2009	127.3351	7	25.771	20.5328	46.1644	17.2095	268.0501	553.1949
