Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Leukocyte µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	3a3a6828-80a6-4ca8-b248-6a5fde7cde4e	TAMM	TAMM	PathAnnotationObject	Polygon	1048.5	127.18	34	21.6977	0.9075	7.9659	5.5997	0.7209	2.945	403.4637	1.0526	6.0419	1.2167	4.8252	3.7577	514.7985	2.7821	14.9264	0.0488	14.8776	0	0	0	0	0	0	3.8514	527.6436	2.2134	12.0917	0.812	11.2797	2.2304	305.5666	0.4764	3.7618	0.9607	2.801	1.3957	191.207	0.2809	2.2781	0.8851	1.3931	14.1121	1933.3611	1.842	19.9153	10.9666	8.9486	0.3963	54.2893	0.2536	1.1448	0.007	1.1378	0.7864	107.7415	0.1404	1.0152	0.4529	0.5623	25.058	3432.9414	5.0735	39.6569	18.4816	21.1754	95.75	35.3184	0.9646	12.4021	10.077	0.5603	1.1173	1.514	6.0419	0	3.6594	4.8259	21.8475	0	0.157	0.2809	1.3433	0	5.0405	5.4359	27.4763	0	1.7314	0.75	3.7618	0	1.6866	0.4556	2.8161	0.8461	16.311	3.4675	27.7321	10.9666	0.3017	0.2478	1.2783	0	0.6878	0.1743	1.0152	0.2422	21.1105	6.5508	39.6569	8.7298	0.1035	0.2528	1.3716	0	3.6049	5.6543	21.8475	0	0.2441	0.3185	1.3433	0	5.7001	6.4863	27.4763	0	1.4546	0.7312	2.998	0	1.8479	0.4542	2.8161	0.8461	17.5306	3.5579	27.7321	11.9009	0.2492	0.2287	1.2783	0	0.6331	0.1673	0.927	0.2422	18.921	6.2522	35.8733	8.7298	0.3508	12.1985	216.2281	46.8208	116.9849	133.1456	67.8879	0	352.1866	5	25.6867	28.6863	33.3529	12.2071	265.067	439.3878
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	517008cd-c7eb-482e-9343-be8e4baca907	Glioma	Glioma	PathAnnotationObject	Polygon	986.62	128.76	53	27.9551	0.8522	9.6241	7.379	0.6737	6.8643	1455.2277	2.1465	13.3487	2.5853	10.7635	0	0	0	0	0	0	0.5291	112.1681	0.3886	1.6874	0	1.6874	4.6746	991.0074	1.505	7.9658	0	7.9658	2.3592	500.1428	0.678	4.276	0.7252	3.5508	3.7737	800.0313	0.8392	6.1506	1.7693	4.3812	26.5099	5620.0967	2.998	32.4236	17.2191	15.2045	0.9886	209.5901	0.6862	2.8265	0	2.8265	0.6765	143.4252	0.1414	0.999	0.376	0.623	16.2887	3453.1946	1.8039	20.497	11.4994	8.9976	127.25	41.1806	0.9429	14.0259	11.8427	0.5219	3.0945	3.5305	13.3487	0	0.2011	1.259	13.3508	0	0.6189	0.5022	2.473	0	3.5566	2.1154	9.917	0	2.0131	0.7056	4.276	0.4015	2.9603	0.9732	6.1506	1.2168	23.733	4.0234	32.4236	14.3155	0.6944	0.5543	2.8265	0	0.6778	0.1327	0.999	0.376	14.8802	3.0491	29.9461	8.8225	0.4216	0.8896	4.6166	0	0.3436	1.632	13.3508	0	0.6825	0.5612	2.473	0	2.7639	2.1295	9.917	0	1.7677	0.6173	4.2488	0.4015	2.3835	0.5637	4.5243	1.2168	21.7641	3.4591	28.9384	14.3155	0.4858	0.2954	1.5444	0	0.6786	0.1264	0.9782	0.4177	13.8816	3.346	29.9461	8.8225	0.4022	0	159.0223	30.2103	152.4686	150.5318	35.4415	23.5882	366.0426	6	29.1159	27.3519	36.9107	23.2087	354.8927	542.2863
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	3743d32b-9c1b-45f0-8d87-8ecacd844160	Glioma	Glioma	PathAnnotationObject	Polygon	696.6	128.94	44	24.9185	0.8905	8.6212	6.7144	0.6474	2.1994	395.8849	1.5511	7.4746	0	7.4746	0	0	0	0	0	0	1.5426	277.6694	0.6515	3.0349	0.0743	2.9607	0.4398	79.1563	1.1619	5.5063	0	5.5063	4.4471	800.4753	1.0586	6.5276	1.9425	4.5851	2.2336	402.0513	0.3626	3.1883	1.2508	1.9375	34.0684	6132.3115	4.4012	45.0199	23.3505	21.6694	0.3933	70.7894	0.3698	1.7441	0	1.7441	0.5159	92.8679	0.0706	0.7762	0.3519	0.4242	14.7505	2655.0811	1.7381	19.6159	10.8659	8.7499	114.25	38.3	0.9787	12.9433	11.1053	0.5261	0.8896	1.4396	7.4746	0	0	0	0	0	1.762	0.7336	3.9205	0.0193	0.277	0.8757	5.5063	0	4.1324	1.1462	6.5276	1.3346	2.247	0.4083	3.5096	1.2409	34.9408	6.2914	47.4652	20.6544	0.2555	0.3112	1.7441	0	0.5439	0.0848	0.8807	0.3519	14.2923	2.1307	21.5237	9.8309	0.0446	0.1944	1.4497	0	0	0	0	0	1.9035	0.7498	3.9205	0.0193	0.172	0.605	4.2825	0	3.9293	1.1565	6.235	1.3346	2.2556	0.4357	3.5096	1.2409	35.5036	7.2061	47.4652	20.6544	0.1667	0.2265	1.0829	0	0.562	0.0884	0.8807	0.3839	13.9968	2.3045	21.5237	9.8309	0.3811	0	93.257	26.6692	69.8975	387.0086	93.9746	23.3752	420.631	6	29.4607	28.8148	36.616	23.3729	334.0722	483.6634
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	2e3b72f2-e112-44fd-a318-ef6b7e2cfeb0	Glioma	Glioma	PathAnnotationObject	Polygon	663.87	128.48	12.5	13.5836	0.8513	4.646	4.0708	0.4605	1.6997	93.4845	0.6861	3.0884	0.2064	2.882	0	0	0	0	0	0	1.0373	57.0535	0.432	2.0531	0.3087	1.7444	0.3754	20.6477	0.8887	3.3735	0	3.3735	3.2941	181.1734	0.5353	4.9393	2.4535	2.4859	2.0276	111.5192	0.2681	2.8036	1.3542	1.4494	28.8778	1588.2791	3.0563	37.3759	24.2434	13.1324	0.277	15.236	0.2833	1.1997	0	1.1997	0.8104	44.5713	0.0643	0.9253	0.6202	0.3052	14.6049	803.2686	1.5494	18.0113	12.2458	5.7655	50.25	26.8951	0.873	9.0331	7.4986	0.5457	0.535	0.8314	3.0884	0	0	0	0	0	1.1824	0.6136	3.1977	0.0663	0.3703	0.9208	4.8602	0	3.2028	0.7658	4.9393	1.0104	2.0379	0.3185	2.88	1.1007	30.8301	4.2336	41.5069	22.4476	0.2189	0.2357	1.1997	0	0.6883	0.1672	0.9272	0.2269	15.1443	2.1554	20.5367	9.3611	0.105	0.2935	1.7816	0	0	0	0	0	1.2359	0.6616	3.1977	0.0663	0.3684	0.9353	4.8602	0	3.1692	0.834	4.8356	1.0104	2.0417	0.336	2.88	1.1007	31.5508	4.3859	41.5069	22.4476	0.1975	0.2126	0.8958	0	0.6433	0.171	0.9272	0.2269	15.3434	2.3126	20.5367	9.3611	0.2554	0.01	124.7379	58.5575	102.3519	397.9758	123.6615	6.7018	438.4662	5	27.127	31.5597	55.1592	6.6947	197.7366	392.2086
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	dee023f2-0c9f-4c47-a0ac-2555995e84d2	TAMM	TAMM	PathAnnotationObject	Polygon	1156	130.79	33	21.3355	0.911	7.155	6.0612	0.3683	2.8155	391.3497	1.2506	6.5824	0.7846	5.7979	4.4695	621.2625	3.2879	14.9942	0.0544	14.9397	0	0	0	0	0	0	6.3816	887.037	2.5022	15.1025	2.0258	13.0767	2.8027	389.5792	0.7323	4.3569	0.8304	3.5265	1.4464	201.0551	0.3083	2.2288	0.7247	1.504	12.8343	1783.9727	2.9282	20.4441	8.0834	12.3608	0.6591	91.6154	0.3218	1.5367	0.0837	1.4529	0.5379	74.7723	0.0957	0.7486	0.3579	0.3907	28.9746	4027.4744	4.1002	40.7254	22.3473	18.3781	94.5	34.9931	0.9698	11.7163	10.5	0.4176	1.098	1.5229	6.5824	0	3.4686	3.5011	14.9942	0	0.1305	0.2688	1.4301	0	7.8312	4.3934	24.0816	1.0428	1.9369	0.9413	4.3569	0	1.7946	0.671	4.0655	0.4943	16.503	5.4088	36.4399	6.1948	0.5012	0.3368	1.5367	0	0.604	0.1249	0.9784	0.3579	23.8713	7.2636	40.7254	8.9475	0.1116	0.2882	1.912	0	2.8937	3.4968	12.3878	0	0.2055	0.3137	1.4301	0	8.6639	4.9941	24.0816	1.0428	1.4397	0.6397	3.4845	0	1.9946	0.7385	4.0655	0.4943	18.6103	5.3849	36.4399	6.1948	0.4105	0.3113	1.4462	0	0.6419	0.124	0.9784	0.3583	20.9401	7.0649	37.9366	8.9475	0.3523	13.1998	315.3956	71.8983	20.7273	160.3555	76.8477	0.01	326.6599	5	21.9709	13.4718	50.1823	10.1012	157.2873	274.2671
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	76197bd8-d833-4876-b112-1e4b2db780f6	TAMM	TAMM	PathAnnotationObject	Polygon	811.51	131.97	17	17.001	0.7391	6.9343	3.3784	0.893	3.4081	248.7946	1.2199	6.5299	1.0481	5.4818	4.3812	319.8303	4.0453	13.232	0	13.232	0.1488	10.8653	0.3219	1.5986	0	1.5986	6.0965	445.0428	2.3901	13.1071	0	13.1071	3.179	232.0703	0.6448	4.7422	1.3358	3.4063	5.9779	436.3841	3.5407	16.0146	1.4822	14.5324	8.8956	649.376	1.3024	12.997	6.9199	6.0771	2.9756	217.221	2.1261	10.8459	0.8809	9.9651	0.4908	35.8317	0.1635	0.9056	0.2521	0.6535	28.2301	2060.7959	4.8301	37.1321	17.1549	19.9772	69.5	30.5001	0.9388	11.3033	7.6841	0.7424	1.0642	1.5823	6.5299	0	5.4922	5.7021	19.5515	0	0.4121	0.626	3.3953	0	8.6011	7.3269	28.4979	0	2.1306	1.288	5.6761	0	5.98	4.739	29.0458	0.5298	7.573	2.3061	12.997	0.8921	3.7969	3.2602	15.3349	0.1551	0.491	0.276	1.2933	0.0724	22.9984	7.9067	37.1321	4.9081	0.2295	0.4563	2.5327	0	5.8879	6.146	19.5515	0	0.5059	0.6796	3.3953	0	9.4931	8.236	28.4979	0	1.7573	1.254	5.6761	0	5.9808	5.1058	29.0458	0.5298	7.1021	2.4029	12.9944	0.8921	4.0893	3.537	15.3349	0.1551	0.4911	0.3066	1.2933	0.0724	21.1354	7.9605	35.1398	4.9081	0.2509	47.6214	34.8857	8.7504	16.8759	280.1536	24.2205	0	371.0111	8	22.9276	17.1095	44.0493	8.7556	166.7617	365.8337
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	261da5bc-6b13-4ff5-8553-cf3e768ba45f	Glioma	Glioma	PathAnnotationObject	Polygon	741.01	133.39	48.25	27.4212	0.8064	10.4634	6.7029	0.8047	4.9444	978.9999	1.4315	8.3964	1.6317	6.7647	0	0	0	0	0	0	0.1757	34.7959	0.2405	1.4127	0	1.4127	0.0046	0.9024	0.0641	0.9024	0	0.9024	1.9699	390.0358	0.4741	3.5468	1.0222	2.5246	1.9488	385.8722	0.3211	3.228	1.15	2.0779	29.0716	5756.1738	3.3358	36.9479	21.2135	15.7344	0.293	58.0209	0.2975	1.231	0	1.231	0.6672	132.103	0.0864	0.8811	0.5146	0.3665	13.2782	2629.075	1.2884	18.8487	11.0736	7.7751	125.5	41.022	0.9372	14.9228	11	0.6793	2.0973	2.5056	8.3964	0	0.0727	0.6737	10.6755	0	0.4999	0.5037	2.4791	0	0.2407	0.728	4.3149	0	2.0201	0.4895	4.0925	0.8272	2.0531	0.3997	3.4859	0.9988	29.2078	4.7938	38.3581	16.7569	0.1963	0.2356	1.231	0	0.6257	0.1224	0.9552	0.2606	13.7587	1.959	21.1367	9.9459	0.2611	0.6269	3.4455	0	0.1197	0.8614	10.6755	0	0.709	0.5185	2.4791	0	0.3931	0.9006	4.3149	0	2.0525	0.4972	4.0925	0.8272	2.1204	0.4303	3.4859	0.9988	29.2957	5.5378	38.3581	16.7569	0.1339	0.1564	0.7936	0	0.5989	0.1343	0.9552	0.2606	14.0686	2.2376	21.1367	9.9459	0.3885	0	50.0836	19.2068	26.4102	343.8121	55.1994	28.762	395.3478	6	24.2205	25.3936	32.6749	16.0836	209.1689	390.0493
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	a3563305-66b1-48fd-88d3-32e7a9f6e17a	Leukocyte	Leukocyte	PathAnnotationObject	Polygon	861.66	133.04	25.5	19.1691	0.8721	6.2305	5.6207	0.3182	11.278	1206.7463	3.681	21.4013	5.1876	16.2137	0	0	0	0	0	0	0.6087	65.1278	0.7002	2.6157	0	2.6157	33.0119	3532.2747	3.2165	40.9497	24.3386	16.6111	3.809	407.5578	0.8166	5.367	1.6071	3.7599	3.8514	412.1032	0.5222	5.0458	2.704	2.3418	11.1988	1198.2755	1.4586	14.299	7.8678	6.4312	0.3311	35.4285	0.2033	0.8175	0	0.8175	0.8526	91.2286	0.0813	1.0116	0.6504	0.3611	14.9396	1598.5326	2.4622	20.6272	10.4653	10.1618	68.75	29.8741	0.968	10.4565	8.721	0.5119	5.3474	5.6435	21.4013	0	0	0	0	0	0.5877	0.5952	2.6157	0	30.2956	7.2249	43.6805	8.9528	4.1344	0.9919	6.8364	1.6071	3.2579	0.945	5.1031	0.2189	12.0358	3.2125	24.5424	7.8678	0.3198	0.2097	0.9405	0	0.7405	0.139	1.0116	0.3777	12.5363	2.7509	20.6272	7.7728	1.5702	2.6013	9.6116	0	0	0	0	0	0.5744	0.5193	2.0522	0	28.5656	8.4463	43.6805	8.9528	4.3417	1.0391	6.8364	2.048	2.8799	0.9605	5.1031	0.2189	12.5689	3.8533	24.5424	7.9226	0.3126	0.214	0.9405	0	0.6691	0.1197	0.905	0.3777	11.0056	1.5844	15.2839	7.7728	0.377	6.6404	62.2511	0	41.8114	235.3359	46.7585	22.4337	358.2641	4	18.5759	16.7541	34.1527	6.643	160.9946	375.4234
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	309f1390-a4c5-4743-a0db-c29a3755a383	Glioma	Glioma	PathAnnotationObject	Polygon	1143.2	134.28	63	30.1301	0.8721	11.0407	7.858	0.6658	4.9366	1244.026	2.3532	13.6767	0	13.6767	0	0	0	0	0	0	0.6785	170.9863	0.651	2.4347	0	2.4347	0.8687	218.9148	1.7562	7.7648	0	7.7648	3.6681	924.3577	0.9305	6.2318	1.1927	5.0391	2.3172	583.9276	0.4203	3.9575	1.4817	2.4758	30.1505	7597.9136	3.3708	41.2233	23.1298	18.0935	0.6594	166.1652	0.4359	2.1664	0.0001	2.1663	0.9364	235.9611	0.1053	1.2254	0.7234	0.502	14.4497	3641.3149	1.7652	18.7299	10.5729	8.157	130.5	41.8123	0.938	15.2021	11.253	0.6848	2.5812	2.8727	13.6767	0	0.0029	0.0591	1.3445	0	0.7958	0.66	2.8538	0	1.1561	1.8136	7.8469	0	3.1226	1.1881	6.2318	0.5926	2.2042	0.5219	3.9575	0.5551	28.5016	7.1345	43.627	9.933	0.5623	0.4649	2.4849	0	0.8906	0.1416	1.2254	0.4688	13.614	2.367	18.7299	6.5	0.3908	0.902	4.428	0	0.0056	0.082	1.3445	0	0.9049	0.6507	2.8538	0	1.4234	1.8285	7.8469	0	2.6153	1.1782	5.5255	0.5926	2.0991	0.5825	3.7691	0.5551	26.9683	9.1076	43.627	9.933	0.4721	0.4735	2.4849	0	0.8481	0.1571	1.1228	0.4688	12.8369	2.5841	18.5696	6.5	0.4752	0	302.1959	64.1821	32.6906	150.0116	67.8394	13.1902	323.7496	7	36.8055	31.2696	71.5111	7.6696	629.799	1848.5023
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	0e6c4152-5ac1-4516-9556-5e0e324d885a	Glioma	Glioma	PathAnnotationObject	Polygon	656.73	135.34	30	20.3616	0.9093	7.0655	5.4976	0.6412	5.7178	703.2869	1.7887	9.4059	2.1884	7.2175	0	0	0	0	0	0	0.6531	80.3262	0.4563	2.1289	0	2.1289	2.1449	263.8285	2.3737	8.7209	0	8.7209	2.9542	363.3697	0.7002	5.1416	1.523	3.6186	2.3885	293.7895	0.501	3.5789	1.3644	2.2145	25.9163	3187.7021	2.9326	31.2565	15.0348	16.2218	0.0903	11.1108	0.1431	0.7695	0	0.7695	0.4135	50.856	0.1131	0.8331	0.2779	0.5551	14.3934	1770.3904	1.3083	17.9392	10.5122	7.427	88	33.9963	0.9568	11.6063	9.739	0.4969	2.1574	2.8497	9.4059	0	0.1179	0.8007	8.1929	0	0.7909	0.5257	2.9331	0	1.2125	1.8874	8.7209	0	2.5815	0.6865	5.1416	1.2123	2.0146	0.5362	3.5789	0.6828	25.0267	4.3039	41.0816	10.5286	0.1221	0.2027	1.4554	0	0.427	0.1796	1.107	0.189	13.7534	2.0597	22.4842	8.6268	0.2534	0.5727	3.0033	0	0.181	0.987	8.1929	0	0.8646	0.5461	2.9331	0	0.7139	1.3256	7.2946	0	2.3822	0.5905	3.8335	1.2123	1.8146	0.4393	3.0856	0.6828	24.5509	4.8207	41.0816	10.5286	0.139	0.2267	1.4554	0	0.4342	0.2064	1.107	0.189	13.4111	2.296	22.4842	8.6268	0.333	0	130.7727	65.4196	110.0665	393.9572	128.5429	9.8622	437.5325	5	23.6044	22.103	45.9583	9.7439	179.0843	406.1948
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	9e849564-2bd6-4aa8-a086-f966c6be197c	TAMM	TAMM	PathAnnotationObject	Polygon	666.83	135.61	26.25	18.7008	0.9432	6.7971	5.3301	0.5419	2.2423	242.164	0.9666	6.0321	0.5073	5.5249	4.308	465.2627	1.6566	8.6536	0.4477	8.2059	0.0113	1.2195	0.0235	0.1302	0	0.1302	3.6905	398.5728	1.3903	8.0615	0.642	7.4194	2.5806	278.7019	0.4808	3.7048	1.4537	2.2512	1.0714	115.7095	0.3316	1.8466	0.4638	1.3828	15.1318	1634.23	4.1381	25.1285	8.5701	16.5583	0.1249	13.4856	0.1772	0.9321	0	0.9321	0.5905	63.7745	0.1364	0.9316	0.3494	0.5822	25.6711	2772.4775	4.6151	34.0932	15.8908	18.2024	73.25	30.9247	0.9625	10.4322	9.1532	0.4722	0.8989	1.2002	6.0321	0	4.5248	3.343	14.0773	0	0.2871	0.4109	1.7347	0	4.8322	2.9833	15.0914	0	2.2194	0.7712	3.9112	0.0461	1.4093	0.4422	2.7421	0.4638	18.9478	5.0668	29.7081	8.5701	0.1218	0.1533	0.9321	0	0.5965	0.1665	1.0741	0.2695	22.4421	5.5692	35.1542	11.4698	0.1189	0.2754	1.5221	0	4.6506	4.0086	14.0773	0	0.4472	0.4437	1.7347	0	5.4952	3.4314	15.0914	0	2.0097	0.8294	3.9112	0.0461	1.6054	0.3751	2.7421	0.5874	21.1635	4.1615	29.7081	10.2375	0.12	0.138	0.7205	0	0.6	0.182	1.0741	0.2695	20.5672	5.2137	35.1542	11.4698	0.3521	6.6926	121.0761	55.5659	100.2284	391.31	119.2085	0	431.9377	6	20.9317	23.5823	31.2857	6.6947	155.569	334.5982
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	8e06b158-b6fe-43e0-99f3-c655b1a985d2	Leukocyte	Leukocyte	PathAnnotationObject	Polygon	956.83	134.52	23.75	17.807	0.9412	6.0572	4.8438	0.593	11.7423	1162.4885	4.7012	21.5365	4.378	17.1585	0	0	0	0	0	0	0.0471	4.66	0.1765	0.998	0	0.998	33.2104	3287.8289	5.099	46.4687	25.4216	21.0471	0.5322	52.6845	0.5831	2.7547	0	2.7547	3.7428	370.5405	0.5938	5.082	2.411	2.671	9.8789	978.0082	1.5596	15.3271	7.6354	7.6917	0.5418	53.6405	0.3068	1.2534	0.0079	1.2454	0.9557	94.6126	0.0969	1.1125	0.6805	0.4321	14.3623	1421.8638	1.4802	17.1465	11.8787	5.2678	78.5	31.7658	0.9776	10.6218	9.4639	0.4583	4.0396	5.9371	21.5365	0	0	0	0	0	0.2083	0.3888	2	0	30.1172	8.4196	50.6372	10.6552	1.4704	1.3248	4.9726	0	3.8183	0.7396	5.5412	1.9196	12.1641	2.9549	25.6512	7.6354	0.4638	0.3238	1.2778	0	0.8654	0.1687	1.1185	0.395	12.9306	2.652	28.5858	8.1776	0.5092	1.2504	6.4573	0	0	0	0	0	0.2822	0.4349	2	0	28.6995	9.2334	50.6372	10.6552	1.9004	1.348	4.9726	0	3.8529	0.7965	5.5412	1.9196	13.2114	2.8524	25.6512	7.9323	0.428	0.3257	1.2778	0	0.824	0.1784	1.1185	0.395	12.2744	2.81	28.5858	8.1776	0.3003	24.4457	129.7013	0	122.3649	162.7096	52.4885	37.0208	355.7849	7	32.7841	30.2184	41.8911	24.4464	414.0175	725.6483
Gbg LGG TMA 5 Panel 2_Core[1,10,I]_[20907,48258]_component_data.tif - resolution #1	4227da95-4ea3-4447-b063-ba3d3dd1a80e	Leukocyte	Leukocyte	PathAnnotationObject	Polygon	767.6	135.3	26.75	20.223	0.8219	8.1913	4.1532	0.8584	12.1567	1325.0835	3.8837	20.6586	4.0279	16.6307	0	0	0	0	0	0	0.1077	11.7396	0.2479	1.2522	0	1.2522	24.7441	2697.1072	4.2539	36.3478	16.556	19.7917	3.5495	386.8909	0.7196	5.6186	1.983	3.6356	4.1374	450.9767	0.9484	6.7951	2.3757	4.4194	11.8871	1295.6947	2.1055	16.0379	7.0625	8.9754	1.5637	170.4454	0.7552	3.6956	0.1024	3.5932	0.9047	98.6089	0.2106	1.2472	0.4457	0.8015	17.5784	1916.0449	1.709	21.1847	12.7076	8.4771	79.75	33.4407	0.8962	12.5512	7.7685	0.7668	4.5886	5.9918	20.6586	0	0.2685	1.2062	10.5713	0	0.6865	0.9991	6.8511	0	22.6277	8.2196	38.1187	0	3.5514	1.0405	7.7585	0.4828	5.9141	5.5085	36.8423	1.5673	11.1985	3.0957	19.9704	2.0545	2.2087	3.067	17.771	0	0.7008	0.2755	1.3644	0.1658	17.1233	5.6949	38.4601	8.9711	0.7338	1.5449	7.1421	0	0.4052	1.4642	10.5713	0	0.9813	1.1041	6.8511	0	21.5498	9.4605	38.1187	0	3.5523	1.1722	7.7585	0.4828	6.8191	6.5557	36.8423	1.5673	10.8477	3.4458	19.9704	2.0545	2.5373	3.6892	17.771	0	0.5969	0.2452	1.3644	0.1658	16.8915	6.8839	38.4601	8.9711	0.3322	21.8872	27.5214	0	9.459	318.6112	39.5493	23.9959	382.7325	6	26.8587	24.2258	44.2889	9.4525	229.5618	365.8337
